Name,Grade,Recommended Channel/Link,Learning Strategy,Study Hours Per Week,Preferred Study Time,Language of Instruction,Additional Notes
Mihret Zinabu,A+,https://www.udemy.com/course/wireless-and-mobile-communication-a-beginners-guide/?srsltid=AfmBOoqkTql4VoM2fSkuI0hOvqbEH4Czz_NLvO-ZHy1Ivu9ayCyVeNYW,Peer Teaching,16,Afternoon,English/Amharic,Analyzed case studies
Chala Tesfaye,A,https://www.udemy.com/course/wireless-and-mobile-communication-a-beginners-guide/?srsltid=AfmBOoqkTql4VoM2fSkuI0hOvqbEH4Czz_NLvO-ZHy1Ivu9ayCyVeNYW,Group Study,5,Evening,English/Amharic,Used Anki flashcards
Chala Getachew,A+,https://www.youtube.com/@DrRiazKhan,Spaced Repetition,5,Evening,English/Amharic,Focused on documentaries
Sewit Hailu,A+,https://www.youtube.com/@EasyEngineeringClasses,Case Studies,8,Evening,English/Amharic,Wrote summaries
Ephrem Lemma,A,https://www.youtube.com/@education4uofficial,Video Summaries,10,Evening,English/Amharic,Used Anki flashcards
Yohannes Lemma,A+,https://www.youtube.com/@ecit,Peer Teaching,16,Evening,English/Amharic,Practiced past exams
Zewditu Tesfaye,A+,https://www.youtube.com/@er.manishsach,Peer Teaching,13,Morning,English/Amharic,Wrote summaries
Driba Mekonnen,A+,https://www.youtube.com/@Ekeeda,Self-Testing,13,Afternoon,English/Amharic,Analyzed case studies
Sifan Shimuye,A,https://www.geeksforgeeks.org/wireless-communication-set-1/,Self-Testing,8,Night,English/Amharic,Used Anki flashcards
Chala Abebe,A,https://www.youtube.com/@Vidyamitra,Flashcards,9,Night,English/Amharic,Analyzed case studies
Yohannes Zinabu,A,https://www.geeksforgeeks.org/wireless-communication-set-1/,Practice Quizzes,8,Night,English/Amharic,Drew diagrams
Kiros Asrat,A+,https://www.youtube.com/@EzEdChannel,Video Summaries,12,Night,English/Amharic,Color-coded notes
Kebede Tesfaye,A+,https://www.youtube.com/@eguide9890,Mind Mapping,6,Afternoon,English/Amharic,Color-coded notes
Nahom Zinabu,A,https://www.youtube.com/@EzEdChannel,Spaced Repetition,18,Morning,English/Amharic,Practiced past exams
Frehiwot Amare,A+,https://www.youtube.com/@alparupala6162,Practice Quizzes,10,Evening,English/Amharic,Drew diagrams
Jemal Lemma,A+,https://www.youtube.com/@OUEducation,Mind Mapping,9,Afternoon,English/Amharic,Used Anki flashcards
Bethel Worku,A+,https://www.youtube.com/@DrRiazKhan,Practice Quizzes,8,Evening,English/Amharic,Used Anki flashcards
Ephrem Hailu,A+,https://www.youtube.com/@eguide9890,Flashcards,10,Evening,English/Amharic,Timed simulations
Girmay Jenberu,A+,https://www.youtube.com/@ecit,Spaced Repetition,8,Evening,English/Amharic,Joined online study groups
Mihret Abebe,A,https://www.youtube.com/@drsonveersingh,Video Summaries,14,Evening,English/Amharic,Wrote summaries
Jemal Mekonnen,A+,https://www.youtube.com/@education4uofficial,Mind Mapping,14,Morning,English/Amharic,Wrote summaries
Kiros Zinabu,A+,https://www.geeksforgeeks.org/wireless-communication-set-1/,Case Studies,17,Afternoon,English/Amharic,Analyzed case studies
Marta Tesfaye,A,https://www.youtube.com/@freecodecamp,Case Studies,13,Night,English/Amharic,Practiced past exams
Meklit weldehawaryat,A+,https://www.geeksforgeeks.org/wireless-communication-set-1/,Practice Quizzes,11,Evening,English/Amharic,Focused on documentaries
Chala Fentaw,A+,https://www.udemy.com/course/wireless-and-mobile-communication-a-beginners-guide/?srsltid=AfmBOoqkTql4VoM2fSkuI0hOvqbEH4Czz_NLvO-ZHy1Ivu9ayCyVeNYW,Peer Teaching,14,Afternoon,English/Amharic,Drew diagrams
Alem Assefa,A+,https://www.youtube.com/@Vidyamitra,Flashcards,11,Night,English/Amharic,Drew diagrams
Atnafu Worku,A+,https://www.youtube.com/@OUEducation,Peer Teaching,17,Afternoon,English/Amharic,Color-coded notes
Ephrem Fentaw,A+,https://www.youtube.com/@DrRiazKhan,Flashcards,18,Evening,English/Amharic,Timed simulations
Eden Abebe,A,https://www.youtube.com/@alparupala6162,Mind Mapping,18,Afternoon,English/Amharic,Timed simulations
Ruth Tadesse,A,https://www.geeksforgeeks.org/wireless-communication-set-1/,Case Studies,19,Morning,English/Amharic,Drew diagrams
Yared Tesfaye,A,https://www.geeksforgeeks.org/wireless-communication-set-1/,Practice Quizzes,9,Afternoon,English/Amharic,Timed simulations
Yared Girma,A,https://www.tutorialspoint.com/wireless_communication/index.htm,Spaced Repetition,18,Afternoon,English/Amharic,Practiced past exams
KedirTewodros Hailu,A,https://www.geeksforgeeks.org/wireless-communication-set-1/,Flashcards,11,Night,English/Amharic,Used Anki flashcards
Lidia Assefa,A,https://www.youtube.com/@drsonveersingh,Video Summaries,9,Night,English/Amharic,Focused on documentaries
Abiy Shimuye,A+,https://www.youtube.com/@alparupala6162,Group Study,9,Morning,English/Amharic,Practiced past exams
Nahom Seid,A+,https://www.udemy.com/course/wireless-and-mobile-communication-a-beginners-guide/?srsltid=AfmBOoqkTql4VoM2fSkuI0hOvqbEH4Czz_NLvO-ZHy1Ivu9ayCyVeNYW,Peer Teaching,12,Night,English/Amharic,Focused on documentaries
Seyoum Abebe,A+,https://www.youtube.com/@Ekeeda,Flashcards,16,Evening,English/Amharic,Used Anki flashcards
Kiros weldehawaryat,A+,https://www.youtube.com/@Vidyamitra,Mind Mapping,17,Evening,English/Amharic,Focused on documentaries
Seyoum Jenberu,A+,https://www.youtube.com/@drsonveersingh,Mind Mapping,7,Morning,English/Amharic,Analyzed case studies
Sofia Mekonnen,A+,https://www.youtube.com/@EzEdChannel,Self-Testing,9,Morning,English/Amharic,Timed simulations
Belay Shimuye,A+,https://www.youtube.com/@ecit,Spaced Repetition,7,Night,English/Amharic,Practiced past exams
Rahel Jenberu,A+,https://www.youtube.com/@DrRiazKhan,Spaced Repetition,11,Morning,English/Amharic,Analyzed case studies
Yemesrach Tesfaye,A,https://www.udemy.com/course/wireless-and-mobile-communication-a-beginners-guide/?srsltid=AfmBOoqkTql4VoM2fSkuI0hOvqbEH4Czz_NLvO-ZHy1Ivu9ayCyVeNYW,Spaced Repetition,18,Night,English/Amharic,Timed simulations
Mulat Tadesse,A+,https://www.udemy.com/course/wireless-and-mobile-communication-a-beginners-guide/?srsltid=AfmBOoqkTql4VoM2fSkuI0hOvqbEH4Czz_NLvO-ZHy1Ivu9ayCyVeNYW,Peer Teaching,16,Morning,English/Amharic,Timed simulations
Zewditu Hailu,A,https://www.youtube.com/@eguide9890,Peer Teaching,7,Afternoon,English/Amharic,Joined online study groups
KedirTewodros Tesfaye,A+,https://www.youtube.com/@EzEdChannel,Flashcards,11,Night,English/Amharic,Timed simulations
Driba Tadesse,A+,https://www.youtube.com/@er.manishsach,Flashcards,7,Evening,English/Amharic,Focused on documentaries
Mekonnen Hailu,A+,https://www.youtube.com/@Vidyamitra,Spaced Repetition,17,Afternoon,English/Amharic,Analyzed case studies
Jemal Tadesse,A,https://www.youtube.com/@EngineeringBoyz07,Mind Mapping,15,Afternoon,English/Amharic,Focused on documentaries
KedirTewodros Assefa,A,https://www.youtube.com/@OUEducation,Spaced Repetition,10,Night,English/Amharic,Used Anki flashcards
Dawit Tadesse,A+,https://www.youtube.com/@EasyEngineeringClasses,Practice Quizzes,17,Night,English/Amharic,Drew diagrams
Driba Shimuye,A+,https://www.youtube.com/@er.manishsach,Practice Quizzes,17,Morning,English/Amharic,Focused on documentaries
Bethel weldehawaryat,A,https://www.youtube.com/@EngineeringBoyz07,Case Studies,5,Evening,English/Amharic,Timed simulations
Marta Abebe,A,https://www.youtube.com/@EasyEngineeringClasses,Flashcards,10,Morning,English/Amharic,Joined online study groups
Belay Tesfaye,A+,https://www.tutorialspoint.com/wireless_communication/index.htm,Self-Testing,5,Afternoon,English/Amharic,Used Anki flashcards
Sewit Tesfaye,A+,https://www.youtube.com/@Ekeeda,Group Study,10,Night,English/Amharic,Wrote summaries
Bethel weldehawaryat,A,https://www.youtube.com/@EzEdChannel,Group Study,14,Night,English/Amharic,Focused on documentaries
Bethel Assefa,A+,https://www.udemy.com/course/wireless-and-mobile-communication-a-beginners-guide/?srsltid=AfmBOoqkTql4VoM2fSkuI0hOvqbEH4Czz_NLvO-ZHy1Ivu9ayCyVeNYW,Self-Testing,5,Morning,English/Amharic,Practiced past exams
Abel Seid,A,https://www.youtube.com/@eguide9890,Practice Quizzes,17,Afternoon,English/Amharic,Focused on documentaries
Zelalem Assefa,A+,https://www.youtube.com/@education4uofficial,Group Study,18,Afternoon,English/Amharic,Joined online study groups
Kiros Abebe,A+,https://www.tutorialspoint.com/wireless_communication/index.htm,Spaced Repetition,15,Morning,English/Amharic,Timed simulations
Mulat Jenberu,A+,https://www.youtube.com/@education4uofficial,Self-Testing,7,Evening,English/Amharic,Used Anki flashcards
Senait Seid,A,https://www.udemy.com/course/wireless-and-mobile-communication-a-beginners-guide/?srsltid=AfmBOoqkTql4VoM2fSkuI0hOvqbEH4Czz_NLvO-ZHy1Ivu9ayCyVeNYW,Flashcards,19,Morning,English/Amharic,Drew diagrams
Mohammed Assefa,A+,https://www.youtube.com/@drsonveersingh,Practice Quizzes,5,Morning,English/Amharic,Timed simulations
Jemal Abebe,A+,https://www.youtube.com/@freecodecamp,Peer Teaching,18,Morning,English/Amharic,Used Anki flashcards
Ruth Getachew,A,https://www.youtube.com/@OUEducation,Case Studies,14,Afternoon,English/Amharic,Focused on documentaries
Mohammed Mekonnen,A+,https://www.youtube.com/@Vidyamitra,Flashcards,18,Afternoon,English/Amharic,Timed simulations
Ephrem Seid,A+,https://www.tutorialspoint.com/wireless_communication/index.htm,Flashcards,9,Afternoon,English/Amharic,Focused on documentaries
Samuel Fentaw,A+,https://www.youtube.com/@education4uofficial,Video Summaries,6,Afternoon,English/Amharic,Focused on documentaries
Lidia Worku,A+,https://www.youtube.com/@education4uofficial,Peer Teaching,13,Afternoon,English/Amharic,Used Anki flashcards
Mulugeta Worku,A,https://www.youtube.com/@drsonveersingh,Practice Quizzes,5,Morning,English/Amharic,Practiced past exams
Birtukan Jenberu,A+,https://www.youtube.com/@DrRiazKhan,Mind Mapping,10,Morning,English/Amharic,Focused on documentaries
Abel Asrat,A+,https://www.youtube.com/@Ekeeda,Practice Quizzes,19,Morning,English/Amharic,Analyzed case studies
Nahom Asrat,A,https://www.youtube.com/@OUEducation,Peer Teaching,12,Night,English/Amharic,Wrote summaries
Yemesrach Tesfaye,A+,https://www.youtube.com/@DrRiazKhan,Mind Mapping,16,Afternoon,English/Amharic,Drew diagrams
Senait Lemma,A,https://www.youtube.com/@EngineeringBoyz07,Mind Mapping,5,Afternoon,English/Amharic,Timed simulations
Marta Worku,A+,https://www.tutorialspoint.com/wireless_communication/index.htm,Group Study,18,Evening,English/Amharic,Used Anki flashcards
Marta Kebede,A+,https://www.udemy.com/course/wireless-and-mobile-communication-a-beginners-guide/?srsltid=AfmBOoqkTql4VoM2fSkuI0hOvqbEH4Czz_NLvO-ZHy1Ivu9ayCyVeNYW,Practice Quizzes,17,Night,English/Amharic,Wrote summaries
Mulat Girma,A+,https://www.youtube.com/@eguide9890,Group Study,6,Morning,English/Amharic,Wrote summaries
Zelalem Amare,A+,https://www.youtube.com/@eguide9890,Mind Mapping,14,Afternoon,English/Amharic,Color-coded notes
Zelalem Worku,A,https://www.youtube.com/@DrRiazKhan,Case Studies,13,Morning,English/Amharic,Analyzed case studies
Mulat Hailu,A,https://www.youtube.com/@freecodecamp,Peer Teaching,13,Night,English/Amharic,Color-coded notes
Fikirte Tadesse,A+,https://www.youtube.com/@EzEdChannel,Video Summaries,6,Evening,English/Amharic,Wrote summaries
Ruth Jenberu,A+,https://www.youtube.com/@drsonveersingh,Self-Testing,9,Afternoon,English/Amharic,Practiced past exams
Marta Getachew,A,https://www.youtube.com/@freecodecamp,Video Summaries,9,Morning,English/Amharic,Used Anki flashcards
Sewit Lemma,A,https://www.geeksforgeeks.org/wireless-communication-set-1/,Peer Teaching,18,Evening,English/Amharic,Wrote summaries
Yohannes Tesfaye,A+,https://www.youtube.com/@OUEducation,Flashcards,8,Night,English/Amharic,Drew diagrams
Chala Asrat,A+,https://www.youtube.com/@EasyEngineeringClasses,Video Summaries,5,Afternoon,English/Amharic,Wrote summaries
Hagos Fentaw,A+,https://www.youtube.com/@education4uofficial,Group Study,14,Evening,English/Amharic,Joined online study groups
Selamawit Kebede,A+,https://www.youtube.com/@alparupala6162,Peer Teaching,5,Night,English/Amharic,Used Anki flashcards
Marta Girma,A,https://www.youtube.com/@DrRiazKhan,Peer Teaching,17,Evening,English/Amharic,Color-coded notes
Kiros Lemma,A,https://www.youtube.com/@drsonveersingh,Flashcards,11,Afternoon,English/Amharic,Focused on documentaries
Abel weldehawaryat,A+,https://www.youtube.com/@alparupala6162,Flashcards,13,Morning,English/Amharic,Timed simulations
Samuel Worku,A+,https://www.youtube.com/@ecit,Spaced Repetition,9,Afternoon,English/Amharic,Focused on documentaries
Kalkidan Asrat,A+,https://www.youtube.com/@Vidyamitra,Practice Quizzes,7,Morning,English/Amharic,Wrote summaries
Mulat weldehawaryat,A+,https://www.youtube.com/@DrRiazKhan,Practice Quizzes,9,Morning,English/Amharic,Joined online study groups
Zewditu Girma,A+,https://www.youtube.com/@EzEdChannel,Self-Testing,17,Afternoon,English/Amharic,Timed simulations
Rahel weldehawaryat,A+,https://www.youtube.com/@OUEducation,Practice Quizzes,17,Afternoon,English/Amharic,Used Anki flashcards
Tsehay Worku,A+,https://www.udemy.com/course/wireless-and-mobile-communication-a-beginners-guide/?srsltid=AfmBOoqkTql4VoM2fSkuI0hOvqbEH4Czz_NLvO-ZHy1Ivu9ayCyVeNYW,Spaced Repetition,19,Evening,English/Amharic,Focused on documentaries
Kalkidan weldehawaryat,A,https://www.youtube.com/@er.manishsach,Practice Quizzes,10,Afternoon,English/Amharic,Color-coded notes
Dawit Fentaw,A,https://www.tutorialspoint.com/wireless_communication/index.htm,Spaced Repetition,8,Afternoon,English/Amharic,Analyzed case studies
Kassa Kebede,A+,https://www.youtube.com/@alparupala6162,Flashcards,15,Evening,English/Amharic,Used Anki flashcards
Sofia Getachew,A+,https://www.youtube.com/@drsonveersingh,Spaced Repetition,10,Afternoon,English/Amharic,Practiced past exams
Atnafu Worku,A+,https://www.youtube.com/@DrRiazKhan,Peer Teaching,16,Morning,English/Amharic,Focused on documentaries
Kassa Fentaw,A+,https://www.youtube.com/@EzEdChannel,Flashcards,8,Evening,English/Amharic,Wrote summaries
Hagos Lemma,A+,https://www.tutorialspoint.com/wireless_communication/index.htm,Group Study,18,Afternoon,English/Amharic,Timed simulations
Kiros Worku,A+,https://www.youtube.com/@Ekeeda,Peer Teaching,8,Morning,English/Amharic,Wrote summaries
Girmay weldehawaryat,A+,https://www.udemy.com/course/wireless-and-mobile-communication-a-beginners-guide/?srsltid=AfmBOoqkTql4VoM2fSkuI0hOvqbEH4Czz_NLvO-ZHy1Ivu9ayCyVeNYW,Self-Testing,10,Evening,English/Amharic,Wrote summaries
Fikirte Asrat,A+,https://www.youtube.com/@eguide9890,Flashcards,9,Afternoon,English/Amharic,Practiced past exams
Tsehay Abebe,A+,https://www.youtube.com/@OUEducation,Flashcards,19,Morning,English/Amharic,Joined online study groups
Yohannes Shimuye,A+,https://www.youtube.com/@EngineeringBoyz07,Practice Quizzes,19,Night,English/Amharic,Timed simulations
Marta Asrat,A+,https://www.youtube.com/@er.manishsach,Mind Mapping,15,Afternoon,English/Amharic,Used Anki flashcards
Alem Hailu,A+,https://www.youtube.com/@er.manishsach,Peer Teaching,10,Morning,English/Amharic,Wrote summaries
Kiros Jenberu,A+,https://www.youtube.com/@Ekeeda,Video Summaries,14,Night,English/Amharic,Focused on documentaries
Senait Jenberu,A,https://www.youtube.com/@EngineeringBoyz07,Spaced Repetition,8,Afternoon,English/Amharic,Drew diagrams
Bethel weldehawaryat,A+,https://www.youtube.com/@alparupala6162,Case Studies,7,Evening,English/Amharic,Wrote summaries
Zewditu Jenberu,A,https://www.geeksforgeeks.org/wireless-communication-set-1/,Group Study,7,Afternoon,English/Amharic,Used Anki flashcards
Kalkidan Fentaw,A+,https://www.youtube.com/@education4uofficial,Video Summaries,16,Morning,English/Amharic,Focused on documentaries
Lidia Lemma,A+,https://www.youtube.com/@EzEdChannel,Spaced Repetition,12,Morning,English/Amharic,Analyzed case studies
Driba Tesfaye,A,https://www.youtube.com/@drsonveersingh,Practice Quizzes,18,Afternoon,English/Amharic,Used Anki flashcards
Tsehay Mekonnen,A+,https://www.youtube.com/@OUEducation,Spaced Repetition,13,Evening,English/Amharic,Color-coded notes
Mulugeta weldehawaryat,A,https://www.tutorialspoint.com/wireless_communication/index.htm,Flashcards,7,Evening,English/Amharic,Used Anki flashcards
Bethel Worku,A+,https://www.youtube.com/@ecit,Group Study,18,Night,English/Amharic,Wrote summaries
Jemal Asrat,A+,https://www.youtube.com/@DrRiazKhan,Video Summaries,9,Afternoon,English/Amharic,Analyzed case studies
Kebede Mekonnen,A,https://www.youtube.com/@er.manishsach,Spaced Repetition,11,Morning,English/Amharic,Color-coded notes
Kebede Fentaw,A+,https://www.youtube.com/@education4uofficial,Spaced Repetition,19,Morning,English/Amharic,Practiced past exams
Samuel Shimuye,A+,https://www.youtube.com/@ecit,Case Studies,11,Night,English/Amharic,Practiced past exams
KedirTewodros Assefa,A+,https://www.youtube.com/@EngineeringBoyz07,Mind Mapping,9,Night,English/Amharic,Color-coded notes
Abiy Hailu,A,https://www.youtube.com/@drsonveersingh,Group Study,15,Afternoon,English/Amharic,Analyzed case studies
Mihret Jenberu,A+,https://www.udemy.com/course/wireless-and-mobile-communication-a-beginners-guide/?srsltid=AfmBOoqkTql4VoM2fSkuI0hOvqbEH4Czz_NLvO-ZHy1Ivu9ayCyVeNYW,Self-Testing,12,Afternoon,English/Amharic,Timed simulations
Driba Zinabu,A,https://www.youtube.com/@Ekeeda,Peer Teaching,14,Afternoon,English/Amharic,Focused on documentaries
Tsehay Assefa,A,https://www.youtube.com/@drsonveersingh,Peer Teaching,13,Afternoon,English/Amharic,Focused on documentaries
Ephrem Assefa,A+,https://www.youtube.com/@Vidyamitra,Case Studies,9,Afternoon,English/Amharic,Drew diagrams
Senait Lemma,A+,https://www.youtube.com/@education4uofficial,Self-Testing,9,Evening,English/Amharic,Used Anki flashcards
Marta Girma,A,https://www.youtube.com/@Ekeeda,Spaced Repetition,7,Morning,English/Amharic,Practiced past exams
Zelalem Asrat,A,https://www.youtube.com/@EzEdChannel,Spaced Repetition,15,Evening,English/Amharic,Wrote summaries
Seyoum Getachew,A,https://www.youtube.com/@DrRiazKhan,Group Study,5,Afternoon,English/Amharic,Practiced past exams
Mekonnen Fentaw,A+,https://www.youtube.com/@Ekeeda,Spaced Repetition,18,Evening,English/Amharic,Focused on documentaries
Yohannes Getachew,A,https://www.youtube.com/@EngineeringBoyz07,Group Study,5,Morning,English/Amharic,Timed simulations
Alem weldehawaryat,A+,https://www.youtube.com/@er.manishsach,Practice Quizzes,7,Afternoon,English/Amharic,Joined online study groups
Abebe Hailu,A+,https://www.youtube.com/@EasyEngineeringClasses,Mind Mapping,16,Evening,English/Amharic,Joined online study groups
Abebe Jenberu,A,https://www.youtube.com/@drsonveersingh,Self-Testing,11,Morning,English/Amharic,Wrote summaries
Zewditu weldehawaryat,A+,https://www.udemy.com/course/wireless-and-mobile-communication-a-beginners-guide/?srsltid=AfmBOoqkTql4VoM2fSkuI0hOvqbEH4Czz_NLvO-ZHy1Ivu9ayCyVeNYW,Case Studies,9,Afternoon,English/Amharic,Drew diagrams
Frehiwot Mekonnen,A+,https://www.tutorialspoint.com/wireless_communication/index.htm,Self-Testing,17,Afternoon,English/Amharic,Analyzed case studies
Ephrem Amare,A,https://www.youtube.com/@er.manishsach,Self-Testing,7,Night,English/Amharic,Wrote summaries
Kidane Mekonnen,A+,https://www.youtube.com/@er.manishsach,Practice Quizzes,6,Evening,English/Amharic,Analyzed case studies
Ephrem Girma,A+,https://www.youtube.com/@ecit,Mind Mapping,7,Morning,English/Amharic,Wrote summaries
Marta Hailu,A+,https://www.udemy.com/course/wireless-and-mobile-communication-a-beginners-guide/?srsltid=AfmBOoqkTql4VoM2fSkuI0hOvqbEH4Czz_NLvO-ZHy1Ivu9ayCyVeNYW,Peer Teaching,17,Afternoon,English/Amharic,Timed simulations
Abel Mekonnen,A+,https://www.youtube.com/@freecodecamp,Mind Mapping,11,Evening,English/Amharic,Focused on documentaries
Lidia Tadesse,A+,https://www.youtube.com/@ecit,Case Studies,18,Night,English/Amharic,Used Anki flashcards
Yared Hailu,A+,https://www.youtube.com/@Vidyamitra,Self-Testing,14,Afternoon,English/Amharic,Timed simulations
Driba Assefa,A+,https://www.udemy.com/course/wireless-and-mobile-communication-a-beginners-guide/?srsltid=AfmBOoqkTql4VoM2fSkuI0hOvqbEH4Czz_NLvO-ZHy1Ivu9ayCyVeNYW,Practice Quizzes,17,Afternoon,English/Amharic,Wrote summaries
Lidia Mekonnen,A,https://www.youtube.com/@DrRiazKhan,Self-Testing,5,Morning,English/Amharic,Timed simulations
Hana Jenberu,A,https://www.youtube.com/@EzEdChannel,Flashcards,17,Morning,English/Amharic,Drew diagrams
Driba Girma,A+,https://www.youtube.com/@freecodecamp,Mind Mapping,13,Evening,English/Amharic,Practiced past exams
Sofia weldehawaryat,A+,https://www.youtube.com/@freecodecamp,Mind Mapping,13,Afternoon,English/Amharic,Timed simulations
Marta Tesfaye,A+,https://www.youtube.com/@DrRiazKhan,Flashcards,10,Evening,English/Amharic,Analyzed case studies
Marta Zinabu,A+,https://www.udemy.com/course/wireless-and-mobile-communication-a-beginners-guide/?srsltid=AfmBOoqkTql4VoM2fSkuI0hOvqbEH4Czz_NLvO-ZHy1Ivu9ayCyVeNYW,Practice Quizzes,6,Afternoon,English/Amharic,Used Anki flashcards
Mulugeta Tesfaye,A+,https://www.youtube.com/@EasyEngineeringClasses,Group Study,17,Evening,English/Amharic,Timed simulations
Yohannes Kebede,A+,https://www.youtube.com/@education4uofficial,Self-Testing,12,Evening,English/Amharic,Timed simulations
Mohammed Getachew,A+,https://www.youtube.com/@EngineeringBoyz07,Group Study,13,Morning,English/Amharic,Focused on documentaries
Mulugeta Worku,A,https://www.youtube.com/@DrRiazKhan,Mind Mapping,10,Morning,English/Amharic,Joined online study groups
Abel Jenberu,A,https://www.youtube.com/@freecodecamp,Practice Quizzes,14,Evening,English/Amharic,Wrote summaries
Ruth Getachew,A+,https://www.youtube.com/@freecodecamp,Spaced Repetition,10,Night,English/Amharic,Color-coded notes
Nahom weldehawaryat,A,https://www.geeksforgeeks.org/wireless-communication-set-1/,Self-Testing,17,Evening,English/Amharic,Timed simulations
Sewit Shimuye,A,https://www.youtube.com/@EasyEngineeringClasses,Case Studies,9,Evening,English/Amharic,Timed simulations
Zelalem Shimuye,A,https://www.youtube.com/@Ekeeda,Flashcards,18,Evening,English/Amharic,Focused on documentaries
Belay Getachew,A+,https://www.youtube.com/@Vidyamitra,Case Studies,6,Night,English/Amharic,Used Anki flashcards
Fikirte Jenberu,A,https://www.youtube.com/@education4uofficial,Group Study,17,Evening,English/Amharic,Drew diagrams
Zewditu Amare,A+,https://www.youtube.com/@education4uofficial,Flashcards,17,Afternoon,English/Amharic,Practiced past exams
Tigist Kebede,A,https://www.udemy.com/course/wireless-and-mobile-communication-a-beginners-guide/?srsltid=AfmBOoqkTql4VoM2fSkuI0hOvqbEH4Czz_NLvO-ZHy1Ivu9ayCyVeNYW,Video Summaries,5,Afternoon,English/Amharic,Drew diagrams
Meklit Mekonnen,A+,https://www.tutorialspoint.com/wireless_communication/index.htm,Peer Teaching,15,Evening,English/Amharic,Practiced past exams
Eden Amare,A,https://www.youtube.com/@alparupala6162,Video Summaries,19,Evening,English/Amharic,Color-coded notes
Samuel Getachew,A,https://www.youtube.com/@EzEdChannel,Spaced Repetition,7,Morning,English/Amharic,Timed simulations
Driba Worku,A+,https://www.youtube.com/@Ekeeda,Peer Teaching,6,Evening,English/Amharic,Practiced past exams
Mulat Asrat,A,https://www.udemy.com/course/wireless-and-mobile-communication-a-beginners-guide/?srsltid=AfmBOoqkTql4VoM2fSkuI0hOvqbEH4Czz_NLvO-ZHy1Ivu9ayCyVeNYW,Group Study,16,Morning,English/Amharic,Joined online study groups
Mekonnen Seid,A+,https://www.youtube.com/@EasyEngineeringClasses,Practice Quizzes,13,Morning,English/Amharic,Color-coded notes
Meklit Lemma,A,https://www.youtube.com/@ecit,Spaced Repetition,13,Night,English/Amharic,Focused on documentaries
Hana Hailu,A+,https://www.youtube.com/@OUEducation,Self-Testing,5,Morning,English/Amharic,Joined online study groups
