Name,Grade,Recommended Channel/Link,Learning Strategy,Study Hours Per Week,Preferred Study Time,Language of Instruction,Additional Notes
Senait Seid,A,https://www.coursera.org/learn/introduction-computer-vision-watson-opencv,Flashcards,19,Morning,English/Amharic,Drew diagrams
Mohammed Assefa,A+,https://www.youtube.com/@DigitalSreeni,Practice Quizzes,5,Morning,English/Amharic,Timed simulations
Jemal Abebe,A+,https://www.youtube.com/@campusx-official,Peer Teaching,18,Morning,English/Amharic,Used Anki flashcards
Ruth Getachew,A,https://www.youtube.com/@khushipatel2574,Case Studies,14,Afternoon,English/Amharic,Focused on documentaries
Mohammed Mekonnen,A+,https://www.youtube.com/@krishnaik06,Flashcards,18,Afternoon,English/Amharic,Timed simulations
Ephrem Seid,A+,https://www.geeksforgeeks.org/computer-vision/,Flashcards,9,Afternoon,English/Amharic,Focused on documentaries
Samuel Fentaw,A+,https://www.youtube.com/@npteliitguwahati8283,Video Summaries,6,Afternoon,English/Amharic,Focused on documentaries
Lidia Worku,A+,https://www.youtube.com/@npteliitguwahati8283,Peer Teaching,13,Afternoon,English/Amharic,Used Anki flashcards
Mulugeta Worku,A,https://www.youtube.com/@DigitalSreeni,Practice Quizzes,5,Morning,English/Amharic,Practiced past exams
Birtukan Jenberu,A+,https://www.youtube.com/@cbcslteaching5656,Mind Mapping,10,Morning,English/Amharic,Focused on documentaries
Abel Asrat,A+,https://www.youtube.com/@freecodecamp,Practice Quizzes,19,Morning,English/Amharic,Analyzed case studies
Nahom Asrat,A,https://www.youtube.com/@khushipatel2574,Peer Teaching,12,Night,English/Amharic,Wrote summaries
Yemesrach Tesfaye,A+,https://www.datacamp.com/blog/what-is-computer-vision,Practice Quizzes,7,Morning,English/Amharic,Joined online study groups
Rahel Shimuye,A,https://www.youtube.com/@greatlearning,Spaced Repetition,9,Morning,English/Amharic,Focused on documentaries
Marta Girma,A,https://www.youtube.com/@murtazasworkshop,Self-Testing,19,Morning,English/Amharic,Drew diagrams
Mekonnen Asrat,A+,https://www.coursera.org/learn/introduction-computer-vision-watson-opencv,Peer Teaching,5,Night,English/Amharic,Used Anki flashcards
Seyoum Worku,A+,https://www.youtube.com/@5MinutesEngineering,Case Studies,18,Night,English/Amharic,Focused on documentaries
Atnafu Girma,A,https://www.youtube.com/@GaneshEducationInfo,Practice Quizzes,19,Evening,English/Amharic,Focused on documentaries
Hagos Tesfaye,A,https://www.youtube.com/@cbcslteaching5656,Case Studies,13,Morning,English/Amharic,Analyzed case studies
Mulat Hailu,A,https://www.youtube.com/@campusx-official,Peer Teaching,13,Night,English/Amharic,Color-coded notes
Fikirte Tadesse,A+,https://www.youtube.com/@Ekeeda,Video Summaries,6,Evening,English/Amharic,Wrote summaries
Ruth Jenberu,A+,https://www.youtube.com/@DigitalSreeni,Self-Testing,9,Afternoon,English/Amharic,Practiced past exams
Marta Getachew,A,https://www.youtube.com/@campusx-official,Video Summaries,9,Morning,English/Amharic,Used Anki flashcards
Sewit Lemma,A,https://www.tutorialspoint.com/computer-vision/index.htm,Peer Teaching,18,Evening,English/Amharic,Wrote summaries
Yohannes Tesfaye,A+,https://www.youtube.com/@khushipatel2574,Flashcards,8,Night,English/Amharic,Drew diagrams
Chala Asrat,A+,https://www.youtube.com/@greatlearning,Video Summaries,5,Afternoon,English/Amharic,Wrote summaries
Hagos Fentaw,A+,https://www.youtube.com/@npteliitguwahati8283,Group Study,14,Evening,English/Amharic,Joined online study groups
Selamawit Kebede,A+,https://www.youtube.com/@askitloud3168,Peer Teaching,5,Night,English/Amharic,Used Anki flashcards
Marta Girma,A,https://www.youtube.com/@cbcslteaching5656,Peer Teaching,17,Evening,English/Amharic,Color-coded notes
Kiros Lemma,A,https://www.youtube.com/@DigitalSreeni,Flashcards,11,Afternoon,English/Amharic,Focused on documentaries
Abel weldehawaryat,A+,https://www.youtube.com/@askitloud3168,Flashcards,13,Morning,English/Amharic,Timed simulations
Samuel Worku,A+,https://www.youtube.com/@firstprinciplesofcomputerv3258,Spaced Repetition,9,Afternoon,English/Amharic,Focused on documentaries
Kalkidan Asrat,A+,https://www.youtube.com/@krishnaik06,Practice Quizzes,7,Morning,English/Amharic,Wrote summaries
Mulat weldehawaryat,A+,https://www.youtube.com/@cbcslteaching5656,Practice Quizzes,9,Morning,English/Amharic,Joined online study groups
Zewditu Girma,A+,https://www.youtube.com/@Ekeeda,Self-Testing,17,Afternoon,English/Amharic,Timed simulations
Rahel weldehawaryat,A+,https://www.youtube.com/@khushipatel2574,Practice Quizzes,17,Afternoon,English/Amharic,Used Anki flashcards
Tsehay Worku,A+,https://www.coursera.org/learn/introduction-computer-vision-watson-opencv,Spaced Repetition,19,Evening,English/Amharic,Focused on documentaries
Kalkidan weldehawaryat,A,https://www.youtube.com/@GaneshEducationInfo,Practice Quizzes,10,Afternoon,English/Amharic,Color-coded notes
Dawit Fentaw,A,https://www.geeksforgeeks.org/computer-vision/,Spaced Repetition,8,Afternoon,English/Amharic,Analyzed case studies
Kassa Kebede,A+,https://www.youtube.com/@askitloud3168,Flashcards,15,Evening,English/Amharic,Used Anki flashcards
Sofia Getachew,A+,https://www.youtube.com/@DigitalSreeni,Spaced Repetition,10,Afternoon,English/Amharic,Practiced past exams
Atnafu Worku,A+,https://www.youtube.com/@cbcslteaching5656,Peer Teaching,16,Morning,English/Amharic,Focused on documentaries
Kassa Fentaw,A+,https://www.youtube.com/@Ekeeda,Flashcards,8,Evening,English/Amharic,Wrote summaries
Hagos Lemma,A+,https://www.geeksforgeeks.org/computer-vision/,Group Study,18,Afternoon,English/Amharic,Timed simulations
Kiros Worku,A+,https://www.youtube.com/@freecodecamp,Peer Teaching,8,Morning,English/Amharic,Wrote summaries
Girmay weldehawaryat,A+,https://www.coursera.org/learn/introduction-computer-vision-watson-opencv,Self-Testing,10,Evening,English/Amharic,Wrote summaries
Fikirte Asrat,A+,https://www.youtube.com/@5MinutesEngineering,Flashcards,9,Afternoon,English/Amharic,Practiced past exams
Tsehay Abebe,A+,https://www.youtube.com/@khushipatel2574,Flashcards,19,Morning,English/Amharic,Joined online study groups
Yohannes Shimuye,A+,https://www.youtube.com/@murtazasworkshop,Practice Quizzes,19,Night,English/Amharic,Timed simulations
Marta Asrat,A+,https://www.youtube.com/@GaneshEducationInfo,Mind Mapping,15,Afternoon,English/Amharic,Used Anki flashcards
Alem Hailu,A+,https://www.youtube.com/@GaneshEducationInfo,Peer Teaching,10,Morning,English/Amharic,Wrote summaries
Kiros Jenberu,A+,https://www.youtube.com/@freecodecamp,Video Summaries,14,Night,English/Amharic,Focused on documentaries
Senait Jenberu,A,https://www.youtube.com/@murtazasworkshop,Spaced Repetition,8,Afternoon,English/Amharic,Drew diagrams
Bethel weldehawaryat,A+,https://www.youtube.com/@askitloud3168,Case Studies,7,Evening,English/Amharic,Wrote summaries
Zewditu Jenberu,A,https://www.tutorialspoint.com/computer-vision/index.htm,Group Study,7,Afternoon,English/Amharic,Used Anki flashcards
Kalkidan Fentaw,A+,https://www.youtube.com/@npteliitguwahati8283,Video Summaries,16,Morning,English/Amharic,Focused on documentaries
Lidia Lemma,A+,https://www.youtube.com/@Ekeeda,Spaced Repetition,12,Morning,English/Amharic,Analyzed case studies
Driba Tesfaye,A,https://www.youtube.com/@DigitalSreeni,Practice Quizzes,18,Afternoon,English/Amharic,Used Anki flashcards
Tsehay Mekonnen,A+,https://www.youtube.com/@khushipatel2574,Spaced Repetition,13,Evening,English/Amharic,Color-coded notes
Mulugeta weldehawaryat,A,https://www.geeksforgeeks.org/computer-vision/,Flashcards,7,Evening,English/Amharic,Used Anki flashcards
Bethel Worku,A+,https://www.youtube.com/@firstprinciplesofcomputerv3258,Group Study,18,Night,English/Amharic,Wrote summaries
Jemal Asrat,A+,https://www.youtube.com/@cbcslteaching5656,Video Summaries,9,Afternoon,English/Amharic,Analyzed case studies
Kebede Mekonnen,A,https://www.youtube.com/@GaneshEducationInfo,Spaced Repetition,11,Morning,English/Amharic,Color-coded notes
Kebede Fentaw,A+,https://www.datacamp.com/blog/what-is-computer-vision,Mind Mapping,5,Evening,English/Amharic,Joined online study groups
Tigist Asrat,A,https://www.youtube.com/@npteliitguwahati8283,Practice Quizzes,11,Evening,English/Amharic,Practiced past exams
KedirTewodros Assefa,A+,https://www.youtube.com/@murtazasworkshop,Mind Mapping,9,Night,English/Amharic,Color-coded notes
Abiy Hailu,A,https://www.youtube.com/@DigitalSreeni,Group Study,15,Afternoon,English/Amharic,Analyzed case studies
Mihret Jenberu,A+,https://www.coursera.org/learn/introduction-computer-vision-watson-opencv,Self-Testing,12,Afternoon,English/Amharic,Timed simulations
Driba Zinabu,A,https://www.youtube.com/@freecodecamp,Peer Teaching,14,Afternoon,English/Amharic,Focused on documentaries
Tsehay Assefa,A,https://www.datacamp.com/blog/what-is-computer-vision,Flashcards,14,Night,English/Amharic,Timed simulations
Hagos Getachew,A+,https://www.youtube.com/@greatlearning,Case Studies,9,Afternoon,English/Amharic,Drew diagrams
Senait Lemma,A+,https://www.youtube.com/@npteliitguwahati8283,Self-Testing,9,Evening,English/Amharic,Used Anki flashcards
Marta Girma,A,https://www.youtube.com/@freecodecamp,Spaced Repetition,7,Morning,English/Amharic,Practiced past exams
Zelalem Asrat,A,https://www.youtube.com/@Ekeeda,Spaced Repetition,15,Evening,English/Amharic,Wrote summaries
Seyoum Getachew,A,https://www.youtube.com/@cbcslteaching5656,Group Study,5,Afternoon,English/Amharic,Practiced past exams
Mekonnen Fentaw,A+,https://www.youtube.com/@freecodecamp,Spaced Repetition,18,Evening,English/Amharic,Focused on documentaries
Yohannes Getachew,A,https://www.youtube.com/@murtazasworkshop,Group Study,5,Morning,English/Amharic,Timed simulations
Alem weldehawaryat,A+,https://www.youtube.com/@GaneshEducationInfo,Practice Quizzes,7,Afternoon,English/Amharic,Joined online study groups
Abebe Hailu,A+,https://www.youtube.com/@greatlearning,Mind Mapping,16,Evening,English/Amharic,Joined online study groups
Abebe Jenberu,A,https://www.youtube.com/@DigitalSreeni,Self-Testing,11,Morning,English/Amharic,Wrote summaries
Zewditu weldehawaryat,A+,https://www.coursera.org/learn/introduction-computer-vision-watson-opencv,Case Studies,9,Afternoon,English/Amharic,Drew diagrams
Frehiwot Mekonnen,A+,https://www.geeksforgeeks.org/computer-vision/,Self-Testing,17,Afternoon,English/Amharic,Analyzed case studies
Ephrem Amare,A,https://www.youtube.com/@GaneshEducationInfo,Self-Testing,7,Night,English/Amharic,Wrote summaries
Kidane Mekonnen,A+,https://www.youtube.com/@GaneshEducationInfo,Practice Quizzes,6,Evening,English/Amharic,Analyzed case studies
Ephrem Girma,A+,https://www.youtube.com/@firstprinciplesofcomputerv3258,Mind Mapping,7,Morning,English/Amharic,Wrote summaries
Marta Hailu,A+,https://www.coursera.org/learn/introduction-computer-vision-watson-opencv,Peer Teaching,17,Afternoon,English/Amharic,Timed simulations
Abel Mekonnen,A+,https://www.youtube.com/@campusx-official,Mind Mapping,11,Evening,English/Amharic,Focused on documentaries
Lidia Tadesse,A+,https://www.youtube.com/@firstprinciplesofcomputerv3258,Case Studies,18,Night,English/Amharic,Used Anki flashcards
Yared Hailu,A+,https://www.youtube.com/@krishnaik06,Self-Testing,14,Afternoon,English/Amharic,Timed simulations
Driba Assefa,A+,https://www.coursera.org/learn/introduction-computer-vision-watson-opencv,Practice Quizzes,17,Afternoon,English/Amharic,Wrote summaries
Lidia Mekonnen,A,https://www.youtube.com/@cbcslteaching5656,Self-Testing,5,Morning,English/Amharic,Timed simulations
Hana Jenberu,A,https://www.youtube.com/@Ekeeda,Flashcards,17,Morning,English/Amharic,Drew diagrams
Driba Girma,A+,https://www.youtube.com/@campusx-official,Mind Mapping,13,Evening,English/Amharic,Practiced past exams
Sofia weldehawaryat,A+,https://www.youtube.com/@campusx-official,Mind Mapping,13,Afternoon,English/Amharic,Timed simulations
Marta Tesfaye,A+,https://www.youtube.com/@cbcslteaching5656,Flashcards,10,Evening,English/Amharic,Analyzed case studies
Marta Zinabu,A+,https://www.coursera.org/learn/introduction-computer-vision-watson-opencv,Practice Quizzes,6,Afternoon,English/Amharic,Used Anki flashcards
Mulugeta Tesfaye,A+,https://www.youtube.com/@greatlearning,Group Study,17,Evening,English/Amharic,Timed simulations
Yohannes Kebede,A+,https://www.youtube.com/@npteliitguwahati8283,Self-Testing,12,Evening,English/Amharic,Timed simulations
Mohammed Getachew,A+,https://www.youtube.com/@murtazasworkshop,Group Study,13,Morning,English/Amharic,Focused on documentaries
Mulugeta Worku,A,https://www.youtube.com/@cbcslteaching5656,Mind Mapping,10,Morning,English/Amharic,Joined online study groups
Abel Jenberu,A,https://www.youtube.com/@campusx-official,Practice Quizzes,14,Evening,English/Amharic,Wrote summaries
Ruth Getachew,A+,https://www.youtube.com/@campusx-official,Spaced Repetition,10,Night,English/Amharic,Color-coded notes
Nahom weldehawaryat,A,https://www.tutorialspoint.com/computer-vision/index.htm,Self-Testing,17,Evening,English/Amharic,Timed simulations
Sewit Shimuye,A,https://www.youtube.com/@greatlearning,Case Studies,9,Evening,English/Amharic,Timed simulations
Zelalem Shimuye,A,https://www.youtube.com/@freecodecamp,Flashcards,18,Evening,English/Amharic,Focused on documentaries
Belay Getachew,A+,https://www.youtube.com/@krishnaik06,Case Studies,6,Night,English/Amharic,Used Anki flashcards
Fikirte Jenberu,A,https://www.youtube.com/@npteliitguwahati8283,Group Study,17,Evening,English/Amharic,Drew diagrams
Zewditu Amare,A+,https://www.youtube.com/@npteliitguwahati8283,Flashcards,17,Afternoon,English/Amharic,Practiced past exams
Tigist Kebede,A,https://www.coursera.org/learn/introduction-computer-vision-watson-opencv,Video Summaries,5,Afternoon,English/Amharic,Drew diagrams
Meklit Mekonnen,A+,https://www.geeksforgeeks.org/computer-vision/,Peer Teaching,15,Evening,English/Amharic,Practiced past exams
Eden Amare,A,https://www.youtube.com/@askitloud3168,Video Summaries,19,Evening,English/Amharic,Color-coded notes
Samuel Getachew,A,https://www.youtube.com/@Ekeeda,Spaced Repetition,7,Morning,English/Amharic,Timed simulations
Driba Worku,A+,https://www.youtube.com/@freecodecamp,Peer Teaching,6,Evening,English/Amharic,Practiced past exams
Mulat Asrat,A,https://www.coursera.org/learn/introduction-computer-vision-watson-opencv,Group Study,16,Morning,English/Amharic,Joined online study groups
Mekonnen Seid,A+,https://www.youtube.com/@greatlearning,Practice Quizzes,13,Morning,English/Amharic,Color-coded notes
Meklit Lemma,A,https://www.youtube.com/@firstprinciplesofcomputerv3258,Spaced Repetition,13,Night,English/Amharic,Focused on documentaries
Hana Hailu,A+,https://www.youtube.com/@khushipatel2574,Self-Testing,5,Morning,English/Amharic,Joined online study groups
