Name,Grade,Gender,Recommended Channel/Link,Learning Strategy,Study Hours Per Week,Preferred Study Time,Language of Instruction,Additional Notes
Girmay Worku,A+,Male,https://www.youtube.com/@RozSez2001,Practice Quizzes,14,Morning,English/Amharic,Joined online study groups
Yohannes Getachew,A,Male,https://www.geeksforgeeks.org/web-development/,Video Summaries,9,Morning,English/Amharic,Used Anki flashcards
Yemesrach Lemma,A,Female,https://www.youtube.com/@ApnaCollegeOfficial,Group Study,11,Morning,English/Amharic,Analyzed case studies
Selamawit Fentaw,A,Male,https://www.youtube.com/@ApnaCollegeOfficial,Group Study,19,Afternoon,English/Amharic,Focused on documentaries
Tsehay Asrat,A+,Female,https://www.youtube.com/@TraversyMedia,Spaced Repetition,18,Night,English/Amharic,Drew diagrams
Tewodros Worku,A+,Female,https://www.youtube.com/@cs50,Flashcards,10,Afternoon,English/Amharic,Drew diagrams
Dawit Fentaw,A,Female,https://www.youtube.com/@programmingwithmosh,Spaced Repetition,14,Afternoon,English/Amharic,Drew diagrams
Temesgen Asrat,A+,Male,https://www.youtube.com/@DennisIvy,Practice Quizzes,5,Afternoon,English/Amharic,Focused on documentaries
Abel Assefa,A,Female,https://www.youtube.com/@TheCoderCoder,Group Study,6,Night,English/Amharic,Used Anki flashcards
Temesgen Zinabu,A+,Male,https://web.dev/learn,Group Study,10,Evening,English/Amharic,Color-coded notes
Kiros Jenberu,A+,Female,https://www.youtube.com/@RozSez2001,Mind Mapping,18,Morning,English/Amharic,Wrote summaries
Kalkidan Zinabu,A,Male,https://www.youtube.com/@cs50,Spaced Repetition,12,Night,English/Amharic,Drew diagrams
Mihret weldehawaryat,A+,Male,https://www.w3schools.com/,Practice Quizzes,9,Morning,English/Amharic,Joined online study groups
Mulat Girma,A+,Female,https://www.youtube.com/@freecodecamp,Self-Testing,6,Night,English/Amharic,Wrote summaries
Abebe weldehawaryat,A,Male,https://www.geeksforgeeks.org/web-development/,Video Summaries,5,Evening,English/Amharic,Used Anki flashcards
Bethel Jenberu,A+,Male,https://www.youtube.com/@TheCoderCoder,Flashcards,12,Night,English/Amharic,Color-coded notes
Abebe Fentaw,A+,Male,https://www.youtube.com/@SuperSimpleDev,Practice Quizzes,12,Afternoon,English/Amharic,Practiced past exams
Rahel Worku,A+,Female,https://www.w3schools.com/,Case Studies,15,Night,English/Amharic,Drew diagrams
Bela Assefa,A+,Male,https://www.w3schools.com/,Peer Teaching,10,Afternoon,English/Amharic,Joined online study groups
Abel Abebe,A,Male,https://web.dev/learn,Peer Teaching,17,Night,English/Amharic,Practiced past exams
Rahel weldehawaryat,A,Male,https://www.youtube.com/@ApnaCollegeOfficial,Mind Mapping,15,Evening,English/Amharic,Color-coded notes
Fikirte Kebede,A+,Male,https://www.youtube.com/@learncodeacademy,Peer Teaching,15,Afternoon,English/Amharic,Wrote summaries
Alem Lemma,A+,Male,https://www.youtube.com/@LearnwithW3Schools,Group Study,18,Afternoon,English/Amharic,Timed simulations
Bela Worku,A+,Male,https://www.youtube.com/@RozSez2001,Peer Teaching,8,Morning,English/Amharic,Wrote summaries
Temesgen weldehawaryat,A+,Male,https://www.youtube.com/@RozSez2001,Self-Testing,10,Evening,English/Amharic,Wrote summaries
Jemal Asrat,A+,Female,https://www.youtube.com/@learncodeacademy,Flashcards,14,Afternoon,English/Amharic,Practiced past exams
Marta Abebe,A+,Male,https://www.youtube.com/@cs50,Group Study,19,Morning,English/Amharic,Timed simulations
Eden Shimuye,A+,Male,https://www.youtube.com/@LearnwithW3Schools,Self-Testing,7,Evening,English/Amharic,Practiced past exams
Bethel Asrat,A+,Male,https://www.youtube.com/@TheCoderCoder,Mind Mapping,15,Morning,English/Amharic,Color-coded notes
Kassa Amare,A,Male,https://www.youtube.com/@Broklymaster,Spaced Repetition,5,Morning,English/Amharic,Drew diagrams
Yared Mekonnen,A+,Male,https://www.youtube.com/@programmingwithmosh,Peer Teaching,13,Morning,English/Amharic,Practiced past exams
Yemesrach weldehawaryat,A+,Male,https://developer.mozilla.org/en-US/docs/Learn_web_development,Case Studies,7,Evening,English/Amharic,Wrote summaries
Mulat Jenberu,A,Female,https://developer.mozilla.org/en-US/docs/Learn_web_development,Group Study,7,Afternoon,English/Amharic,Used Anki flashcards
Ephrem Fentaw,A+,Female,https://www.youtube.com/@TraversyMedia,Spaced Repetition,6,Afternoon,English/Amharic,Drew diagrams
Dawit Abebe,A,Male,https://www.youtube.com/@SuperSimpleDev,Practice Quizzes,14,Afternoon,English/Amharic,Color-coded notes
Zelalem Getachew,A+,Male,https://www.youtube.com/@SuperSimpleDev,Mind Mapping,11,Morning,English/Amharic,Wrote summaries
Meklit Tesfaye,A,Male,https://web.dev/learn,Group Study,10,Morning,English/Amharic,Joined online study groups
Selamawit Fentaw,A+,Male,https://www.youtube.com/@Broklymaster,Mind Mapping,7,Night,English/Amharic,Wrote summaries
Ephrem Girma,A+,Female,https://www.youtube.com/@ApnaCollegeOfficial,Flashcards,10,Morning,English/Amharic,Analyzed case studies
Sewit Mekonnen,A,Male,https://www.youtube.com/@programmingwithmosh,Case Studies,9,Evening,English/Amharic,Color-coded notes
Fikirte Mekonnen,A+,Male,https://www.youtube.com/@learncodeacademy,Peer Teaching,15,Afternoon,English/Amharic,Focused on documentaries
Selamawit Hailu,A+,Male,https://www.youtube.com/@TraversyMedia,Self-Testing,6,Morning,English/Amharic,Color-coded notes
Yemesrach Hailu,A,Female,https://www.w3schools.com/,Group Study,15,Afternoon,English/Amharic,Analyzed case studies
Seyoum Jenberu,A+,Male,https://www.w3schools.com/,Self-Testing,12,Afternoon,English/Amharic,Timed simulations
Abebe Zinabu,A,Male,https://www.w3schools.com/,Peer Teaching,14,Afternoon,English/Amharic,Focused on documentaries
Marta Assefa,A,Female,https://developer.mozilla.org/en-US/docs/Learn_web_development,Flashcards,14,Night,English/Amharic,Timed simulations
Alem Getachew,A+,Male,https://www.youtube.com/@TraversyMedia,Case Studies,9,Afternoon,English/Amharic,Drew diagrams
Mulugeta Lemma,A+,Female,https://www.youtube.com/@RozSez2001,Self-Testing,9,Evening,English/Amharic,Used Anki flashcards
Yared Girma,A,Female,https://www.youtube.com/@TraversyMedia,Spaced Repetition,7,Morning,English/Amharic,Practiced past exams
Yared Asrat,A,Female,https://www.youtube.com/@ApnaCollegeOfficial,Spaced Repetition,15,Evening,English/Amharic,Wrote summaries
Ruth Getachew,A,Female,https://www.youtube.com/@TraversyMedia,Video Summaries,9,Night,English/Amharic,Used Anki flashcards
Fikirte Worku,A,Male,https://www.youtube.com/@ApnaCollegeOfficial,Spaced Repetition,18,Evening,English/Amharic,Focused on documentaries
Eden Getachew,A,Male,https://www.youtube.com/@Broklymaster,Spaced Repetition,5,Morning,English/Amharic,Wrote summaries
Mekonnen Amare,A,Female,https://www.youtube.com/@learncodeacademy,Practice Quizzes,18,Afternoon,English/Amharic,Focused on documentaries
Hana Fentaw,A,Male,https://www.youtube.com/@DennisIvy,Spaced Repetition,17,Morning,English/Amharic,Timed simulations
Abiy Hailu,A+,Female,https://www.youtube.com/@cs50,Group Study,19,Morning,English/Amharic,Used Anki flashcards
Marta Assefa,A+,Female,https://www.youtube.com/@Broklymaster,Self-Testing,6,Morning,English/Amharic,Timed simulations
Kidane Worku,A,Female,https://www.youtube.com/@SuperSimpleDev,Spaced Repetition,11,Afternoon,English/Amharic,Joined online study groups
Yemesrach Amare,A,Male,https://www.youtube.com/@SuperSimpleDev,Self-Testing,7,Night,English/Amharic,Wrote summaries
Marta Mekonnen,A+,Female,https://www.youtube.com/@SuperSimpleDev,Practice Quizzes,6,Evening,English/Amharic,Analyzed case studies
Tigist Girma,A+,Male,https://www.youtube.com/@RozSez2001,Mind Mapping,7,Morning,English/Amharic,Wrote summaries
Yared Hailu,A+,Female,https://www.youtube.com/@programmingwithmosh,Peer Teaching,17,Afternoon,English/Amharic,Timed simulations
Nahom Mekonnen,A+,Male,https://www.youtube.com/@LearnwithW3Schools,Mind Mapping,11,Evening,English/Amharic,Focused on documentaries
Kiros Tadesse,A+,Female,https://developer.mozilla.org/en-US/docs/Learn_web_development,Practice Quizzes,15,Evening,English/Amharic,Practiced past exams
Mihret Jenberu,A+,Male,https://www.youtube.com/@RozSez2001,Self-Testing,12,Night,English/Amharic,Timed simulations
Abel Amare,A+,Male,https://www.w3schools.com/,Spaced Repetition,7,Morning,English/Amharic,Wrote summaries
Kiros Mekonnen,A,Female,https://www.youtube.com/@learncodeacademy,Self-Testing,5,Morning,English/Amharic,Timed simulations
Rahel Jenberu,A,Female,https://www.youtube.com/@RozSez2001,Flashcards,17,Morning,English/Amharic,Drew diagrams
Abebe Girma,A+,Female,https://www.geeksforgeeks.org/web-development/,Mind Mapping,13,Evening,English/Amharic,Practiced past exams
Dawit weldehawaryat,A+,Male,https://www.youtube.com/@TraversyMedia,Flashcards,7,Morning,English/Amharic,Focused on documentaries
Yared Zinabu,A,Male,https://www.youtube.com/@Broklymaster,Video Summaries,9,Morning,English/Amharic,Drew diagrams
Abiy Jenberu,A+,Female,https://www.youtube.com/@LearnwithW3Schools,Spaced Repetition,17,Evening,English/Amharic,Color-coded notes
Senait Jenberu,A,Female,https://www.youtube.com/@cs50,Video Summaries,17,Night,English/Amharic,Timed simulations
Eden Kebede,A+,Female,https://www.youtube.com/@DennisIvy,Self-Testing,12,Evening,English/Amharic,Timed simulations
Selamawit Getachew,A+,Male,https://web.dev/learn,Group Study,13,Morning,English/Amharic,Focused on documentaries
Kassa Worku,A,Male,https://www.youtube.com/@learncodeacademy,Mind Mapping,10,Morning,English/Amharic,Joined online study groups
Nahom Jenberu,A,Male,https://developer.mozilla.org/en-US/docs/Learn_web_development,Practice Quizzes,14,Evening,English/Amharic,Wrote summaries
Atnafu Getachew,A+,Male,https://www.geeksforgeeks.org/web-development/,Spaced Repetition,10,Night,English/Amharic,Color-coded notes
Zewditu weldehawaryat,A,Male,https://www.youtube.com/@DennisIvy,Self-Testing,17,Evening,English/Amharic,Timed simulations
Mekonnen Kebede,A+,Female,https://www.youtube.com/@RozSez2001,Case Studies,9,Evening,English/Amharic,Timed simulations
Genet Shimuye,A,Male,https://www.youtube.com/@learncodeacademy,Case Studies,19,Afternoon,English/Amharic,Practiced past exams
Tewodros Girma,A+,Female,https://www.youtube.com/@SuperSimpleDev,Mind Mapping,17,Afternoon,English/Amharic,Used Anki flashcards
Jemal Jenberu,A,Female,https://www.youtube.com/@RozSez2001,Group Study,17,Evening,English/Amharic,Drew diagrams
Mulat Amare,A+,Female,https://www.youtube.com/@TheCoderCoder,Flashcards,17,Afternoon,English/Amharic,Practiced past exams
Tsehay Kebede,A,Male,https://developer.mozilla.org/en-US/docs/Learn_web_development,Spaced Repetition,16,Afternoon,English/Amharic,Used Anki flashcards
Abel Abebe,A,Female,https://www.youtube.com/@DennisIvy,Mind Mapping,6,Afternoon,English/Amharic,Practiced past exams
Ruth Hailu,A,Male,https://www.youtube.com/@programmingwithmosh,Video Summaries,19,Evening,English/Amharic,Color-coded notes
Kalkidan Getachew,A,Male,https://www.youtube.com/@ApnaCollegeOfficial,Spaced Repetition,7,Morning,English/Amharic,Timed simulations
Abebe Worku,A+,Male,https://www.youtube.com/@DennisIvy,Peer Teaching,6,Evening,English/Amharic,Practiced past exams
Yemesrach Asrat,A,Male,https://www.w3schools.com/,Group Study,16,Morning,English/Amharic,Joined online study groups
Abiy Seid,A+,Female,https://www.youtube.com/@TraversyMedia,Practice Quizzes,13,Morning,English/Amharic,Color-coded notes
Meklit Lemma,A,Male,https://www.youtube.com/@cs50,Spaced Repetition,13,Night,English/Amharic,Focused on documentaries
Rahel Hailu,A+,Female,https://www.youtube.com/@RozSez2001,Self-Testing,5,Morning,English/Amharic,Joined online study groups
Samuel Worku,A+,Female,https://www.youtube.com/@ApnaCollegeOfficial,Case Studies,7,Morning,English/Amharic,Joined online study groups
Kassa Tesfaye,A,Male,https://www.youtube.com/@freecodecamp,Case Studies,5,Afternoon,English/Amharic,Practiced past exams
Fikirte Zinabu,A,Male,https://www.youtube.com/@RozSez2001,Video Summaries,10,Morning,English/Amharic,Joined online study groups
Tewodros weldehawaryat,A,Male,https://www.youtube.com/@programmingwithmosh,Group Study,9,Afternoon,English/Amharic,Focused on documentaries
Zelalem Worku,A+,Female,https://www.youtube.com/@DennisIvy,Self-Testing,5,Night,English/Amharic,Drew diagrams
Jemal weldehawaryat,A+,Male,https://www.youtube.com/@Broklymaster,Self-Testing,5,Night,English/Amharic,Timed simulations
Zelalem Worku,A+,Female,https://www.youtube.com/@RozSez2001,Peer Teaching,5,Afternoon,English/Amharic,Wrote summaries
