Name,Grade,Recommended Channel/Link,Learning Strategy,Study Hours Per Week,Preferred Study Time,Language of Instruction,Additional Notes
Meklit Worku,A,https://www.youtube.com/@DWIVEDIGUIDANCE,Self-Testing,12,Morning,English/Amharic,Joined online study groups
Meklit Seid,A+,https://www.youtube.com/@HBSOnline,Video Summaries,17,Evening,English/Amharic,Color-coded notes
Eden Seid,A,https://www.youtube.com/@DWIVEDIGUIDANCE,Self-Testing,17,Afternoon,English/Amharic,Joined online study groups
Mekonnen Jenberu,A,https://www.youtube.com/@ethicscentre,Flashcards,16,Night,English/Amharic,Joined online study groups
Driba Kebede,A,https://www.youtube.com/@HBSOnline,Case Studies,14,Afternoon,English/Amharic,Drew diagrams
KedirTewodros Kebede,A,https://www.youtube.com/@cmguideorg,Practice Quizzes,14,Night,English/Amharic,Used Anki flashcards
KedirTewodros Tadesse,A,https://www.youtube.com/@ArcherReview,Case Studies,6,Morning,English/Amharic,Practiced past exams
Mulugeta Hailu,A,https://www.youtube.com/@GlobalEthicsSolutions,Spaced Repetition,17,Evening,English/Amharic,Joined online study groups
Eden Tesfaye,A+,https://www.youtube.com/@ArcherReview,Mind Mapping,17,Evening,English/Amharic,Focused on documentaries
Seyoum Jenberu,A+,https://www.youtube.com/@cmguideorg,Mind Mapping,7,Morning,English/Amharic,Analyzed case studies
Sofia Mekonnen,A+,https://www.youtube.com/@ArcherReview,Peer Teaching,13,Morning,English/Amharic,Timed simulations
Belay Shimuye,A+,https://www.youtube.com/@ArcherReview,Practice Quizzes,5,Evening,English/Amharic,Practiced past exams
Rahel Jenberu,A+,https://www.youtube.com/@ArcherReview,Case Studies,18,Night,English/Amharic,Joined online study groups
Eden Jenberu,A+,https://www.youtube.com/@c.r.e.1433,Self-Testing,7,Morning,English/Amharic,Used Anki flashcards
Marta Seid,A,https://www.youtube.com/@TheFederalistSociety,Practice Quizzes,5,Night,English/Amharic,Timed simulations
Zewditu Hailu,A,https://www.youtube.com/@ethicscentre,Practice Quizzes,14,Evening,English/Amharic,Joined online study groups
KedirTewodros Tesfaye,A+,https://www.youtube.com/@ethicscentre,Flashcards,8,Morning,English/Amharic,Analyzed case studies
Nahom Amare,A,https://www.youtube.com/@cmguideorg,Case Studies,18,Evening,English/Amharic,Joined online study groups
Seyoum Asrat,A+,https://www.youtube.com/@LearningwithDrAnandVyas,Spaced Repetition,17,Afternoon,English/Amharic,Analyzed case studies
Jemal Tadesse,A,https://www.youtube.com/@LearningwithDrAnandVyas,Mind Mapping,15,Afternoon,English/Amharic,Focused on documentaries
KedirTewodros Assefa,A,https://www.youtube.com/@ArcherReview,Spaced Repetition,10,Night,English/Amharic,Used Anki flashcards
Dawit Tadesse,A+,https://www.youtube.com/@DWIVEDIGUIDANCE,Practice Quizzes,17,Night,English/Amharic,Drew diagrams
Driba Shimuye,A+,https://www.youtube.com/@c.r.e.1433,Practice Quizzes,17,Morning,English/Amharic,Focused on documentaries
Bethel weldehawaryat,A,https://www.youtube.com/@LearningwithDrAnandVyas,Case Studies,5,Evening,English/Amharic,Timed simulations
Marta Abebe,A,https://www.youtube.com/@DWIVEDIGUIDANCE,Flashcards,10,Morning,English/Amharic,Joined online study groups
Belay Tesfaye,A+,https://www.youtube.com/@LearningwithDrAnandVyas,Mind Mapping,19,Morning,English/Amharic,Used Anki flashcards
Kalkidan Worku,A+,https://www.youtube.com/@HBSOnline,Video Summaries,10,Evening,English/Amharic,Analyzed case studies
Samuel Hailu,A+,https://www.youtube.com/@ArcherReview,Video Summaries,16,Night,English/Amharic,Joined online study groups
Frehiwot Kebede,A+,https://www.youtube.com/@cmguideorg,Mind Mapping,16,Night,English/Amharic,Joined online study groups
Fikirte Kebede,A+,https://www.youtube.com/@DWIVEDIGUIDANCE,Spaced Repetition,13,Morning,English/Amharic,Joined online study groups
Tigist Tadesse,A+,https://www.youtube.com/@DrK1957,Video Summaries,6,Evening,English/Amharic,Joined online study groups
Mekonnen Getachew,A,https://www.youtube.com/@Alanisbusinessacademy,Flashcards,11,Night,English/Amharic,Used Anki flashcards
Meklit Mekonnen,A+,https://www.youtube.com/@GlobalEthicsSolutions,Flashcards,14,Evening,English/Amharic,Timed simulations
Mulat Jenberu,A+,https://www.youtube.com/@Alanisbusinessacademy,Self-Testing,7,Evening,English/Amharic,Used Anki flashcards
Senait Seid,A,https://www.youtube.com/@GlobalEthicsSolutions,Flashcards,19,Morning,English/Amharic,Drew diagrams
Mohammed Assefa,A+,https://www.youtube.com/@cmguideorg,Practice Quizzes,5,Morning,English/Amharic,Timed simulations
Jemal Abebe,A+,https://www.youtube.com/@ethicscentre,Spaced Repetition,5,Night,English/Amharic,Focused on documentaries
Bethel weldehawaryat,A,https://www.youtube.com/@cmguideorg,Mind Mapping,10,Afternoon,English/Amharic,Color-coded notes
Kidane Hailu,A+,https://www.youtube.com/@HBSOnline,Self-Testing,5,Night,English/Amharic,Analyzed case studies
Hana Assefa,A+,https://www.youtube.com/@Alanisbusinessacademy,Practice Quizzes,11,Afternoon,English/Amharic,Focused on documentaries
Hagos Mekonnen,A+,https://www.youtube.com/@TheFederalistSociety,Practice Quizzes,19,Afternoon,English/Amharic,Practiced past exams
Hagos Abebe,A+,https://www.youtube.com/@c.r.e.1433,Practice Quizzes,5,Morning,English/Amharic,Practiced past exams
Birtukan Jenberu,A+,https://www.youtube.com/@ethicscentre,Group Study,9,Afternoon,English/Amharic,Drew diagrams
Sewit Getachew,A,https://www.youtube.com/@TheFederalistSociety,Practice Quizzes,19,Morning,English/Amharic,Analyzed case studies
Nahom Asrat,A,https://www.youtube.com/@ArcherReview,Peer Teaching,12,Night,English/Amharic,Wrote summaries
Yemesrach Tesfaye,A+,https://www.youtube.com/@TheFederalistSociety,Mind Mapping,17,Afternoon,English/Amharic,Color-coded notes
Zewditu Assefa,A,https://www.youtube.com/@cmguideorg,Video Summaries,9,Afternoon,English/Amharic,Used Anki flashcards
KedirTewodros Zinabu,A,https://www.youtube.com/@Alanisbusinessacademy,Spaced Repetition,18,Afternoon,English/Amharic,Timed simulations
Marta Worku,A+,https://www.youtube.com/@ArcherReview,Spaced Repetition,14,Night,English/Amharic,Used Anki flashcards
Frehiwot Jenberu,A+,https://www.youtube.com/@ethicscentre,Group Study,10,Afternoon,English/Amharic,Analyzed case studies
Kalkidan Getachew,A+,https://www.youtube.com/@TheFederalistSociety,Group Study,7,Evening,English/Amharic,Color-coded notes
Mekonnen Girma,A+,https://www.youtube.com/@Alanisbusinessacademy,Video Summaries,7,Evening,English/Amharic,Timed simulations
Girmay Shimuye,A+,https://www.youtube.com/@GlobalEthicsSolutions,Case Studies,10,Afternoon,English/Amharic,Timed simulations
Ephrem Tadesse,A+,https://www.youtube.com/@ethicscentre,Practice Quizzes,13,Morning,English/Amharic,Focused on documentaries
Mekonnen Kebede,A+,https://www.youtube.com/@Alanisbusinessacademy,Group Study,12,Morning,English/Amharic,Color-coded notes
Temesgen Zinabu,A,https://www.youtube.com/@ethicscentre,Mind Mapping,15,Night,English/Amharic,Drew diagrams
Girmay Abebe,A,https://www.youtube.com/@HBSOnline,Video Summaries,10,Evening,English/Amharic,Practiced past exams
Lidia Asrat,A,https://www.youtube.com/@ArcherReview,Case Studies,13,Evening,English/Amharic,Color-coded notes
Zelalem weldehawaryat,A+,https://www.youtube.com/@ArcherReview,Video Summaries,6,Night,English/Amharic,Practiced past exams
Hana Lemma,A+,https://www.youtube.com/@ArcherReview,Video Summaries,7,Afternoon,English/Amharic,Timed simulations
Chala Worku,A+,https://www.youtube.com/@cmguideorg,Practice Quizzes,17,Night,English/Amharic,Joined online study groups
Selamawit Kebede,A+,https://www.youtube.com/@GlobalEthicsSolutions,Peer Teaching,5,Night,English/Amharic,Used Anki flashcards
Marta Girma,A,https://www.youtube.com/@HBSOnline,Peer Teaching,17,Evening,English/Amharic,Color-coded notes
Kiros Lemma,A,https://www.youtube.com/@cmguideorg,Flashcards,11,Afternoon,English/Amharic,Focused on documentaries
Abel weldehawaryat,A+,https://www.youtube.com/@GlobalEthicsSolutions,Flashcards,13,Morning,English/Amharic,Timed simulations
Samuel Worku,A+,https://www.youtube.com/@c.r.e.1433,Practice Quizzes,18,Evening,English/Amharic,Used Anki flashcards
KedirTewodros Hailu,A+,https://www.youtube.com/@HBSOnline,Group Study,15,Morning,English/Amharic,Focused on documentaries
Eden Tesfaye,A,https://www.youtube.com/@ArcherReview,Video Summaries,16,Night,English/Amharic,Wrote summaries
Samuel Zinabu,A+,https://www.youtube.com/@DrK1957,Flashcards,9,Morning,English/Amharic,Color-coded notes
Kalkidan Kebede,A,https://www.youtube.com/@cmguideorg,Self-Testing,6,Night,English/Amharic,Wrote summaries
Driba weldehawaryat,A,https://www.youtube.com/@DrK1957,Video Summaries,5,Evening,English/Amharic,Used Anki flashcards
Yemesrach Jenberu,A+,https://www.youtube.com/@c.r.e.1433,Mind Mapping,18,Morning,English/Amharic,Wrote summaries
Ruth Fentaw,A+,https://www.youtube.com/@DWIVEDIGUIDANCE,Video Summaries,7,Evening,English/Amharic,Color-coded notes
Frehiwot Shimuye,A,https://www.youtube.com/@GlobalEthicsSolutions,Peer Teaching,18,Evening,English/Amharic,Practiced past exams
Yared Lemma,A+,https://www.youtube.com/@HBSOnline,Case Studies,5,Afternoon,English/Amharic,Practiced past exams
Mulat Getachew,A+,https://www.youtube.com/@TheFederalistSociety,Spaced Repetition,10,Afternoon,English/Amharic,Practiced past exams
Atnafu Worku,A+,https://www.youtube.com/@HBSOnline,Peer Teaching,16,Morning,English/Amharic,Focused on documentaries
Kassa Fentaw,A+,https://www.youtube.com/@ethicscentre,Flashcards,8,Evening,English/Amharic,Wrote summaries
Hagos Lemma,A+,https://www.youtube.com/@cmguideorg,Group Study,18,Afternoon,English/Amharic,Timed simulations
Kiros Worku,A+,https://www.youtube.com/@TheFederalistSociety,Peer Teaching,8,Morning,English/Amharic,Wrote summaries
Girmay weldehawaryat,A+,https://www.youtube.com/@GlobalEthicsSolutions,Self-Testing,10,Evening,English/Amharic,Wrote summaries
Fikirte Asrat,A+,https://www.youtube.com/@HBSOnline,Flashcards,14,Afternoon,English/Amharic,Practiced past exams
Tsehay Abebe,A+,https://www.youtube.com/@c.r.e.1433,Practice Quizzes,12,Evening,English/Amharic,Joined online study groups
Mekonnen Zinabu,A+,https://www.youtube.com/@cmguideorg,Peer Teaching,13,Morning,English/Amharic,Timed simulations
Seyoum Asrat,A+,https://www.youtube.com/@c.r.e.1433,Mind Mapping,15,Afternoon,English/Amharic,Used Anki flashcards
Alem Hailu,A+,https://www.youtube.com/@DWIVEDIGUIDANCE,Group Study,13,Evening,English/Amharic,Practiced past exams
Selamawit Abebe,A,https://www.youtube.com/@TheFederalistSociety,Video Summaries,14,Night,English/Amharic,Focused on documentaries
Senait Jenberu,A,https://www.youtube.com/@ethicscentre,Self-Testing,5,Night,English/Amharic,Drew diagrams
Mulat weldehawaryat,A+,https://www.youtube.com/@GlobalEthicsSolutions,Case Studies,7,Evening,English/Amharic,Wrote summaries
Zewditu Jenberu,A,https://www.youtube.com/@ArcherReview,Practice Quizzes,6,Morning,English/Amharic,Color-coded notes
Mekonnen Mekonnen,A+,https://www.youtube.com/@GlobalEthicsSolutions,Mind Mapping,18,Afternoon,English/Amharic,Color-coded notes
Sofia Abebe,A,https://www.youtube.com/@c.r.e.1433,Case Studies,7,Night,English/Amharic,Color-coded notes
Jemal Getachew,A+,https://www.youtube.com/@c.r.e.1433,Case Studies,16,Night,English/Amharic,Focused on documentaries
Dawit weldehawaryat,A,https://www.youtube.com/@c.r.e.1433,Practice Quizzes,12,Evening,English/Amharic,Wrote summaries
Mekonnen Assefa,A,https://www.youtube.com/@GlobalEthicsSolutions,Group Study,6,Evening,English/Amharic,Wrote summaries
Kalkidan Girma,A+,https://www.youtube.com/@ethicscentre,Peer Teaching,9,Afternoon,English/Amharic,Joined online study groups
Kalkidan Seid,A,https://www.youtube.com/@cmguideorg,Case Studies,5,Evening,English/Amharic,Joined online study groups
Zewditu Seid,A,https://www.youtube.com/@ethicscentre,Mind Mapping,6,Morning,English/Amharic,Joined online study groups
Tigist Asrat,A,https://www.youtube.com/@Alanisbusinessacademy,Practice Quizzes,11,Evening,English/Amharic,Practiced past exams
KedirTewodros Assefa,A+,https://www.youtube.com/@LearningwithDrAnandVyas,Mind Mapping,9,Night,English/Amharic,Color-coded notes
Abiy Hailu,A,https://www.youtube.com/@cmguideorg,Group Study,15,Afternoon,English/Amharic,Analyzed case studies
Mihret Jenberu,A+,https://www.youtube.com/@GlobalEthicsSolutions,Self-Testing,12,Afternoon,English/Amharic,Timed simulations
Driba Zinabu,A,https://www.youtube.com/@TheFederalistSociety,Peer Teaching,14,Afternoon,English/Amharic,Focused on documentaries
Tsehay Assefa,A,https://www.youtube.com/@Alanisbusinessacademy,Flashcards,14,Night,English/Amharic,Timed simulations
Hagos Getachew,A+,https://www.youtube.com/@LearningwithDrAnandVyas,Video Summaries,14,Night,English/Amharic,Analyzed case studies
Sewit Shimuye,A,https://www.youtube.com/@TheFederalistSociety,Self-Testing,19,Afternoon,English/Amharic,Wrote summaries
Genet Hailu,A+,https://www.youtube.com/@HBSOnline,Case Studies,14,Morning,English/Amharic,Used Anki flashcards
Marta Girma,A,https://www.youtube.com/@DWIVEDIGUIDANCE,Spaced Repetition,7,Morning,English/Amharic,Practiced past exams
Zelalem Asrat,A,https://www.youtube.com/@ethicscentre,Spaced Repetition,15,Evening,English/Amharic,Wrote summaries
Seyoum Getachew,A,https://www.youtube.com/@ArcherReview,Video Summaries,10,Morning,English/Amharic,Wrote summaries
Kiros Kebede,A+,https://www.youtube.com/@DrK1957,Practice Quizzes,8,Evening,English/Amharic,Used Anki flashcards
Atnafu Asrat,A,https://www.youtube.com/@cmguideorg,Mind Mapping,9,Morning,English/Amharic,Timed simulations
Ruth Jenberu,A+,https://www.youtube.com/@TheFederalistSociety,Group Study,14,Morning,English/Amharic,Analyzed case studies
Seyoum Tesfaye,A,https://www.youtube.com/@DrK1957,Video Summaries,6,Night,English/Amharic,Color-coded notes
Girmay Hailu,A+,https://www.youtube.com/@GlobalEthicsSolutions,Spaced Repetition,14,Morning,English/Amharic,Analyzed case studies
Marta Worku,A,https://www.youtube.com/@ArcherReview,Practice Quizzes,12,Evening,English/Amharic,Joined online study groups
Ephrem Assefa,A+,https://www.youtube.com/@DWIVEDIGUIDANCE,Group Study,13,Afternoon,English/Amharic,Timed simulations
Eden Worku,A+,https://www.youtube.com/@LearningwithDrAnandVyas,Case Studies,5,Evening,English/Amharic,Joined online study groups
Mulat Amare,A,https://www.youtube.com/@HBSOnline,Case Studies,13,Evening,English/Amharic,Wrote summaries
Kidane Mekonnen,A+,https://www.youtube.com/@ethicscentre,Case Studies,7,Afternoon,English/Amharic,Analyzed case studies
Ephrem Girma,A+,https://www.youtube.com/@DrK1957,Mind Mapping,7,Morning,English/Amharic,Wrote summaries
Marta Hailu,A+,https://www.youtube.com/@ArcherReview,Spaced Repetition,8,Morning,English/Amharic,Drew diagrams
Yemesrach Tadesse,A+,https://www.youtube.com/@cmguideorg,Mind Mapping,11,Evening,English/Amharic,Focused on documentaries
Lidia Tadesse,A+,https://www.youtube.com/@DrK1957,Case Studies,18,Night,English/Amharic,Used Anki flashcards
Yared Hailu,A+,https://www.youtube.com/@ArcherReview,Self-Testing,14,Afternoon,English/Amharic,Timed simulations
Driba Assefa,A+,https://www.youtube.com/@GlobalEthicsSolutions,Practice Quizzes,17,Afternoon,English/Amharic,Wrote summaries
Lidia Mekonnen,A,https://www.youtube.com/@HBSOnline,Self-Testing,5,Morning,English/Amharic,Timed simulations
Hana Jenberu,A,https://www.youtube.com/@ethicscentre,Flashcards,17,Morning,English/Amharic,Drew diagrams
Driba Girma,A+,https://www.youtube.com/@Alanisbusinessacademy,Self-Testing,11,Night,English/Amharic,Practiced past exams
Frehiwot Fentaw,A+,https://www.youtube.com/@cmguideorg,Mind Mapping,13,Afternoon,English/Amharic,Timed simulations
Marta Tesfaye,A+,https://www.youtube.com/@HBSOnline,Flashcards,10,Evening,English/Amharic,Analyzed case studies
Marta Zinabu,A+,https://www.youtube.com/@cmguideorg,Spaced Repetition,17,Evening,English/Amharic,Color-coded notes
Kidane Mekonnen,A+,https://www.youtube.com/@ArcherReview,Practice Quizzes,7,Afternoon,English/Amharic,Wrote summaries
Mekonnen Zinabu,A+,https://www.youtube.com/@HBSOnline,Mind Mapping,15,Morning,English/Amharic,Wrote summaries
Mohammed Zinabu,A,https://www.youtube.com/@Alanisbusinessacademy,Self-Testing,19,Night,English/Amharic,Timed simulations
KedirTewodros Asrat,A,https://www.youtube.com/@ArcherReview,Video Summaries,12,Evening,English/Amharic,Joined online study groups
Kebede Mekonnen,A,https://www.youtube.com/@HBSOnline,Spaced Repetition,6,Night,English/Amharic,Color-coded notes
Mohammed weldehawaryat,A+,https://www.youtube.com/@TheFederalistSociety,Spaced Repetition,10,Night,English/Amharic,Color-coded notes
Nahom weldehawaryat,A,https://www.youtube.com/@TheFederalistSociety,Self-Testing,17,Evening,English/Amharic,Timed simulations
Sewit Shimuye,A,https://www.youtube.com/@TheFederalistSociety,Video Summaries,16,Evening,English/Amharic,Joined online study groups
Alem Tadesse,A+,https://www.youtube.com/@DrK1957,Case Studies,14,Afternoon,English/Amharic,Joined online study groups
Lidia Amare,A,https://www.youtube.com/@ethicscentre,Mind Mapping,18,Morning,English/Amharic,Analyzed case studies
Chala Tadesse,A+,https://www.youtube.com/@GlobalEthicsSolutions,Self-Testing,5,Night,English/Amharic,Focused on documentaries
Mulugeta Tadesse,A+,https://www.youtube.com/@DWIVEDIGUIDANCE,Practice Quizzes,18,Evening,English/Amharic,Timed simulations
Mihret Getachew,A,https://www.youtube.com/@HBSOnline,Video Summaries,8,Night,English/Amharic,Practiced past exams
Kidane Kebede,A,https://www.youtube.com/@GlobalEthicsSolutions,Video Summaries,5,Afternoon,English/Amharic,Drew diagrams
Meklit Mekonnen,A+,https://www.youtube.com/@ethicscentre,Practice Quizzes,8,Morning,English/Amharic,Analyzed case studies
Yared Asrat,A+,https://www.youtube.com/@DrK1957,Case Studies,14,Afternoon,English/Amharic,Focused on documentaries
Yared Kebede,A+,https://www.youtube.com/@LearningwithDrAnandVyas,Case Studies,19,Evening,English/Amharic,Practiced past exams
