Name,Grade,Recommended Channel/Link,Learning Strategy,Study Hours Per Week,Preferred Study Time,Language of Instruction,Additional Notes
Mekonnen Girma,A+,https://www.youtube.com/@electricalengineeringtech,Case Studies,19,Afternoon,English/Amharic,Analyzed case studies
Kassa Zinabu,A+,https://www.youtube.com/@Nerdslesson,Practice Quizzes,19,Night,English/Amharic,Analyzed case studies
Marta Kebede,A+,https://www.youtube.com/@EzEdChannel,Case Studies,17,Evening,English/Amharic,Practiced past exams
Abel Amare,A,https://www.youtube.com/@ElectricalEngineeringApp,Mind Mapping,14,Morning,English/Amharic,Timed simulations
Sewit Lemma,A+,https://www.youtube.com/@PolytechnicStudies,Peer Teaching,18,Afternoon,English/Amharic,Analyzed case studies
Bethel Amare,A+,https://www.youtube.com/@SimplyInfo9,Self-Testing,15,Afternoon,English/Amharic,Timed simulations
Abiy Tadesse,A+,https://www.youtube.com/@EzEdChannel,Video Summaries,12,Evening,English/Amharic,Timed simulations
Girmay Abebe,A,https://www.youtube.com/@PolytechnicStudies,Group Study,19,Evening,English/Amharic,Drew diagrams
Mihret Zinabu,A+,https://www.youtube.com/@mitocw,Spaced Repetition,14,Night,English/Amharic,Analyzed case studies
Chala Tesfaye,A,https://www.youtube.com/@SimplyInfo9,Group Study,5,Evening,English/Amharic,Used Anki flashcards
Chala Getachew,A+,https://www.youtube.com/@EzEdChannel,Flashcards,5,Morning,English/Amharic,Color-coded notes
Chala Hailu,A+,https://www.youtube.com/@ElectricalEngineeringApp,Case Studies,8,Evening,English/Amharic,Wrote summaries
Ephrem Lemma,A,https://www.youtube.com/@EthioElectric,Mind Mapping,10,Afternoon,English/Amharic,Used Anki flashcards
Yohannes Lemma,A+,https://www.youtube.com/@EngineeringMindset,Peer Teaching,16,Evening,English/Amharic,Practiced past exams
Zewditu Tesfaye,A+,https://www.youtube.com/@EthioElectric,Case Studies,8,Morning,English/Amharic,Used Anki flashcards
Ruth Amare,A+,https://www.youtube.com/@SimplyInfo9,Self-Testing,13,Afternoon,English/Amharic,Analyzed case studies
Sifan Shimuye,A,https://www.youtube.com/@PolytechnicStudies,Self-Testing,8,Night,English/Amharic,Used Anki flashcards
Chala Abebe,A,https://www.youtube.com/@PolytechnicStudies,Flashcards,9,Night,English/Amharic,Analyzed case studies
Yohannes Zinabu,A,https://www.youtube.com/@EngineeringMindset,Peer Teaching,12,Afternoon,English/Amharic,Wrote summaries
Kiros Asrat,A+,https://www.youtube.com/@EthioElectric,Video Summaries,12,Night,English/Amharic,Color-coded notes
Kebede Tesfaye,A+,https://www.youtube.com/@ProfessorJohns,Mind Mapping,6,Afternoon,English/Amharic,Color-coded notes
Nahom Zinabu,A,https://www.youtube.com/@EthioElectric,Spaced Repetition,18,Morning,English/Amharic,Practiced past exams
Frehiwot Amare,A+,https://www.youtube.com/@SimplyInfo9,Practice Quizzes,10,Evening,English/Amharic,Drew diagrams
Jemal Lemma,A+,https://www.youtube.com/@EngineeringMindset,Video Summaries,12,Evening,English/Amharic,Focused on documentaries
Senait Abebe,A+,https://www.youtube.com/@SimplyInfo9,Flashcards,16,Morning,English/Amharic,Color-coded notes
Sofia Tesfaye,A+,https://www.youtube.com/@SimplyInfo9,Flashcards,10,Evening,English/Amharic,Timed simulations
Girmay Jenberu,A+,https://www.youtube.com/@TheOrganicChemistryTutor,Practice Quizzes,16,Morning,English/Amharic,Practiced past exams
Senait Abebe,A,https://www.youtube.com/@ProfessorJohns,Self-Testing,14,Evening,English/Amharic,Drew diagrams
Mohammed weldehawaryat,A,https://www.youtube.com/@ProfessorJohns,Video Summaries,11,Afternoon,English/Amharic,Focused on documentaries
Marta Jenberu,A+,https://www.youtube.com/@ManishKumar026,Video Summaries,11,Morning,English/Amharic,Analyzed case studies
Marta Tesfaye,A,https://www.youtube.com/@GighzTechnologies,Case Studies,13,Night,English/Amharic,Practiced past exams
Meklit weldehawaryat,A+,https://www.youtube.com/@mitocw,Practice Quizzes,11,Evening,English/Amharic,Focused on documentaries
Chala Fentaw,A+,https://www.youtube.com/@TheOrganicChemistryTutor,Video Summaries,14,Afternoon,English/Amharic,Drew diagrams
Marta Shimuye,A+,https://www.youtube.com/@ElectricalEngineeringApp,Flashcards,5,Night,English/Amharic,Joined online study groups
Abebe Hailu,A+,https://www.youtube.com/@EthioElectric,Video Summaries,17,Night,English/Amharic,Practiced past exams
Lidia Worku,A+,https://www.youtube.com/@GighzTechnologies,Peer Teaching,17,Afternoon,English/Amharic,Color-coded notes
Ephrem Fentaw,A+,https://www.youtube.com/@EzEdChannel,Flashcards,14,Morning,English/Amharic,Analyzed case studies
Yohannes Hailu,A+,https://www.youtube.com/@Nerdslesson,Spaced Repetition,19,Afternoon,English/Amharic,Drew diagrams
Kebede weldehawaryat,A+,https://www.youtube.com/@SimplyInfo9,Case Studies,19,Morning,English/Amharic,Drew diagrams
Yared Tesfaye,A,https://www.youtube.com/@EngineeringMindset,Flashcards,10,Morning,English/Amharic,Joined online study groups
Mekonnen Jenberu,A,https://www.youtube.com/@mitocw,Peer Teaching,9,Night,English/Amharic,Joined online study groups
Driba Kebede,A,https://www.youtube.com/@mitocw,Flashcards,11,Afternoon,English/Amharic,Drew diagrams
KedirTewodros Kebede,A,https://www.youtube.com/@TheOrganicChemistryTutor,Practice Quizzes,14,Night,English/Amharic,Used Anki flashcards
KedirTewodros Tadesse,A,https://www.youtube.com/@GighzTechnologies,Case Studies,6,Morning,English/Amharic,Practiced past exams
Mulugeta Hailu,A,https://www.youtube.com/@PolytechnicStudies,Spaced Repetition,5,Morning,English/Amharic,Color-coded notes
Alem Assefa,A+,https://www.youtube.com/@SimplyInfo9,Spaced Repetition,12,Afternoon,English/Amharic,Focused on documentaries
Zelalem Mekonnen,A+,https://www.youtube.com/@SimplyInfo9,Group Study,17,Afternoon,English/Amharic,Focused on documentaries
Zelalem Zinabu,A+,https://www.youtube.com/@Nerdslesson,Flashcards,6,Morning,English/Amharic,Wrote summaries
Belay Kebede,A,https://www.youtube.com/@ManishKumar026,Group Study,7,Morning,English/Amharic,Color-coded notes
Kebede Kebede,A,https://www.youtube.com/@EzEdChannel,Group Study,11,Afternoon,English/Amharic,Joined online study groups
Eden Jenberu,A+,https://www.youtube.com/@EzEdChannel,Self-Testing,7,Morning,English/Amharic,Used Anki flashcards
Marta Seid,A,https://www.youtube.com/@freecodecamp,Practice Quizzes,5,Night,English/Amharic,Timed simulations
Zewditu Hailu,A,https://www.youtube.com/@PolytechnicStudies,Peer Teaching,7,Afternoon,English/Amharic,Joined online study groups
KedirTewodros Tesfaye,A+,https://www.youtube.com/@EthioElectric,Flashcards,8,Morning,English/Amharic,Analyzed case studies
Nahom Amare,A,https://www.youtube.com/@Nerdslesson,Case Studies,18,Evening,English/Amharic,Joined online study groups
Seyoum Asrat,A+,https://www.youtube.com/@TheOrganicChemistryTutor,Self-Testing,14,Afternoon,English/Amharic,Used Anki flashcards
Hagos Amare,A+,https://www.youtube.com/@GighzTechnologies,Self-Testing,6,Evening,English/Amharic,Focused on documentaries
KedirTewodros Assefa,A,https://www.youtube.com/@GighzTechnologies,Spaced Repetition,10,Night,English/Amharic,Used Anki flashcards
Dawit Tadesse,A+,https://www.youtube.com/@ElectricalEngineeringApp,Practice Quizzes,17,Night,English/Amharic,Drew diagrams
Driba Shimuye,A+,https://www.youtube.com/@EzEdChannel,Practice Quizzes,17,Morning,English/Amharic,Focused on documentaries
Bethel weldehawaryat,A,https://www.youtube.com/@ManishKumar026,Case Studies,5,Evening,English/Amharic,Timed simulations
Marta Abebe,A,https://www.youtube.com/@ElectricalEngineeringApp,Flashcards,10,Morning,English/Amharic,Joined online study groups
Belay Tesfaye,A+,https://www.youtube.com/@ManishKumar026,Mind Mapping,19,Morning,English/Amharic,Used Anki flashcards
Kalkidan Worku,A+,https://www.youtube.com/@electricalengineeringtech,Video Summaries,10,Evening,English/Amharic,Analyzed case studies
Samuel Hailu,A+,https://www.youtube.com/@GighzTechnologies,Video Summaries,16,Night,English/Amharic,Joined online study groups
Frehiwot Kebede,A+,https://www.youtube.com/@Nerdslesson,Mind Mapping,16,Night,English/Amharic,Joined online study groups
Fikirte Kebede,A+,https://www.youtube.com/@ElectricalEngineeringApp,Spaced Repetition,13,Morning,English/Amharic,Joined online study groups
Tigist Tadesse,A+,https://www.youtube.com/@freecodecamp,Practice Quizzes,17,Afternoon,English/Amharic,Focused on documentaries
Zelalem Assefa,A+,https://www.youtube.com/@ProfessorJohns,Group Study,18,Afternoon,English/Amharic,Joined online study groups
Kiros Abebe,A+,https://www.youtube.com/@TheOrganicChemistryTutor,Spaced Repetition,15,Morning,English/Amharic,Timed simulations
Mulat Jenberu,A+,https://www.youtube.com/@ProfessorJohns,Self-Testing,7,Evening,English/Amharic,Used Anki flashcards
Senait Seid,A,https://www.youtube.com/@PolytechnicStudies,Spaced Repetition,9,Evening,English/Amharic,Joined online study groups
Hagos Tesfaye,A+,https://www.youtube.com/@electricalengineeringtech,Flashcards,9,Afternoon,English/Amharic,Color-coded notes
Ephrem Girma,A,https://www.youtube.com/@SimplyInfo9,Practice Quizzes,17,Morning,English/Amharic,Practiced past exams
Meklit Jenberu,A+,https://www.youtube.com/@ProfessorJohns,Group Study,11,Afternoon,English/Amharic,Focused on documentaries
Mohammed Mekonnen,A+,https://www.youtube.com/@ElectricalEngineeringApp,Flashcards,18,Afternoon,English/Amharic,Timed simulations
Ephrem Seid,A+,https://www.youtube.com/@EzEdChannel,Flashcards,9,Afternoon,English/Amharic,Focused on documentaries
Samuel Fentaw,A+,https://www.youtube.com/@PolytechnicStudies,Mind Mapping,10,Afternoon,English/Amharic,Focused on documentaries
Rahel Worku,A+,https://www.youtube.com/@TheOrganicChemistryTutor,Mind Mapping,8,Morning,English/Amharic,Drew diagrams
Kiros Worku,A,https://www.youtube.com/@EzEdChannel,Practice Quizzes,5,Morning,English/Amharic,Practiced past exams
Birtukan Jenberu,A+,https://www.youtube.com/@PolytechnicStudies,Peer Teaching,12,Morning,English/Amharic,Focused on documentaries
Selamawit Getachew,A,https://www.youtube.com/@basicelectricalet7924,Practice Quizzes,19,Morning,English/Amharic,Analyzed case studies
Nahom Asrat,A,https://www.youtube.com/@GighzTechnologies,Peer Teaching,12,Night,English/Amharic,Wrote summaries
Yemesrach Tesfaye,A+,https://www.youtube.com/@basicelectricalet7924,Mind Mapping,17,Afternoon,English/Amharic,Color-coded notes
Zewditu Assefa,A,https://www.youtube.com/@Nerdslesson,Video Summaries,9,Afternoon,English/Amharic,Used Anki flashcards
KedirTewodros Zinabu,A,https://www.youtube.com/@mitocw,Mind Mapping,5,Afternoon,English/Amharic,Timed simulations
Marta Worku,A+,https://www.youtube.com/@TheOrganicChemistryTutor,Group Study,18,Evening,English/Amharic,Used Anki flashcards
Marta Kebede,A+,https://www.youtube.com/@SimplyInfo9,Practice Quizzes,17,Night,English/Amharic,Wrote summaries
Mulat Girma,A+,https://www.youtube.com/@EzEdChannel,Group Study,6,Morning,English/Amharic,Wrote summaries
Zelalem Amare,A+,https://www.youtube.com/@EzEdChannel,Mind Mapping,14,Afternoon,English/Amharic,Color-coded notes
Zelalem Worku,A,https://www.youtube.com/@EzEdChannel,Flashcards,16,Afternoon,English/Amharic,Analyzed case studies
Ephrem Amare,A,https://www.youtube.com/@mitocw,Self-Testing,5,Morning,English/Amharic,Practiced past exams
Yemesrach Kebede,A,https://www.youtube.com/@ManishKumar026,Mind Mapping,19,Night,English/Amharic,Drew diagrams
Genet Worku,A+,https://www.youtube.com/@SimplyInfo9,Practice Quizzes,14,Morning,English/Amharic,Joined online study groups
Selamawit Getachew,A,https://www.youtube.com/@basicelectricalet7924,Video Summaries,9,Morning,English/Amharic,Used Anki flashcards
Sewit Lemma,A,https://www.youtube.com/@EthioElectric,Group Study,11,Morning,English/Amharic,Analyzed case studies
Mohammed Fentaw,A,https://www.youtube.com/@electricalengineeringtech,Peer Teaching,12,Evening,English/Amharic,Drew diagrams
Chala Asrat,A+,https://www.youtube.com/@ElectricalEngineeringApp,Video Summaries,5,Afternoon,English/Amharic,Wrote summaries
Hagos Fentaw,A+,https://www.youtube.com/@ProfessorJohns,Group Study,14,Evening,English/Amharic,Joined online study groups
Selamawit Kebede,A+,https://www.youtube.com/@SimplyInfo9,Peer Teaching,5,Night,English/Amharic,Used Anki flashcards
Marta Girma,A,https://www.youtube.com/@electricalengineeringtech,Peer Teaching,17,Evening,English/Amharic,Color-coded notes
Kiros Lemma,A,https://www.youtube.com/@Nerdslesson,Flashcards,11,Afternoon,English/Amharic,Focused on documentaries
Abel weldehawaryat,A+,https://www.youtube.com/@SimplyInfo9,Flashcards,13,Morning,English/Amharic,Timed simulations
Samuel Worku,A+,https://www.youtube.com/@EzEdChannel,Practice Quizzes,18,Evening,English/Amharic,Used Anki flashcards
KedirTewodros Hailu,A+,https://www.youtube.com/@electricalengineeringtech,Group Study,15,Morning,English/Amharic,Focused on documentaries
Eden Tesfaye,A,https://www.youtube.com/@GighzTechnologies,Video Summaries,16,Night,English/Amharic,Wrote summaries
Samuel Zinabu,A+,https://www.youtube.com/@PolytechnicStudies,Practice Quizzes,9,Morning,English/Amharic,Joined online study groups
Zewditu Girma,A+,https://www.youtube.com/@EthioElectric,Self-Testing,17,Afternoon,English/Amharic,Timed simulations
Rahel weldehawaryat,A+,https://www.youtube.com/@GighzTechnologies,Practice Quizzes,17,Afternoon,English/Amharic,Used Anki flashcards
Tsehay Worku,A+,https://www.youtube.com/@SimplyInfo9,Spaced Repetition,19,Evening,English/Amharic,Focused on documentaries
Kalkidan weldehawaryat,A,https://www.youtube.com/@EzEdChannel,Practice Quizzes,10,Afternoon,English/Amharic,Color-coded notes
Dawit Fentaw,A,https://www.youtube.com/@EthioElectric,Spaced Repetition,8,Afternoon,English/Amharic,Analyzed case studies
Kassa Kebede,A+,https://www.youtube.com/@ManishKumar026,Spaced Repetition,17,Morning,English/Amharic,Analyzed case studies
Kiros Kebede,A+,https://www.youtube.com/@Nerdslesson,Flashcards,15,Afternoon,English/Amharic,Used Anki flashcards
Hagos Tadesse,A,https://www.youtube.com/@EthioElectric,Group Study,8,Night,English/Amharic,Wrote summaries
KedirTewodros Worku,A+,https://www.youtube.com/@freecodecamp,Mind Mapping,15,Evening,English/Amharic,Color-coded notes
Zelalem Kebede,A+,https://www.youtube.com/@basicelectricalet7924,Flashcards,8,Evening,English/Amharic,Wrote summaries
Hagos Lemma,A+,https://www.youtube.com/@TheOrganicChemistryTutor,Group Study,18,Afternoon,English/Amharic,Timed simulations
Kiros Worku,A+,https://www.youtube.com/@basicelectricalet7924,Peer Teaching,8,Morning,English/Amharic,Wrote summaries
Girmay weldehawaryat,A+,https://www.youtube.com/@SimplyInfo9,Self-Testing,10,Evening,English/Amharic,Wrote summaries
Fikirte Asrat,A+,https://www.youtube.com/@mitocw,Flashcards,9,Afternoon,English/Amharic,Practiced past exams
Tsehay Abebe,A+,https://www.youtube.com/@EzEdChannel,Practice Quizzes,12,Evening,English/Amharic,Joined online study groups
Mekonnen Zinabu,A+,https://www.youtube.com/@Nerdslesson,Peer Teaching,13,Morning,English/Amharic,Timed simulations
Seyoum Asrat,A+,https://www.youtube.com/@EzEdChannel,Mind Mapping,15,Afternoon,English/Amharic,Used Anki flashcards
Alem Hailu,A+,https://www.youtube.com/@ElectricalEngineeringApp,Group Study,13,Evening,English/Amharic,Practiced past exams
Selamawit Abebe,A,https://www.youtube.com/@TheOrganicChemistryTutor,Video Summaries,14,Night,English/Amharic,Focused on documentaries
Senait Jenberu,A,https://www.youtube.com/@EthioElectric,Self-Testing,5,Night,English/Amharic,Drew diagrams
Mulat weldehawaryat,A+,https://www.youtube.com/@SimplyInfo9,Case Studies,7,Evening,English/Amharic,Wrote summaries
Zewditu Jenberu,A,https://www.youtube.com/@mitocw,Group Study,7,Afternoon,English/Amharic,Used Anki flashcards
Kalkidan Fentaw,A+,https://www.youtube.com/@ProfessorJohns,Video Summaries,16,Morning,English/Amharic,Focused on documentaries
Lidia Lemma,A+,https://www.youtube.com/@EthioElectric,Spaced Repetition,12,Morning,English/Amharic,Analyzed case studies
Driba Tesfaye,A,https://www.youtube.com/@Nerdslesson,Practice Quizzes,18,Afternoon,English/Amharic,Used Anki flashcards
Tsehay Mekonnen,A+,https://www.youtube.com/@GighzTechnologies,Spaced Repetition,13,Evening,English/Amharic,Color-coded notes
Mulugeta weldehawaryat,A,https://www.youtube.com/@TheOrganicChemistryTutor,Flashcards,7,Evening,English/Amharic,Used Anki flashcards
Bethel Worku,A+,https://www.youtube.com/@EngineeringMindset,Group Study,18,Night,English/Amharic,Wrote summaries
Jemal Asrat,A+,https://www.youtube.com/@EthioElectric,Flashcards,10,Morning,English/Amharic,Analyzed case studies
Kebede Mekonnen,A,https://www.youtube.com/@EzEdChannel,Spaced Repetition,11,Morning,English/Amharic,Color-coded notes
Kebede Fentaw,A+,https://www.youtube.com/@PolytechnicStudies,Mind Mapping,6,Morning,English/Amharic,Joined online study groups
Tigist Asrat,A,https://www.youtube.com/@ProfessorJohns,Practice Quizzes,11,Evening,English/Amharic,Practiced past exams
KedirTewodros Assefa,A+,https://www.youtube.com/@mitocw,Self-Testing,6,Morning,English/Amharic,Color-coded notes
Abiy Hailu,A,https://www.youtube.com/@Nerdslesson,Group Study,15,Afternoon,English/Amharic,Analyzed case studies
Mihret Jenberu,A+,https://www.youtube.com/@SimplyInfo9,Self-Testing,12,Afternoon,English/Amharic,Timed simulations
Driba Zinabu,A,https://www.youtube.com/@basicelectricalet7924,Peer Teaching,14,Afternoon,English/Amharic,Focused on documentaries
Tsehay Assefa,A,https://www.youtube.com/@ProfessorJohns,Flashcards,14,Night,English/Amharic,Timed simulations
Hagos Getachew,A+,https://www.youtube.com/@ManishKumar026,Video Summaries,14,Night,English/Amharic,Analyzed case studies
Sewit Shimuye,A,https://www.youtube.com/@basicelectricalet7924,Self-Testing,19,Afternoon,English/Amharic,Wrote summaries
Genet Hailu,A+,https://www.youtube.com/@electricalengineeringtech,Case Studies,14,Morning,English/Amharic,Used Anki flashcards
Marta Girma,A,https://www.youtube.com/@PolytechnicStudies,Video Summaries,15,Morning,English/Amharic,Color-coded notes
Sewit Kebede,A+,https://www.youtube.com/@freecodecamp,Flashcards,15,Night,English/Amharic,Practiced past exams
Marta Amare,A+,https://www.youtube.com/@ElectricalEngineeringApp,Mind Mapping,11,Evening,English/Amharic,Wrote summaries
Mulat Assefa,A+,https://www.youtube.com/@Nerdslesson,Peer Teaching,19,Night,English/Amharic,Color-coded notes
Seyoum Asrat,A+,https://www.youtube.com/@basicelectricalet7924,Mind Mapping,13,Afternoon,English/Amharic,Focused on documentaries
Sewit Zinabu,A,https://www.youtube.com/@SimplyInfo9,Spaced Repetition,13,Morning,English/Amharic,Wrote summaries
Temesgen Amare,A,https://www.youtube.com/@ProfessorJohns,Flashcards,16,Night,English/Amharic,Color-coded notes
Lidia Lemma,A+,https://www.youtube.com/@EngineeringMindset,Flashcards,16,Evening,English/Amharic,Used Anki flashcards
Ephrem Shimuye,A+,https://www.youtube.com/@SimplyInfo9,Group Study,7,Night,English/Amharic,Joined online study groups
Ephrem Assefa,A+,https://www.youtube.com/@ElectricalEngineeringApp,Group Study,13,Afternoon,English/Amharic,Timed simulations
Eden Worku,A+,https://www.youtube.com/@ManishKumar026,Case Studies,5,Evening,English/Amharic,Joined online study groups
Mulat Amare,A,https://www.youtube.com/@electricalengineeringtech,Case Studies,13,Evening,English/Amharic,Wrote summaries
Kidane Mekonnen,A+,https://www.youtube.com/@EthioElectric,Case Studies,7,Afternoon,English/Amharic,Analyzed case studies
Ephrem Girma,A+,https://www.youtube.com/@EngineeringMindset,Mind Mapping,7,Morning,English/Amharic,Wrote summaries
Marta Hailu,A+,https://www.youtube.com/@GighzTechnologies,Spaced Repetition,8,Morning,English/Amharic,Drew diagrams
Yemesrach Tadesse,A+,https://www.youtube.com/@freecodecamp,Mind Mapping,11,Evening,English/Amharic,Focused on documentaries
Lidia Tadesse,A+,https://www.youtube.com/@EngineeringMindset,Case Studies,18,Night,English/Amharic,Used Anki flashcards
Yared Hailu,A+,https://www.youtube.com/@GighzTechnologies,Self-Testing,14,Afternoon,English/Amharic,Timed simulations
Driba Assefa,A+,https://www.youtube.com/@SimplyInfo9,Practice Quizzes,17,Afternoon,English/Amharic,Wrote summaries
Lidia Mekonnen,A,https://www.youtube.com/@mitocw,Flashcards,13,Night,English/Amharic,Used Anki flashcards
Sewit Girma,A,https://www.youtube.com/@TheOrganicChemistryTutor,Spaced Repetition,13,Night,English/Amharic,Practiced past exams
Eden Assefa,A+,https://www.youtube.com/@basicelectricalet7924,Video Summaries,11,Night,English/Amharic,Wrote summaries
Samuel Tadesse,A+,https://www.youtube.com/@EzEdChannel,Peer Teaching,8,Evening,English/Amharic,Wrote summaries
Tigist Fentaw,A+,https://www.youtube.com/@Nerdslesson,Mind Mapping,13,Afternoon,English/Amharic,Timed simulations
Marta Tesfaye,A+,https://www.youtube.com/@electricalengineeringtech,Flashcards,10,Evening,English/Amharic,Analyzed case studies
Marta Zinabu,A+,https://www.youtube.com/@Nerdslesson,Spaced Repetition,17,Evening,English/Amharic,Color-coded notes
Kidane Mekonnen,A+,https://www.youtube.com/@GighzTechnologies,Practice Quizzes,7,Afternoon,English/Amharic,Wrote summaries
Mekonnen Zinabu,A+,https://www.youtube.com/@electricalengineeringtech,Mind Mapping,15,Morning,English/Amharic,Wrote summaries
Mohammed Zinabu,A,https://www.youtube.com/@ProfessorJohns,Self-Testing,19,Night,English/Amharic,Timed simulations
KedirTewodros Asrat,A,https://www.youtube.com/@GighzTechnologies,Video Summaries,12,Evening,English/Amharic,Joined online study groups
Kebede Mekonnen,A,https://www.youtube.com/@PolytechnicStudies,Flashcards,17,Morning,English/Amharic,Focused on documentaries
Ruth Tadesse,A+,https://www.youtube.com/@freecodecamp,Practice Quizzes,14,Evening,English/Amharic,Wrote summaries
Ruth Getachew,A+,https://www.youtube.com/@freecodecamp,Spaced Repetition,10,Night,English/Amharic,Color-coded notes
Nahom weldehawaryat,A,https://www.youtube.com/@basicelectricalet7924,Self-Testing,17,Evening,English/Amharic,Timed simulations
Sewit Shimuye,A,https://www.youtube.com/@basicelectricalet7924,Video Summaries,16,Evening,English/Amharic,Joined online study groups
Alem Tadesse,A+,https://www.youtube.com/@EngineeringMindset,Case Studies,14,Afternoon,English/Amharic,Joined online study groups
Lidia Amare,A,https://www.youtube.com/@EthioElectric,Mind Mapping,18,Morning,English/Amharic,Analyzed case studies
Chala Tadesse,A+,https://www.youtube.com/@SimplyInfo9,Self-Testing,5,Night,English/Amharic,Focused on documentaries
