Name,Grade,Recommended Channel/Link,Learning Strategy,Study Hours Per Week,Preferred Study Time,Language of Instruction,Additional Notes
Senait Seid,A,https://www.youtube.com/@TheOpenUniversityLibrary,Spaced Repetition,9,Evening,English/Amharic,Joined online study groups
Hagos Tesfaye,A+,https://www.youtube.com/@researcherstore2977,Flashcards,9,Afternoon,English/Amharic,Color-coded notes
Ephrem Girma,A,https://www.youtube.com/@gregmartin,Practice Quizzes,17,Morning,English/Amharic,Practiced past exams
Meklit Jenberu,A+,https://www.youtube.com/@CarletonUvideos,Group Study,11,Afternoon,English/Amharic,Focused on documentaries
Mohammed Mekonnen,A+,https://www.youtube.com/@recentadvancesincomputing4037,Flashcards,18,Afternoon,English/Amharic,Timed simulations
Ephrem Seid,A+,https://www.youtube.com/@freecodecamp,Flashcards,9,Afternoon,English/Amharic,Focused on documentaries
Samuel Fentaw,A+,https://www.youtube.com/@TheOpenUniversityLibrary,Mind Mapping,10,Afternoon,English/Amharic,Focused on documentaries
Rahel Worku,A+,https://www.geeksforgeeks.org/introduction-to-research-methodology/,Mind Mapping,8,Morning,English/Amharic,Drew diagrams
Kiros Worku,A,https://www.youtube.com/@freecodecamp,Practice Quizzes,5,Morning,English/Amharic,Practiced past exams
Birtukan Jenberu,A+,https://www.youtube.com/@TheOpenUniversityLibrary,Peer Teaching,12,Morning,English/Amharic,Focused on documentaries
Selamawit Getachew,A,https://www.youtube.com/@TarbiyahSchool,Practice Quizzes,19,Morning,English/Amharic,Analyzed case studies
Nahom Asrat,A,https://www.youtube.com/@GradCoach,Peer Teaching,12,Night,English/Amharic,Wrote summaries
Yemesrach Tesfaye,A+,https://www.youtube.com/@TarbiyahSchool,Mind Mapping,17,Afternoon,English/Amharic,Color-coded notes
Zewditu Assefa,A,https://www.youtube.com/@universityofliverpoolonlin5027,Video Summaries,9,Afternoon,English/Amharic,Used Anki flashcards
KedirTewodros Zinabu,A,https://cgi.csc.liv.ac.uk/~ullrich/COMP516/notes/lect06.pdf,Mind Mapping,5,Afternoon,English/Amharic,Timed simulations
Marta Worku,A+,https://www.geeksforgeeks.org/introduction-to-research-methodology/,Group Study,18,Evening,English/Amharic,Used Anki flashcards
Marta Kebede,A+,https://www.youtube.com/@gregmartin,Practice Quizzes,17,Night,English/Amharic,Wrote summaries
Mulat Girma,A+,https://www.youtube.com/@freecodecamp,Group Study,6,Morning,English/Amharic,Wrote summaries
Zelalem Amare,A+,https://www.youtube.com/@freecodecamp,Mind Mapping,14,Afternoon,English/Amharic,Color-coded notes
Zelalem Worku,A,https://www.youtube.com/@freecodecamp,Flashcards,16,Afternoon,English/Amharic,Analyzed case studies
Ephrem Amare,A,https://cgi.csc.liv.ac.uk/~ullrich/COMP516/notes/lect06.pdf,Self-Testing,5,Morning,English/Amharic,Practiced past exams
Yemesrach Kebede,A,https://www.youtube.com/@softwaresystemsengineering8518,Mind Mapping,19,Night,English/Amharic,Drew diagrams
Genet Worku,A+,https://www.youtube.com/@gregmartin,Practice Quizzes,14,Morning,English/Amharic,Joined online study groups
Selamawit Getachew,A,https://www.youtube.com/@TarbiyahSchool,Video Summaries,9,Morning,English/Amharic,Used Anki flashcards
Sewit Lemma,A,https://www.youtube.com/@BobLaramee,Group Study,11,Morning,English/Amharic,Analyzed case studies
Mohammed Fentaw,A,https://www.youtube.com/@researcherstore2977,Peer Teaching,12,Evening,English/Amharic,Drew diagrams
Chala Asrat,A+,https://www.youtube.com/@recentadvancesincomputing4037,Video Summaries,5,Afternoon,English/Amharic,Wrote summaries
Hagos Fentaw,A+,https://www.youtube.com/@CarletonUvideos,Group Study,14,Evening,English/Amharic,Joined online study groups
Selamawit Kebede,A+,https://www.youtube.com/@gregmartin,Peer Teaching,5,Night,English/Amharic,Used Anki flashcards
Marta Girma,A,https://www.youtube.com/@researcherstore2977,Peer Teaching,17,Evening,English/Amharic,Color-coded notes
Kiros Lemma,A,https://www.youtube.com/@universityofliverpoolonlin5027,Flashcards,11,Afternoon,English/Amharic,Focused on documentaries
Abel weldehawaryat,A+,https://www.youtube.com/@gregmartin,Flashcards,13,Morning,English/Amharic,Timed simulations
Samuel Worku,A+,https://www.youtube.com/@freecodecamp,Practice Quizzes,18,Evening,English/Amharic,Used Anki flashcards
KedirTewodros Hailu,A+,https://www.youtube.com/@researcherstore2977,Group Study,15,Morning,English/Amharic,Focused on documentaries
Eden Tesfaye,A,https://www.youtube.com/@GradCoach,Video Summaries,16,Night,English/Amharic,Wrote summaries
Samuel Zinabu,A+,https://www.youtube.com/@TheOpenUniversityLibrary,Practice Quizzes,9,Morning,English/Amharic,Joined online study groups
Zewditu Girma,A+,https://www.youtube.com/@BobLaramee,Self-Testing,17,Afternoon,English/Amharic,Timed simulations
Rahel weldehawaryat,A+,https://www.youtube.com/@GradCoach,Practice Quizzes,17,Afternoon,English/Amharic,Used Anki flashcards
Tsehay Worku,A+,https://www.youtube.com/@gregmartin,Spaced Repetition,19,Evening,English/Amharic,Focused on documentaries
Kalkidan weldehawaryat,A,https://www.youtube.com/@freecodecamp,Practice Quizzes,10,Afternoon,English/Amharic,Color-coded notes
Dawit Fentaw,A,https://www.youtube.com/@BobLaramee,Spaced Repetition,8,Afternoon,English/Amharic,Analyzed case studies
Kassa Kebede,A+,https://www.youtube.com/@softwaresystemsengineering8518,Spaced Repetition,17,Morning,English/Amharic,Analyzed case studies
Kiros Kebede,A+,https://www.youtube.com/@universityofliverpoolonlin5027,Flashcards,15,Afternoon,English/Amharic,Used Anki flashcards
Hagos Tadesse,A,https://www.youtube.com/@BobLaramee,Group Study,8,Night,English/Amharic,Wrote summaries
KedirTewodros Worku,A+,https://win.uantwerpen.be/~sdemey/Tutorial_ResearchMethods/,Mind Mapping,15,Evening,English/Amharic,Color-coded notes
Zelalem Kebede,A+,https://www.youtube.com/@TarbiyahSchool,Flashcards,8,Evening,English/Amharic,Wrote summaries
Hagos Lemma,A+,https://www.geeksforgeeks.org/introduction-to-research-methodology/,Group Study,18,Afternoon,English/Amharic,Timed simulations
Kiros Worku,A+,https://www.youtube.com/@TarbiyahSchool,Peer Teaching,8,Morning,English/Amharic,Wrote summaries
Girmay weldehawaryat,A+,https://www.youtube.com/@gregmartin,Self-Testing,10,Evening,English/Amharic,Wrote summaries
Fikirte Asrat,A+,https://cgi.csc.liv.ac.uk/~ullrich/COMP516/notes/lect06.pdf,Flashcards,9,Afternoon,English/Amharic,Practiced past exams
Tsehay Abebe,A+,https://www.youtube.com/@freecodecamp,Practice Quizzes,12,Evening,English/Amharic,Joined online study groups
Mekonnen Zinabu,A+,https://www.youtube.com/@universityofliverpoolonlin5027,Peer Teaching,13,Morning,English/Amharic,Timed simulations
Seyoum Asrat,A+,https://www.youtube.com/@freecodecamp,Mind Mapping,15,Afternoon,English/Amharic,Used Anki flashcards
Alem Hailu,A+,https://www.youtube.com/@recentadvancesincomputing4037,Group Study,13,Evening,English/Amharic,Practiced past exams
Selamawit Abebe,A,https://www.geeksforgeeks.org/introduction-to-research-methodology/,Video Summaries,14,Night,English/Amharic,Focused on documentaries
Senait Jenberu,A,https://www.youtube.com/@BobLaramee,Self-Testing,5,Night,English/Amharic,Drew diagrams
Mulat weldehawaryat,A+,https://www.youtube.com/@gregmartin,Case Studies,7,Evening,English/Amharic,Wrote summaries
Zewditu Jenberu,A,https://cgi.csc.liv.ac.uk/~ullrich/COMP516/notes/lect06.pdf,Group Study,7,Afternoon,English/Amharic,Used Anki flashcards
Kalkidan Fentaw,A+,https://www.youtube.com/@CarletonUvideos,Video Summaries,16,Morning,English/Amharic,Focused on documentaries
Lidia Lemma,A+,https://www.youtube.com/@BobLaramee,Spaced Repetition,12,Morning,English/Amharic,Analyzed case studies
Driba Tesfaye,A,https://www.youtube.com/@universityofliverpoolonlin5027,Practice Quizzes,18,Afternoon,English/Amharic,Used Anki flashcards
Tsehay Mekonnen,A+,https://www.youtube.com/@GradCoach,Spaced Repetition,13,Evening,English/Amharic,Color-coded notes
Mulugeta weldehawaryat,A,https://www.geeksforgeeks.org/introduction-to-research-methodology/,Flashcards,7,Evening,English/Amharic,Used Anki flashcards
Bethel Worku,A+,https://www.youtube.com/@UniofLondon,Group Study,18,Night,English/Amharic,Wrote summaries
Jemal Asrat,A+,https://www.youtube.com/@BobLaramee,Flashcards,10,Morning,English/Amharic,Analyzed case studies
Kebede Mekonnen,A,https://www.youtube.com/@freecodecamp,Spaced Repetition,11,Morning,English/Amharic,Color-coded notes
Kebede Fentaw,A+,https://www.youtube.com/@TheOpenUniversityLibrary,Mind Mapping,6,Morning,English/Amharic,Joined online study groups
Tigist Asrat,A,https://www.youtube.com/@CarletonUvideos,Practice Quizzes,11,Evening,English/Amharic,Practiced past exams
KedirTewodros Assefa,A+,https://cgi.csc.liv.ac.uk/~ullrich/COMP516/notes/lect06.pdf,Self-Testing,6,Morning,English/Amharic,Color-coded notes
Abiy Hailu,A,https://www.youtube.com/@universityofliverpoolonlin5027,Group Study,15,Afternoon,English/Amharic,Analyzed case studies
Mihret Jenberu,A+,https://www.youtube.com/@gregmartin,Self-Testing,12,Afternoon,English/Amharic,Timed simulations
Driba Zinabu,A,https://www.youtube.com/@TarbiyahSchool,Peer Teaching,14,Afternoon,English/Amharic,Focused on documentaries
Tsehay Assefa,A,https://www.youtube.com/@CarletonUvideos,Flashcards,14,Night,English/Amharic,Timed simulations
Hagos Getachew,A+,https://www.youtube.com/@softwaresystemsengineering8518,Video Summaries,14,Night,English/Amharic,Analyzed case studies
Sewit Shimuye,A,https://www.youtube.com/@TarbiyahSchool,Self-Testing,19,Afternoon,English/Amharic,Wrote summaries
Genet Hailu,A+,https://www.youtube.com/@researcherstore2977,Case Studies,14,Morning,English/Amharic,Used Anki flashcards
Marta Girma,A,https://www.youtube.com/@TheOpenUniversityLibrary,Video Summaries,15,Morning,English/Amharic,Color-coded notes
Sewit Kebede,A+,https://win.uantwerpen.be/~sdemey/Tutorial_ResearchMethods/,Flashcards,15,Night,English/Amharic,Practiced past exams
Marta Amare,A+,https://www.youtube.com/@recentadvancesincomputing4037,Mind Mapping,11,Evening,English/Amharic,Wrote summaries
Mulat Assefa,A+,https://www.youtube.com/@universityofliverpoolonlin5027,Peer Teaching,19,Night,English/Amharic,Color-coded notes
Seyoum Asrat,A+,https://www.youtube.com/@TarbiyahSchool,Mind Mapping,13,Afternoon,English/Amharic,Focused on documentaries
Sewit Zinabu,A,https://www.youtube.com/@gregmartin,Spaced Repetition,13,Morning,English/Amharic,Wrote summaries
Temesgen Amare,A,https://www.youtube.com/@CarletonUvideos,Flashcards,16,Night,English/Amharic,Color-coded notes
Lidia Lemma,A+,https://www.youtube.com/@UniofLondon,Flashcards,16,Evening,English/Amharic,Used Anki flashcards
Ephrem Shimuye,A+,https://www.youtube.com/@gregmartin,Group Study,7,Night,English/Amharic,Joined online study groups
Ephrem Assefa,A+,https://www.youtube.com/@recentadvancesincomputing4037,Group Study,13,Afternoon,English/Amharic,Timed simulations
Eden Worku,A+,https://www.youtube.com/@softwaresystemsengineering8518,Case Studies,5,Evening,English/Amharic,Joined online study groups
Mulat Amare,A,https://www.youtube.com/@researcherstore2977,Case Studies,13,Evening,English/Amharic,Wrote summaries
Kidane Mekonnen,A+,https://www.youtube.com/@BobLaramee,Case Studies,7,Afternoon,English/Amharic,Analyzed case studies
Ephrem Girma,A+,https://www.youtube.com/@UniofLondon,Mind Mapping,7,Morning,English/Amharic,Wrote summaries
Marta Hailu,A+,https://www.youtube.com/@GradCoach,Spaced Repetition,8,Morning,English/Amharic,Drew diagrams
Yemesrach Tadesse,A+,https://win.uantwerpen.be/~sdemey/Tutorial_ResearchMethods/,Mind Mapping,11,Evening,English/Amharic,Focused on documentaries
Lidia Tadesse,A+,https://www.youtube.com/@UniofLondon,Case Studies,18,Night,English/Amharic,Used Anki flashcards
Yared Hailu,A+,https://www.youtube.com/@GradCoach,Self-Testing,14,Afternoon,English/Amharic,Timed simulations
Driba Assefa,A+,https://www.youtube.com/@gregmartin,Practice Quizzes,17,Afternoon,English/Amharic,Wrote summaries
Lidia Mekonnen,A,https://cgi.csc.liv.ac.uk/~ullrich/COMP516/notes/lect06.pdf,Flashcards,13,Night,English/Amharic,Used Anki flashcards
Sewit Girma,A,https://www.geeksforgeeks.org/introduction-to-research-methodology/,Spaced Repetition,13,Night,English/Amharic,Practiced past exams
Eden Assefa,A+,https://www.youtube.com/@TarbiyahSchool,Video Summaries,11,Night,English/Amharic,Wrote summaries
Samuel Tadesse,A+,https://www.youtube.com/@freecodecamp,Peer Teaching,8,Evening,English/Amharic,Wrote summaries
Tigist Fentaw,A+,https://www.youtube.com/@universityofliverpoolonlin5027,Mind Mapping,13,Afternoon,English/Amharic,Timed simulations
Marta Tesfaye,A+,https://www.youtube.com/@researcherstore2977,Flashcards,10,Evening,English/Amharic,Analyzed case studies
Marta Zinabu,A+,https://www.youtube.com/@universityofliverpoolonlin5027,Spaced Repetition,17,Evening,English/Amharic,Color-coded notes
Kidane Mekonnen,A+,https://www.youtube.com/@GradCoach,Practice Quizzes,7,Afternoon,English/Amharic,Wrote summaries
Mekonnen Zinabu,A+,https://www.youtube.com/@researcherstore2977,Mind Mapping,15,Morning,English/Amharic,Wrote summaries
Mohammed Zinabu,A,https://www.youtube.com/@CarletonUvideos,Self-Testing,19,Night,English/Amharic,Timed simulations
KedirTewodros Asrat,A,https://www.youtube.com/@GradCoach,Video Summaries,12,Evening,English/Amharic,Joined online study groups
Kebede Mekonnen,A,https://www.youtube.com/@TheOpenUniversityLibrary,Flashcards,17,Morning,English/Amharic,Focused on documentaries
Ruth Tadesse,A+,https://win.uantwerpen.be/~sdemey/Tutorial_ResearchMethods/,Practice Quizzes,14,Evening,English/Amharic,Wrote summaries
Ruth Getachew,A+,https://win.uantwerpen.be/~sdemey/Tutorial_ResearchMethods/,Spaced Repetition,10,Night,English/Amharic,Color-coded notes
Nahom weldehawaryat,A,https://www.youtube.com/@TarbiyahSchool,Self-Testing,17,Evening,English/Amharic,Timed simulations
Sewit Shimuye,A,https://www.youtube.com/@TarbiyahSchool,Video Summaries,16,Evening,English/Amharic,Joined online study groups
Alem Tadesse,A+,https://www.youtube.com/@UniofLondon,Case Studies,14,Afternoon,English/Amharic,Joined online study groups
Lidia Amare,A,https://www.youtube.com/@BobLaramee,Mind Mapping,18,Morning,English/Amharic,Analyzed case studies
Chala Tadesse,A+,https://www.youtube.com/@gregmartin,Self-Testing,5,Night,English/Amharic,Focused on documentaries
