Name,Grade,Recommended Channel/Link,Learning Strategy,Study Hours Per Week,Preferred Study Time,Language of Instruction,Additional Notes
Nahom Asrat,A,https://www.youtube.com/@TeacherStanmore,Peer Teaching,12,Night,English/Amharic,Wrote summaries
Yemesrach Tesfaye,A+,https://www.youtube.com/@freecodecamp,Mind Mapping,17,Afternoon,English/Amharic,Color-coded notes
Zewditu Assefa,A,https://www.youtube.com/@freecodecamp,Video Summaries,9,Afternoon,English/Amharic,Used Anki flashcards
KedirTewodros Zinabu,A,https://www.geeksforgeeks.org/what-is-the-event-driven-programming-paradigm/,Mind Mapping,5,Afternoon,English/Amharic,Timed simulations
Marta Worku,A+,https://www.tutorialspoint.com/concurrency_in_python/concurrency_in_python_eventdriven_programming.htm,Group Study,18,Evening,English/Amharic,Used Anki flashcards
Marta Kebede,A+,https://www.youtube.com/@dagnewalle8591,Practice Quizzes,17,Night,English/Amharic,Wrote summaries
Mulat Girma,A+,https://www.youtube.com/@IBMTechnology,Group Study,6,Morning,English/Amharic,Wrote summaries
Zelalem Amare,A+,https://www.youtube.com/@IBMTechnology,Mind Mapping,14,Afternoon,English/Amharic,Color-coded notes
Zelalem Worku,A,https://www.youtube.com/@IBMTechnology,Flashcards,16,Afternoon,English/Amharic,Analyzed case studies
Ephrem Amare,A,https://www.geeksforgeeks.org/what-is-the-event-driven-programming-paradigm/,Self-Testing,5,Morning,English/Amharic,Practiced past exams
Yemesrach Kebede,A,https://www.youtube.com/@CodeWithNakov,Mind Mapping,19,Night,English/Amharic,Drew diagrams
Genet Worku,A+,https://www.youtube.com/@dagnewalle8591,Practice Quizzes,14,Morning,English/Amharic,Joined online study groups
Selamawit Getachew,A,https://www.youtube.com/@freecodecamp,Video Summaries,9,Morning,English/Amharic,Used Anki flashcards
Sewit Lemma,A,https://stack.convex.dev/event-driven-programming,Peer Teaching,18,Evening,English/Amharic,Wrote summaries
Yohannes Tesfaye,A+,https://www.youtube.com/@TeacherStanmore,Flashcards,8,Night,English/Amharic,Drew diagrams
Chala Asrat,A+,https://www.youtube.com/@TV47Kenya,Video Summaries,5,Afternoon,English/Amharic,Wrote summaries
Hagos Fentaw,A+,https://www.youtube.com/@mattelwood369,Group Study,14,Evening,English/Amharic,Joined online study groups
Selamawit Kebede,A+,https://www.youtube.com/@dagnewalle8591,Peer Teaching,5,Night,English/Amharic,Used Anki flashcards
Marta Girma,A,https://www.youtube.com/@TechPrimers,Peer Teaching,17,Evening,English/Amharic,Color-coded notes
Kiros Lemma,A,https://www.youtube.com/@freecodecamp,Flashcards,11,Afternoon,English/Amharic,Focused on documentaries
Abel weldehawaryat,A+,https://www.youtube.com/@dagnewalle8591,Flashcards,13,Morning,English/Amharic,Timed simulations
Samuel Worku,A+,https://www.youtube.com/@IBMTechnology,Practice Quizzes,18,Evening,English/Amharic,Used Anki flashcards
KedirTewodros Hailu,A+,https://www.youtube.com/@TechPrimers,Group Study,15,Morning,English/Amharic,Focused on documentaries
Eden Tesfaye,A,https://www.youtube.com/@TeacherStanmore,Video Summaries,16,Night,English/Amharic,Wrote summaries
Samuel Zinabu,A+,https://www.youtube.com/@eventmodeling,Practice Quizzes,9,Morning,English/Amharic,Joined online study groups
Zewditu Girma,A+,https://www.youtube.com/@satbekabdyldayev3398,Self-Testing,17,Afternoon,English/Amharic,Timed simulations
Rahel weldehawaryat,A+,https://www.youtube.com/@TeacherStanmore,Practice Quizzes,17,Afternoon,English/Amharic,Used Anki flashcards
Tsehay Worku,A+,https://www.youtube.com/@dagnewalle8591,Spaced Repetition,19,Evening,English/Amharic,Focused on documentaries
Kalkidan weldehawaryat,A,https://www.youtube.com/@IBMTechnology,Practice Quizzes,10,Afternoon,English/Amharic,Color-coded notes
Dawit Fentaw,A,https://stack.convex.dev/event-driven-programming,Peer Teaching,19,Evening,English/Amharic,Used Anki flashcards
Abiy Amare,A+,https://www.youtube.com/@8Kexperience,Video Summaries,13,Morning,English/Amharic,Joined online study groups
Kassa Abebe,A,https://www.youtube.com/@TV47Kenya,Mind Mapping,14,Morning,English/Amharic,Used Anki flashcards
Hagos Tadesse,A,https://www.youtube.com/@satbekabdyldayev3398,Group Study,8,Night,English/Amharic,Wrote summaries
KedirTewodros Worku,A+,https://www.youtube.com/@8Kexperience,Mind Mapping,15,Evening,English/Amharic,Color-coded notes
Zelalem Kebede,A+,https://www.youtube.com/@freecodecamp,Flashcards,8,Evening,English/Amharic,Wrote summaries
Hagos Lemma,A+,https://www.tutorialspoint.com/concurrency_in_python/concurrency_in_python_eventdriven_programming.htm,Group Study,18,Afternoon,English/Amharic,Timed simulations
Kiros Worku,A+,https://www.youtube.com/@freecodecamp,Peer Teaching,8,Morning,English/Amharic,Wrote summaries
Girmay weldehawaryat,A+,https://www.youtube.com/@dagnewalle8591,Self-Testing,10,Evening,English/Amharic,Wrote summaries
Fikirte Asrat,A+,https://www.geeksforgeeks.org/what-is-the-event-driven-programming-paradigm/,Flashcards,9,Afternoon,English/Amharic,Practiced past exams
Tsehay Abebe,A+,https://www.youtube.com/@IBMTechnology,Practice Quizzes,12,Evening,English/Amharic,Joined online study groups
Mekonnen Zinabu,A+,https://www.youtube.com/@freecodecamp,Peer Teaching,13,Morning,English/Amharic,Timed simulations
Seyoum Asrat,A+,https://www.youtube.com/@IBMTechnology,Mind Mapping,15,Afternoon,English/Amharic,Used Anki flashcards
Alem Hailu,A+,https://www.youtube.com/@TV47Kenya,Group Study,13,Evening,English/Amharic,Practiced past exams
Selamawit Abebe,A,https://www.tutorialspoint.com/concurrency_in_python/concurrency_in_python_eventdriven_programming.htm,Video Summaries,14,Night,English/Amharic,Focused on documentaries
Senait Jenberu,A,https://www.youtube.com/@satbekabdyldayev3398,Self-Testing,5,Night,English/Amharic,Drew diagrams
Mulat weldehawaryat,A+,https://www.youtube.com/@dagnewalle8591,Case Studies,7,Evening,English/Amharic,Wrote summaries
Zewditu Jenberu,A,https://www.geeksforgeeks.org/what-is-the-event-driven-programming-paradigm/,Group Study,7,Afternoon,English/Amharic,Used Anki flashcards
Kalkidan Fentaw,A+,https://www.youtube.com/@mattelwood369,Video Summaries,16,Morning,English/Amharic,Focused on documentaries
Lidia Lemma,A+,https://www.youtube.com/@satbekabdyldayev3398,Spaced Repetition,12,Morning,English/Amharic,Analyzed case studies
Driba Tesfaye,A,https://www.youtube.com/@freecodecamp,Practice Quizzes,18,Afternoon,English/Amharic,Used Anki flashcards
Tsehay Mekonnen,A+,https://www.youtube.com/@TeacherStanmore,Spaced Repetition,13,Evening,English/Amharic,Color-coded notes
Mulugeta weldehawaryat,A,https://www.tutorialspoint.com/concurrency_in_python/concurrency_in_python_eventdriven_programming.htm,Flashcards,7,Evening,English/Amharic,Used Anki flashcards
Bethel Worku,A+,https://www.youtube.com/@StateMachineCOM,Group Study,18,Night,English/Amharic,Wrote summaries
Jemal Asrat,A+,https://www.youtube.com/@satbekabdyldayev3398,Flashcards,10,Morning,English/Amharic,Analyzed case studies
Kebede Mekonnen,A,https://www.youtube.com/@IBMTechnology,Spaced Repetition,11,Morning,English/Amharic,Color-coded notes
Kebede Fentaw,A+,https://www.youtube.com/@eventmodeling,Mind Mapping,6,Morning,English/Amharic,Joined online study groups
Tigist Asrat,A,https://www.youtube.com/@mattelwood369,Practice Quizzes,11,Evening,English/Amharic,Practiced past exams
KedirTewodros Assefa,A+,https://www.geeksforgeeks.org/what-is-the-event-driven-programming-paradigm/,Self-Testing,6,Morning,English/Amharic,Color-coded notes
Abiy Hailu,A,https://www.youtube.com/@freecodecamp,Group Study,15,Afternoon,English/Amharic,Analyzed case studies
Mihret Jenberu,A+,https://www.youtube.com/@dagnewalle8591,Self-Testing,12,Afternoon,English/Amharic,Timed simulations
Driba Zinabu,A,https://www.youtube.com/@freecodecamp,Peer Teaching,14,Afternoon,English/Amharic,Focused on documentaries
Tsehay Assefa,A,https://www.youtube.com/@mattelwood369,Flashcards,14,Night,English/Amharic,Timed simulations
Hagos Getachew,A+,https://www.youtube.com/@CodeWithNakov,Video Summaries,14,Night,English/Amharic,Analyzed case studies
Sewit Shimuye,A,https://www.youtube.com/@freecodecamp,Self-Testing,19,Afternoon,English/Amharic,Wrote summaries
Genet Hailu,A+,https://www.youtube.com/@TechPrimers,Case Studies,14,Morning,English/Amharic,Used Anki flashcards
Marta Girma,A,https://www.youtube.com/@eventmodeling,Video Summaries,15,Morning,English/Amharic,Color-coded notes
Sewit Kebede,A+,https://www.youtube.com/@8Kexperience,Flashcards,15,Night,English/Amharic,Practiced past exams
Marta Amare,A+,https://www.youtube.com/@TV47Kenya,Mind Mapping,11,Evening,English/Amharic,Wrote summaries
Mulat Assefa,A+,https://www.youtube.com/@freecodecamp,Peer Teaching,19,Night,English/Amharic,Color-coded notes
Seyoum Asrat,A+,https://www.youtube.com/@freecodecamp,Mind Mapping,13,Afternoon,English/Amharic,Focused on documentaries
Sewit Zinabu,A,https://www.youtube.com/@dagnewalle8591,Spaced Repetition,13,Morning,English/Amharic,Wrote summaries
Temesgen Amare,A,https://www.youtube.com/@mattelwood369,Flashcards,16,Night,English/Amharic,Color-coded notes
Lidia Lemma,A+,https://www.youtube.com/@StateMachineCOM,Flashcards,16,Evening,English/Amharic,Used Anki flashcards
Ephrem Shimuye,A+,https://www.youtube.com/@dagnewalle8591,Group Study,7,Night,English/Amharic,Joined online study groups
Ephrem Assefa,A+,https://www.youtube.com/@TV47Kenya,Group Study,13,Afternoon,English/Amharic,Timed simulations
Eden Worku,A+,https://www.youtube.com/@CodeWithNakov,Case Studies,5,Evening,English/Amharic,Joined online study groups
Mulat Amare,A,https://www.youtube.com/@TechPrimers,Case Studies,13,Evening,English/Amharic,Wrote summaries
Kidane Mekonnen,A+,https://www.youtube.com/@satbekabdyldayev3398,Case Studies,7,Afternoon,English/Amharic,Analyzed case studies
Ephrem Girma,A+,https://www.youtube.com/@StateMachineCOM,Mind Mapping,7,Morning,English/Amharic,Wrote summaries
Marta Hailu,A+,https://www.youtube.com/@TeacherStanmore,Spaced Repetition,8,Morning,English/Amharic,Drew diagrams
Yemesrach Tadesse,A+,https://stack.convex.dev/event-driven-programming,Mind Mapping,11,Evening,English/Amharic,Focused on documentaries
Lidia Tadesse,A+,https://stack.convex.dev/event-driven-programming,Practice Quizzes,15,Evening,English/Amharic,Practiced past exams
Yared Jenberu,A+,https://www.youtube.com/@TechPrimers,Self-Testing,12,Night,English/Amharic,Timed simulations
Birtukan Amare,A+,https://www.youtube.com/@dagnewalle8591,Spaced Repetition,7,Morning,English/Amharic,Wrote summaries
Lidia Mekonnen,A,https://www.geeksforgeeks.org/what-is-the-event-driven-programming-paradigm/,Flashcards,13,Night,English/Amharic,Used Anki flashcards
Sewit Girma,A,https://www.tutorialspoint.com/concurrency_in_python/concurrency_in_python_eventdriven_programming.htm,Spaced Repetition,13,Night,English/Amharic,Practiced past exams
Eden Assefa,A+,https://www.youtube.com/@freecodecamp,Video Summaries,11,Night,English/Amharic,Wrote summaries
Samuel Tadesse,A+,https://www.youtube.com/@IBMTechnology,Peer Teaching,8,Evening,English/Amharic,Wrote summaries
Tigist Fentaw,A+,https://www.youtube.com/@freecodecamp,Mind Mapping,13,Afternoon,English/Amharic,Timed simulations
Marta Tesfaye,A+,https://www.youtube.com/@TechPrimers,Flashcards,10,Evening,English/Amharic,Analyzed case studies
Marta Zinabu,A+,https://www.youtube.com/@freecodecamp,Spaced Repetition,17,Evening,English/Amharic,Color-coded notes
Kidane Mekonnen,A+,https://www.youtube.com/@TeacherStanmore,Practice Quizzes,7,Afternoon,English/Amharic,Wrote summaries
Mekonnen Zinabu,A+,https://www.youtube.com/@TechPrimers,Mind Mapping,15,Morning,English/Amharic,Wrote summaries
Mohammed Zinabu,A,https://www.youtube.com/@mattelwood369,Self-Testing,19,Night,English/Amharic,Timed simulations
KedirTewodros Asrat,A,https://www.youtube.com/@TeacherStanmore,Video Summaries,12,Evening,English/Amharic,Joined online study groups
Kebede Mekonnen,A,https://www.youtube.com/@eventmodeling,Flashcards,17,Morning,English/Amharic,Focused on documentaries
Ruth Tadesse,A+,https://www.youtube.com/@8Kexperience,Practice Quizzes,14,Evening,English/Amharic,Wrote summaries
Ruth Getachew,A+,https://www.youtube.com/@8Kexperience,Spaced Repetition,10,Night,English/Amharic,Color-coded notes
Nahom weldehawaryat,A,https://www.youtube.com/@freecodecamp,Self-Testing,17,Evening,English/Amharic,Timed simulations
Sewit Shimuye,A,https://www.youtube.com/@freecodecamp,Video Summaries,16,Evening,English/Amharic,Joined online study groups
Alem Tadesse,A+,https://www.youtube.com/@StateMachineCOM,Case Studies,14,Afternoon,English/Amharic,Joined online study groups
