Name,Grade,Recommended Channel/Link,Learning Strategy,Study Hours Per Week,Preferred Study Time,Language of Instruction,Additional Notes
Abiy Tadesse,A+,https://www.youtube.com/@geospatialmedia,Video Summaries,12,Evening,English/Amharic,Timed simulations
Girmay Abebe,A,https://www.youtube.com/@GISSimplified,Group Study,19,Evening,English/Amharic,Drew diagrams
Mihret Zinabu,A+,https://www.youtube.com/@mammestudio,Peer Teaching,16,Afternoon,English/Amharic,Analyzed case studies
Chala Tesfaye,A,https://www.youtube.com/@mammestudio,Group Study,5,Evening,English/Amharic,Used Anki flashcards
Chala Getachew,A+,https://www.youtube.com/@geospatialmedia,Flashcards,5,Morning,English/Amharic,Color-coded notes
Chala Hailu,A+,https://www.youtube.com/@TerraSpatial,Case Studies,8,Evening,English/Amharic,Wrote summaries
Ephrem Lemma,A,https://www.youtube.com/@sgeuetlahore3838,Mind Mapping,10,Afternoon,English/Amharic,Used Anki flashcards
Yohannes Lemma,A+,https://www.youtube.com/@SebGeoscience,Peer Teaching,16,Evening,English/Amharic,Practiced past exams
Zewditu Tesfaye,A+,https://www.youtube.com/@sgeuetlahore3838,Case Studies,8,Morning,English/Amharic,Used Anki flashcards
Ruth Amare,A+,https://www.youtube.com/@mammestudio,Self-Testing,13,Afternoon,English/Amharic,Analyzed case studies
Sifan Shimuye,A,https://www.youtube.com/@GISSimplified,Self-Testing,8,Night,English/Amharic,Used Anki flashcards
Chala Abebe,A,https://www.youtube.com/@GISSimplified,Flashcards,9,Night,English/Amharic,Analyzed case studies
Yohannes Zinabu,A,https://www.youtube.com/@SebGeoscience,Peer Teaching,12,Afternoon,English/Amharic,Wrote summaries
Kiros Asrat,A+,https://www.youtube.com/@sgeuetlahore3838,Video Summaries,12,Night,English/Amharic,Color-coded notes
Kebede Tesfaye,A+,https://www.youtube.com/@EcoresolveInc,Mind Mapping,6,Afternoon,English/Amharic,Color-coded notes
Nahom Zinabu,A,https://www.youtube.com/@sgeuetlahore3838,Spaced Repetition,18,Morning,English/Amharic,Practiced past exams
Frehiwot Amare,A+,https://www.youtube.com/@mammestudio,Practice Quizzes,10,Evening,English/Amharic,Drew diagrams
Jemal Lemma,A+,https://www.youtube.com/@SebGeoscience,Video Summaries,12,Evening,English/Amharic,Focused on documentaries
Senait Abebe,A+,https://www.youtube.com/@mammestudio,Flashcards,16,Morning,English/Amharic,Color-coded notes
Sofia Tesfaye,A+,https://www.youtube.com/@mammestudio,Flashcards,10,Evening,English/Amharic,Timed simulations
Girmay Jenberu,A+,https://www.youtube.com/@SebGeoscience,Spaced Repetition,8,Evening,English/Amharic,Joined online study groups
Mihret Abebe,A,https://www.youtube.com/@EcoresolveInc,Self-Testing,14,Evening,English/Amharic,Drew diagrams
Mohammed weldehawaryat,A,https://www.youtube.com/@EcoresolveInc,Video Summaries,11,Afternoon,English/Amharic,Focused on documentaries
Marta Jenberu,A+,https://www.youtube.com/@esri_arcgis,Video Summaries,11,Morning,English/Amharic,Analyzed case studies
Marta Tesfaye,A,https://www.youtube.com/@civilengineeringdepartment2344,Case Studies,13,Night,English/Amharic,Practiced past exams
Meklit weldehawaryat,A+,https://www.youtube.com/@GISSimplified,Practice Quizzes,11,Evening,English/Amharic,Focused on documentaries
Chala Fentaw,A+,https://www.youtube.com/@npteliitguwahati8283,Video Summaries,14,Afternoon,English/Amharic,Drew diagrams
Marta Shimuye,A+,https://www.youtube.com/@TerraSpatial,Flashcards,5,Night,English/Amharic,Joined online study groups
Abebe Hailu,A+,https://www.youtube.com/@sgeuetlahore3838,Video Summaries,17,Night,English/Amharic,Practiced past exams
Lidia Worku,A+,https://www.youtube.com/@civilengineeringdepartment2344,Peer Teaching,17,Afternoon,English/Amharic,Color-coded notes
Ephrem Fentaw,A+,https://www.youtube.com/@geospatialmedia,Flashcards,14,Morning,English/Amharic,Analyzed case studies
Yohannes Hailu,A+,https://www.youtube.com/@GeographicALLY,Spaced Repetition,19,Afternoon,English/Amharic,Drew diagrams
Kebede weldehawaryat,A+,https://www.youtube.com/@mammestudio,Case Studies,19,Morning,English/Amharic,Drew diagrams
Yared Tesfaye,A,https://www.youtube.com/@SebGeoscience,Flashcards,10,Morning,English/Amharic,Joined online study groups
Mekonnen Jenberu,A,https://www.youtube.com/@sgeuetlahore3838,Flashcards,16,Night,English/Amharic,Joined online study groups
Driba Kebede,A,https://www.youtube.com/@gisrsinstitute,Case Studies,14,Afternoon,English/Amharic,Drew diagrams
KedirTewodros Kebede,A,https://www.youtube.com/@GeographicALLY,Practice Quizzes,14,Night,English/Amharic,Used Anki flashcards
KedirTewodros Tadesse,A,https://www.youtube.com/@civilengineeringdepartment2344,Case Studies,6,Morning,English/Amharic,Practiced past exams
Mulugeta Hailu,A,https://www.youtube.com/@GISSimplified,Spaced Repetition,5,Morning,English/Amharic,Color-coded notes
Alem Assefa,A+,https://www.youtube.com/@mammestudio,Spaced Repetition,12,Afternoon,English/Amharic,Focused on documentaries
Zelalem Mekonnen,A+,https://www.youtube.com/@mammestudio,Group Study,17,Afternoon,English/Amharic,Focused on documentaries
Zelalem Zinabu,A+,https://www.youtube.com/@GeographicALLY,Flashcards,6,Morning,English/Amharic,Wrote summaries
Belay Kebede,A,https://www.youtube.com/@esri_arcgis,Group Study,7,Morning,English/Amharic,Color-coded notes
Kebede Kebede,A,https://www.youtube.com/@geospatialmedia,Group Study,11,Afternoon,English/Amharic,Joined online study groups
Eden Jenberu,A+,https://www.youtube.com/@geospatialmedia,Self-Testing,7,Morning,English/Amharic,Used Anki flashcards
Marta Seid,A,https://www.youtube.com/@npteliitguwahati8283,Practice Quizzes,5,Night,English/Amharic,Timed simulations
Zewditu Hailu,A,https://www.youtube.com/@GISSimplified,Peer Teaching,7,Afternoon,English/Amharic,Joined online study groups
KedirTewodros Tesfaye,A+,https://www.youtube.com/@sgeuetlahore3838,Flashcards,8,Morning,English/Amharic,Analyzed case studies
Nahom Amare,A,https://www.youtube.com/@GeographicALLY,Case Studies,18,Evening,English/Amharic,Joined online study groups
Seyoum Asrat,A+,https://www.youtube.com/@GISSimplified,Self-Testing,14,Afternoon,English/Amharic,Used Anki flashcards
Hagos Amare,A+,https://www.youtube.com/@civilengineeringdepartment2344,Self-Testing,6,Evening,English/Amharic,Focused on documentaries
KedirTewodros Assefa,A,https://www.youtube.com/@civilengineeringdepartment2344,Spaced Repetition,10,Night,English/Amharic,Used Anki flashcards
Dawit Tadesse,A+,https://www.youtube.com/@TerraSpatial,Practice Quizzes,17,Night,English/Amharic,Drew diagrams
Driba Shimuye,A+,https://www.youtube.com/@geospatialmedia,Practice Quizzes,17,Morning,English/Amharic,Focused on documentaries
Bethel weldehawaryat,A,https://www.youtube.com/@esri_arcgis,Case Studies,5,Evening,English/Amharic,Timed simulations
Marta Abebe,A,https://www.youtube.com/@TerraSpatial,Flashcards,10,Morning,English/Amharic,Joined online study groups
Belay Tesfaye,A+,https://www.youtube.com/@esri_arcgis,Mind Mapping,19,Morning,English/Amharic,Used Anki flashcards
Kalkidan Worku,A+,https://www.youtube.com/@gisrsinstitute,Video Summaries,10,Evening,English/Amharic,Analyzed case studies
Samuel Hailu,A+,https://www.youtube.com/@civilengineeringdepartment2344,Video Summaries,16,Night,English/Amharic,Joined online study groups
Frehiwot Kebede,A+,https://www.youtube.com/@GeographicALLY,Mind Mapping,16,Night,English/Amharic,Joined online study groups
Fikirte Kebede,A+,https://www.youtube.com/@TerraSpatial,Spaced Repetition,13,Morning,English/Amharic,Joined online study groups
Tigist Tadesse,A+,https://www.youtube.com/@npteliitguwahati8283,Practice Quizzes,17,Afternoon,English/Amharic,Focused on documentaries
Zelalem Assefa,A+,https://www.youtube.com/@EcoresolveInc,Group Study,18,Afternoon,English/Amharic,Joined online study groups
Kiros Abebe,A+,https://www.youtube.com/@mammestudio,Flashcards,14,Evening,English/Amharic,Timed simulations
Mulat Jenberu,A+,https://www.youtube.com/@EcoresolveInc,Self-Testing,7,Evening,English/Amharic,Used Anki flashcards
Senait Seid,A,https://www.youtube.com/@GISSimplified,Spaced Repetition,9,Evening,English/Amharic,Joined online study groups
Hagos Tesfaye,A+,https://www.youtube.com/@gisrsinstitute,Flashcards,9,Afternoon,English/Amharic,Color-coded notes
Ephrem Girma,A,https://www.youtube.com/@mammestudio,Practice Quizzes,17,Morning,English/Amharic,Practiced past exams
Meklit Jenberu,A+,https://www.youtube.com/@EcoresolveInc,Group Study,11,Afternoon,English/Amharic,Focused on documentaries
Mohammed Mekonnen,A+,https://www.youtube.com/@TerraSpatial,Flashcards,18,Afternoon,English/Amharic,Timed simulations
Ephrem Seid,A+,https://www.youtube.com/@geospatialmedia,Flashcards,9,Afternoon,English/Amharic,Focused on documentaries
Samuel Fentaw,A+,https://www.youtube.com/@GISSimplified,Mind Mapping,10,Afternoon,English/Amharic,Focused on documentaries
Rahel Worku,A+,https://www.youtube.com/@EcoresolveInc,Peer Teaching,13,Afternoon,English/Amharic,Used Anki flashcards
Mulugeta Worku,A,https://www.youtube.com/@geospatialmedia,Practice Quizzes,5,Morning,English/Amharic,Practiced past exams
Birtukan Jenberu,A+,https://www.youtube.com/@GISSimplified,Peer Teaching,12,Morning,English/Amharic,Focused on documentaries
Selamawit Getachew,A,https://www.youtube.com/@RemoteSensingGISHome,Practice Quizzes,19,Morning,English/Amharic,Analyzed case studies
Nahom Asrat,A,https://www.youtube.com/@civilengineeringdepartment2344,Peer Teaching,12,Night,English/Amharic,Wrote summaries
Yemesrach Tesfaye,A+,https://www.youtube.com/@RemoteSensingGISHome,Mind Mapping,17,Afternoon,English/Amharic,Color-coded notes
Zewditu Assefa,A,https://www.youtube.com/@GeographicALLY,Video Summaries,9,Afternoon,English/Amharic,Used Anki flashcards
KedirTewodros Zinabu,A,https://www.youtube.com/@EcoresolveInc,Spaced Repetition,18,Afternoon,English/Amharic,Timed simulations
Marta Worku,A+,https://www.youtube.com/@civilengineeringdepartment2344,Spaced Repetition,14,Night,English/Amharic,Used Anki flashcards
Frehiwot Jenberu,A+,https://www.youtube.com/@sgeuetlahore3838,Group Study,10,Afternoon,English/Amharic,Analyzed case studies
Kalkidan Getachew,A+,https://www.youtube.com/@RemoteSensingGISHome,Group Study,7,Evening,English/Amharic,Color-coded notes
Mekonnen Girma,A+,https://www.youtube.com/@GISSimplified,Mind Mapping,14,Afternoon,English/Amharic,Color-coded notes
Zelalem Worku,A,https://www.youtube.com/@geospatialmedia,Flashcards,16,Afternoon,English/Amharic,Analyzed case studies
Ephrem Amare,A,https://www.youtube.com/@GISSimplified,Self-Testing,5,Morning,English/Amharic,Practiced past exams
Yemesrach Kebede,A,https://www.youtube.com/@esri_arcgis,Mind Mapping,19,Night,English/Amharic,Drew diagrams
Genet Worku,A+,https://www.youtube.com/@mammestudio,Practice Quizzes,14,Morning,English/Amharic,Joined online study groups
Selamawit Getachew,A,https://www.youtube.com/@RemoteSensingGISHome,Video Summaries,9,Morning,English/Amharic,Used Anki flashcards
Sewit Lemma,A,https://www.youtube.com/@sgeuetlahore3838,Group Study,11,Morning,English/Amharic,Analyzed case studies
Mohammed Fentaw,A,https://www.youtube.com/@gisrsinstitute,Peer Teaching,12,Evening,English/Amharic,Drew diagrams
Chala Asrat,A+,https://www.youtube.com/@TerraSpatial,Video Summaries,5,Afternoon,English/Amharic,Wrote summaries
Hagos Fentaw,A+,https://www.youtube.com/@EcoresolveInc,Group Study,14,Evening,English/Amharic,Joined online study groups
Selamawit Kebede,A+,https://www.youtube.com/@mammestudio,Peer Teaching,5,Night,English/Amharic,Used Anki flashcards
Marta Girma,A,https://www.youtube.com/@gisrsinstitute,Peer Teaching,17,Evening,English/Amharic,Color-coded notes
Kiros Lemma,A,https://www.youtube.com/@GeographicALLY,Flashcards,11,Afternoon,English/Amharic,Focused on documentaries
Abel weldehawaryat,A+,https://www.youtube.com/@mammestudio,Flashcards,13,Morning,English/Amharic,Timed simulations
Samuel Worku,A+,https://www.youtube.com/@geospatialmedia,Practice Quizzes,18,Evening,English/Amharic,Used Anki flashcards
KedirTewodros Hailu,A+,https://www.youtube.com/@gisrsinstitute,Group Study,15,Morning,English/Amharic,Focused on documentaries
Eden Tesfaye,A,https://www.youtube.com/@civilengineeringdepartment2344,Video Summaries,16,Night,English/Amharic,Wrote summaries
Samuel Zinabu,A+,https://www.youtube.com/@GISSimplified,Practice Quizzes,9,Morning,English/Amharic,Joined online study groups
Zewditu Girma,A+,https://www.youtube.com/@sgeuetlahore3838,Self-Testing,17,Afternoon,English/Amharic,Timed simulations
Rahel weldehawaryat,A+,https://www.youtube.com/@civilengineeringdepartment2344,Practice Quizzes,17,Afternoon,English/Amharic,Used Anki flashcards
Tsehay Worku,A+,https://www.youtube.com/@mammestudio,Spaced Repetition,19,Evening,English/Amharic,Focused on documentaries
Kalkidan weldehawaryat,A,https://www.youtube.com/@geospatialmedia,Practice Quizzes,10,Afternoon,English/Amharic,Color-coded notes
Dawit Fentaw,A,https://www.youtube.com/@sgeuetlahore3838,Spaced Repetition,8,Afternoon,English/Amharic,Analyzed case studies
Kassa Kebede,A+,https://www.youtube.com/@esri_arcgis,Spaced Repetition,17,Morning,English/Amharic,Analyzed case studies
Kiros Kebede,A+,https://www.youtube.com/@GeographicALLY,Flashcards,15,Afternoon,English/Amharic,Used Anki flashcards
Hagos Tadesse,A,https://www.youtube.com/@sgeuetlahore3838,Group Study,8,Night,English/Amharic,Wrote summaries
KedirTewodros Worku,A+,https://www.youtube.com/@npteliitguwahati8283,Mind Mapping,15,Evening,English/Amharic,Color-coded notes
Zelalem Kebede,A+,https://www.youtube.com/@RemoteSensingGISHome,Flashcards,8,Evening,English/Amharic,Wrote summaries
Hagos Lemma,A+,https://www.youtube.com/@GeographicALLY,Group Study,18,Afternoon,English/Amharic,Timed simulations
Kiros Worku,A+,https://www.youtube.com/@RemoteSensingGISHome,Peer Teaching,8,Morning,English/Amharic,Wrote summaries
Girmay weldehawaryat,A+,https://www.youtube.com/@mammestudio,Self-Testing,10,Evening,English/Amharic,Wrote summaries
Fikirte Asrat,A+,https://www.youtube.com/@gisrsinstitute,Flashcards,14,Afternoon,English/Amharic,Practiced past exams
Tsehay Abebe,A+,https://www.youtube.com/@geospatialmedia,Practice Quizzes,12,Evening,English/Amharic,Joined online study groups
Mekonnen Zinabu,A+,https://www.youtube.com/@GeographicALLY,Peer Teaching,13,Morning,English/Amharic,Timed simulations
Seyoum Asrat,A+,https://www.youtube.com/@geospatialmedia,Mind Mapping,15,Afternoon,English/Amharic,Used Anki flashcards
Alem Hailu,A+,https://www.youtube.com/@TerraSpatial,Group Study,13,Evening,English/Amharic,Practiced past exams
Selamawit Abebe,A,https://www.youtube.com/@RemoteSensingGISHome,Video Summaries,14,Night,English/Amharic,Focused on documentaries
Senait Jenberu,A,https://www.youtube.com/@sgeuetlahore3838,Self-Testing,5,Night,English/Amharic,Drew diagrams
Mulat weldehawaryat,A+,https://www.youtube.com/@mammestudio,Case Studies,7,Evening,English/Amharic,Wrote summaries
Zewditu Jenberu,A,https://www.youtube.com/@civilengineeringdepartment2344,Practice Quizzes,6,Morning,English/Amharic,Color-coded notes
Mekonnen Mekonnen,A+,https://www.youtube.com/@GISSimplified,Spaced Repetition,6,Afternoon,English/Amharic,Drew diagrams
Zelalem Kebede,A,https://www.youtube.com/@npteliitguwahati8283,Case Studies,11,Evening,English/Amharic,Color-coded notes
Jemal Getachew,A+,https://www.youtube.com/@geospatialmedia,Case Studies,16,Night,English/Amharic,Focused on documentaries
Dawit weldehawaryat,A,https://www.youtube.com/@geospatialmedia,Practice Quizzes,12,Evening,English/Amharic,Wrote summaries
Mekonnen Assefa,A,https://www.youtube.com/@mammestudio,Group Study,6,Evening,English/Amharic,Wrote summaries
Kalkidan Girma,A+,https://www.youtube.com/@sgeuetlahore3838,Peer Teaching,9,Afternoon,English/Amharic,Joined online study groups
Kalkidan Seid,A,https://www.youtube.com/@GeographicALLY,Case Studies,5,Evening,English/Amharic,Joined online study groups
Zewditu Seid,A,https://www.youtube.com/@sgeuetlahore3838,Mind Mapping,6,Morning,English/Amharic,Joined online study groups
Tigist Asrat,A,https://www.youtube.com/@EcoresolveInc,Practice Quizzes,11,Evening,English/Amharic,Practiced past exams
KedirTewodros Assefa,A+,https://www.youtube.com/@esri_arcgis,Mind Mapping,9,Night,English/Amharic,Color-coded notes
Abiy Hailu,A,https://www.youtube.com/@GeographicALLY,Group Study,15,Afternoon,English/Amharic,Analyzed case studies
Mihret Jenberu,A+,https://www.youtube.com/@mammestudio,Self-Testing,12,Afternoon,English/Amharic,Timed simulations
Driba Zinabu,A,https://www.youtube.com/@RemoteSensingGISHome,Peer Teaching,14,Afternoon,English/Amharic,Focused on documentaries
Tsehay Assefa,A,https://www.youtube.com/@EcoresolveInc,Flashcards,14,Night,English/Amharic,Timed simulations
Hagos Getachew,A+,https://www.youtube.com/@esri_arcgis,Video Summaries,14,Night,English/Amharic,Analyzed case studies
Sewit Shimuye,A,https://www.youtube.com/@RemoteSensingGISHome,Self-Testing,19,Afternoon,English/Amharic,Wrote summaries
Genet Hailu,A+,https://www.youtube.com/@gisrsinstitute,Case Studies,14,Morning,English/Amharic,Used Anki flashcards
Marta Girma,A,https://www.youtube.com/@GISSimplified,Video Summaries,15,Morning,English/Amharic,Color-coded notes
Sewit Kebede,A+,https://www.youtube.com/@npteliitguwahati8283,Flashcards,15,Night,English/Amharic,Practiced past exams
Marta Amare,A+,https://www.youtube.com/@TerraSpatial,Mind Mapping,11,Evening,English/Amharic,Wrote summaries
Mulat Assefa,A+,https://www.youtube.com/@GeographicALLY,Peer Teaching,19,Night,English/Amharic,Color-coded notes
Seyoum Asrat,A+,https://www.youtube.com/@RemoteSensingGISHome,Mind Mapping,13,Afternoon,English/Amharic,Focused on documentaries
Sewit Zinabu,A,https://www.youtube.com/@mammestudio,Spaced Repetition,13,Morning,English/Amharic,Wrote summaries
Temesgen Amare,A,https://www.youtube.com/@EcoresolveInc,Flashcards,16,Night,English/Amharic,Color-coded notes
Lidia Lemma,A+,https://www.youtube.com/@SebGeoscience,Flashcards,16,Evening,English/Amharic,Used Anki flashcards
Ephrem Shimuye,A+,https://www.youtube.com/@mammestudio,Group Study,7,Night,English/Amharic,Joined online study groups
Ephrem Assefa,A+,https://www.youtube.com/@TerraSpatial,Group Study,13,Afternoon,English/Amharic,Timed simulations
Eden Worku,A+,https://www.youtube.com/@esri_arcgis,Case Studies,5,Evening,English/Amharic,Joined online study groups
Mulat Amare,A,https://www.youtube.com/@gisrsinstitute,Case Studies,13,Evening,English/Amharic,Wrote summaries
Kidane Mekonnen,A+,https://www.youtube.com/@sgeuetlahore3838,Case Studies,7,Afternoon,English/Amharic,Analyzed case studies
Ephrem Girma,A+,https://www.youtube.com/@SebGeoscience,Mind Mapping,7,Morning,English/Amharic,Wrote summaries
Marta Hailu,A+,https://www.youtube.com/@civilengineeringdepartment2344,Spaced Repetition,8,Morning,English/Amharic,Drew diagrams
Yemesrach Tadesse,A+,https://www.youtube.com/@npteliitguwahati8283,Mind Mapping,11,Evening,English/Amharic,Focused on documentaries
Lidia Tadesse,A+,https://www.youtube.com/@SebGeoscience,Case Studies,18,Night,English/Amharic,Used Anki flashcards
Yared Hailu,A+,https://www.youtube.com/@civilengineeringdepartment2344,Self-Testing,14,Afternoon,English/Amharic,Timed simulations
Driba Assefa,A+,https://www.youtube.com/@mammestudio,Practice Quizzes,17,Afternoon,English/Amharic,Wrote summaries
Lidia Mekonnen,A,https://www.youtube.com/@gisrsinstitute,Self-Testing,5,Morning,English/Amharic,Timed simulations
Hana Jenberu,A,https://www.youtube.com/@sgeuetlahore3838,Flashcards,17,Morning,English/Amharic,Drew diagrams
Driba Girma,A+,https://www.youtube.com/@npteliitguwahati8283,Mind Mapping,13,Evening,English/Amharic,Practiced past exams
Sofia weldehawaryat,A+,https://www.youtube.com/@TerraSpatial,Flashcards,7,Morning,English/Amharic,Focused on documentaries
Marta Zinabu,A,https://www.youtube.com/@SebGeoscience,Group Study,10,Morning,English/Amharic,Joined online study groups
Mekonnen Jenberu,A+,https://www.youtube.com/@sgeuetlahore3838,Spaced Repetition,17,Evening,English/Amharic,Color-coded notes
Kidane Mekonnen,A+,https://www.youtube.com/@civilengineeringdepartment2344,Practice Quizzes,7,Afternoon,English/Amharic,Wrote summaries
Mekonnen Zinabu,A+,https://www.youtube.com/@gisrsinstitute,Mind Mapping,15,Morning,English/Amharic,Wrote summaries
Mohammed Zinabu,A,https://www.youtube.com/@EcoresolveInc,Self-Testing,19,Night,English/Amharic,Timed simulations
KedirTewodros Asrat,A,https://www.youtube.com/@civilengineeringdepartment2344,Video Summaries,12,Evening,English/Amharic,Joined online study groups
Kebede Mekonnen,A,https://www.youtube.com/@GISSimplified,Flashcards,17,Morning,English/Amharic,Focused on documentaries
Ruth Tadesse,A+,https://www.youtube.com/@npteliitguwahati8283,Practice Quizzes,14,Evening,English/Amharic,Wrote summaries
Ruth Getachew,A+,https://www.youtube.com/@npteliitguwahati8283,Spaced Repetition,10,Night,English/Amharic,Color-coded notes
Nahom weldehawaryat,A,https://www.youtube.com/@RemoteSensingGISHome,Self-Testing,17,Evening,English/Amharic,Timed simulations
Sewit Shimuye,A,https://www.youtube.com/@RemoteSensingGISHome,Video Summaries,16,Evening,English/Amharic,Joined online study groups
Alem Tadesse,A+,https://www.youtube.com/@SebGeoscience,Case Studies,14,Afternoon,English/Amharic,Joined online study groups
Lidia Amare,A,https://www.youtube.com/@sgeuetlahore3838,Mind Mapping,18,Morning,English/Amharic,Analyzed case studies
Chala Tadesse,A+,https://www.youtube.com/@mammestudio,Self-Testing,5,Night,English/Amharic,Focused on documentaries
Mulugeta Tadesse,A+,https://www.youtube.com/@TerraSpatial,Practice Quizzes,18,Evening,English/Amharic,Timed simulations
Mihret Getachew,A,https://www.youtube.com/@GISSimplified,Flashcards,17,Afternoon,English/Amharic,Practiced past exams
