Name,Grade,Gender,Recommended Channel/Link,Learning Strategy,Study Hours Per Week,Preferred Study Time,Language of Instruction,Additional Notes
Hana Abebe,A,Male,https://www.coursera.org/courses?query=sql,Mind Mapping,18,Afternoon,English/Amharic,Timed simulations
Atnafu Tadesse,A,Female,https://www.youtube.com/@Intellipaat,Flashcards,10,Morning,English/Amharic,Analyzed case studies
Selamawit Hailu,A+,Male,https://www.youtube.com/@Telusko,Video Summaries,13,Morning,English/Amharic,Joined online study groups
Abiy Jenberu,A,Female,https://www.youtube.com/@Telusko,Flashcards,11,Night,English/Amharic,Used Anki flashcards
Kiros Assefa,A,Female,https://www.youtube.com/@Telusko,Peer Teaching,6,Night,English/Amharic,Color-coded notes
Seyoum Abebe,A+,Male,https://www.youtube.com/@BroCodez,Group Study,11,Afternoon,English/Amharic,Used Anki flashcards
Sifan Hailu,A,Female,https://www.youtube.com/@freecodecamp,Spaced Repetition,17,Evening,English/Amharic,Joined online study groups
Hana Tesfaye,A+,Female,https://www.youtube.com/@ExternCode,Mind Mapping,17,Evening,English/Amharic,Focused on documentaries
Ruth Jenberu,A+,Male,https://www.youtube.com/@ExternCode,Mind Mapping,7,Morning,English/Amharic,Analyzed case studies
Dawit Mekonnen,A+,Male,https://www.youtube.com/@BroCodez,Self-Testing,9,Morning,English/Amharic,Timed simulations
Fikirte Shimuye,A+,Female,https://www.youtube.com/@Nerdslesson,Spaced Repetition,7,Night,English/Amharic,Practiced past exams
Senait Jenberu,A+,Female,https://www.youtube.com/@Telusko,Spaced Repetition,11,Morning,English/Amharic,Analyzed case studies
Bethel Tesfaye,A,Male,https://www.codecademy.com/learn/learn-sql,Peer Teaching,13,Afternoon,English/Amharic,Color-coded notes
Fikirte Hailu,A+,Male,https://www.youtube.com/@cs50,Self-Testing,11,Night,English/Amharic,Practiced past exams
Mulat Worku,A,Male,https://www.youtube.com/@Nerdslesson,Self-Testing,8,Evening,English/Amharic,Joined online study groups
Fikirte Seid,A+,Male,https://www.youtube.com/@ExternCode,Case Studies,18,Evening,English/Amharic,Joined online study groups
Ruth Asrat,A+,Male,https://www.youtube.com/@cs50,Self-Testing,14,Afternoon,English/Amharic,Used Anki flashcards
Alem Amare,A+,Female,https://www.youtube.com/@ExternCode,Self-Testing,6,Evening,English/Amharic,Focused on documentaries
Frehiwot Assefa,A,Female,https://www.geeksforgeeks.org/30-days-of-sql-from-basic-to-advanced-level/,Spaced Repetition,10,Night,English/Amharic,Used Anki flashcards
Birtukan Tadesse,A+,Female,https://www.youtube.com/@cs50,Video Summaries,11,Evening,English/Amharic,Color-coded notes
Abebe Tesfaye,A,Female,https://www.youtube.com/@techTFQ,Self-Testing,11,Morning,English/Amharic,Color-coded notes
Nahom Jenberu,A,Male,https://www.youtube.com/@AlexTheAnalyst,Flashcards,10,Afternoon,English/Amharic,Joined online study groups
Zewditu Asrat,A+,Female,https://www.youtube.com/@Nerdslesson,Practice Quizzes,8,Morning,English/Amharic,Focused on documentaries
Abiy Zinabu,A,Male,https://www.youtube.com/@freecodecamp,Flashcards,10,Afternoon,English/Amharic,Color-coded notes
Zewditu Asrat,A,Female,https://www.geeksforgeeks.org/30-days-of-sql-from-basic-to-advanced-level/,Group Study,10,Night,English/Amharic,Wrote summaries
Sifan weldehawaryat,A,Female,https://www.youtube.com/@techTFQ,Mind Mapping,16,Night,English/Amharic,Joined online study groups
Jemal Kebede,A+,Female,https://www.codecademy.com/learn/learn-sql,Self-Testing,5,Morning,English/Amharic,Practiced past exams
Nahom Seid,A,Female,https://www.youtube.com/@Nerdslesson,Video Summaries,6,Evening,English/Amharic,Joined online study groups
Abiy Getachew,A,Female,https://pll.harvard.edu/course/cs50s-introduction-databases-sql,Flashcards,11,Night,English/Amharic,Used Anki flashcards
Meklit Mekonnen,A+,Male,https://www.youtube.com/@QAFox,Flashcards,14,Evening,English/Amharic,Timed simulations
Yemesrach Jenberu,A+,Female,https://www.youtube.com/@edurekaIN,Practice Quizzes,19,Morning,English/Amharic,Joined online study groups
Sewit Lemma,A+,Male,https://www.youtube.com/@Telusko,Video Summaries,7,Morning,English/Amharic,Analyzed case studies
Temesgen Assefa,A+,Male,https://www.codecademy.com/learn/learn-sql,Flashcards,18,Morning,English/Amharic,Used Anki flashcards
Kidane Tadesse,A,Male,https://www.codecademy.com/learn/learn-sql,Group Study,6,Night,English/Amharic,Wrote summaries
Abebe Getachew,A+,Male,https://pll.harvard.edu/course/cs50s-introduction-databases-sql,Spaced Repetition,10,Night,English/Amharic,Joined online study groups
Kiros Jenberu,A,Male,https://www.coursera.org/courses?query=sql,Flashcards,9,Afternoon,English/Amharic,Focused on documentaries
Kalkidan Fentaw,A+,Female,https://www.youtube.com/@programmingwithmosh,Video Summaries,6,Afternoon,English/Amharic,Focused on documentaries
Kiros Worku,A+,Male,https://www.youtube.com/@programmingwithmosh,Peer Teaching,13,Afternoon,English/Amharic,Used Anki flashcards
Kassa Worku,A,Male,https://www.youtube.com/@ExternCode,Practice Quizzes,5,Morning,English/Amharic,Practiced past exams
Abel Jenberu,A+,Female,https://www.youtube.com/@Telusko,Mind Mapping,10,Morning,English/Amharic,Focused on documentaries
Nahom Asrat,A+,Male,https://www.coursera.org/courses?query=sql,Self-Testing,11,Evening,English/Amharic,Drew diagrams
Zewditu weldehawaryat,A,Female,https://www.youtube.com/@Nerdslesson,Practice Quizzes,15,Morning,English/Amharic,Focused on documentaries
Mulat Assefa,A,Female,https://www.youtube.com/@AlexTheAnalyst,Spaced Repetition,9,Morning,English/Amharic,Focused on documentaries
Ephrem Tadesse,A,Female,https://www.coursera.org/courses?query=sql,Self-Testing,10,Evening,English/Amharic,Wrote summaries
Kiros Asrat,A+,Male,https://www.codecademy.com/learn/learn-sql,Peer Teaching,5,Night,English/Amharic,Used Anki flashcards
Ruth Worku,A+,Female,https://www.youtube.com/@SimplilearnOfficial,Case Studies,18,Night,English/Amharic,Focused on documentaries
Kidane Girma,A,Male,https://www.youtube.com/@Intellipaat,Practice Quizzes,19,Evening,English/Amharic,Focused on documentaries
Alem Tesfaye,A,Female,https://www.youtube.com/@Telusko,Case Studies,13,Morning,English/Amharic,Analyzed case studies
Yemesrach Hailu,A,Male,https://www.youtube.com/@BroCodez,Practice Quizzes,13,Morning,English/Amharic,Focused on documentaries
Abiy Kebede,A+,Female,https://www.coursera.org/courses?query=sql,Group Study,12,Morning,English/Amharic,Color-coded notes
Mekonnen Zinabu,A,Female,https://www.youtube.com/@programmingwithmosh,Group Study,15,Morning,English/Amharic,Drew diagrams
Temesgen Abebe,A,Male,https://www.youtube.com/@AlexTheAnalyst,Video Summaries,11,Night,English/Amharic,Practiced past exams
Kiros Asrat,A,Female,https://www.youtube.com/@edurekaIN,Case Studies,7,Evening,English/Amharic,Wrote summaries
Temesgen Kebede,A+,Female,https://www.youtube.com/@programmingwithmosh,Peer Teaching,16,Evening,English/Amharic,Practiced past exams
Rahel Lemma,A+,Female,https://www.youtube.com/@AlexTheAnalyst,Practice Quizzes,18,Morning,English/Amharic,Focused on documentaries
Rahel Asrat,A+,Male,https://www.youtube.com/@KevinStratvert,Flashcards,10,Afternoon,English/Amharic,Drew diagrams
Dawit Fentaw,A,Female,https://www.codecademy.com/learn/learn-sql,Spaced Repetition,14,Afternoon,English/Amharic,Drew diagrams
Temesgen Asrat,A+,Male,https://www.youtube.com/@QAFox,Practice Quizzes,5,Afternoon,English/Amharic,Focused on documentaries
Abel Assefa,A,Female,https://www.youtube.com/@programmingwithmosh,Group Study,6,Night,English/Amharic,Used Anki flashcards
Temesgen Zinabu,A+,Male,https://www.coursera.org/courses?query=sql,Group Study,10,Evening,English/Amharic,Color-coded notes
Kiros Jenberu,A+,Female,https://www.youtube.com/@cs50,Mind Mapping,18,Morning,English/Amharic,Wrote summaries
Kalkidan Zinabu,A,Male,https://www.youtube.com/@Nerdslesson,Spaced Repetition,12,Night,English/Amharic,Drew diagrams
Mihret weldehawaryat,A+,Male,https://www.youtube.com/@SimplilearnOfficial,Practice Quizzes,9,Morning,English/Amharic,Joined online study groups
Mulat Girma,A+,Female,https://www.youtube.com/@KevinStratvert,Self-Testing,6,Night,English/Amharic,Wrote summaries
Abebe weldehawaryat,A,Male,https://www.youtube.com/@AlexTheAnalyst,Spaced Repetition,11,Evening,English/Amharic,Used Anki flashcards
Bethel Jenberu,A+,Male,https://www.youtube.com/@programmingwithmosh,Flashcards,12,Night,English/Amharic,Color-coded notes
Abebe Fentaw,A+,Male,https://www.youtube.com/@Intellipaat,Practice Quizzes,12,Afternoon,English/Amharic,Practiced past exams
Rahel Worku,A+,Female,https://www.youtube.com/@Intellipaat,Peer Teaching,17,Afternoon,English/Amharic,Timed simulations
Bela Assefa,A+,Male,https://www.youtube.com/@BroCodez,Video Summaries,6,Afternoon,English/Amharic,Joined online study groups
Abel Abebe,A,Male,https://www.coursera.org/courses?query=sql,Peer Teaching,17,Night,English/Amharic,Practiced past exams
Rahel weldehawaryat,A,Male,https://www.youtube.com/@BroCodez,Mind Mapping,15,Evening,English/Amharic,Color-coded notes
Fikirte Kebede,A+,Male,https://www.youtube.com/@Telusko,Peer Teaching,15,Afternoon,English/Amharic,Wrote summaries
Alem Lemma,A+,Male,https://www.youtube.com/@SimplilearnOfficial,Group Study,18,Afternoon,English/Amharic,Timed simulations
Bela Worku,A+,Male,https://www.youtube.com/@cs50,Peer Teaching,8,Morning,English/Amharic,Wrote summaries
Temesgen weldehawaryat,A+,Male,https://www.youtube.com/@edurekaIN,Video Summaries,7,Morning,English/Amharic,Wrote summaries
Jemal Asrat,A+,Female,https://www.youtube.com/@Telusko,Flashcards,14,Afternoon,English/Amharic,Practiced past exams
Marta Abebe,A+,Male,https://www.youtube.com/@techTFQ,Flashcards,19,Morning,English/Amharic,Joined online study groups
Eden Shimuye,A+,Male,https://www.youtube.com/@edurekaIN,Practice Quizzes,19,Night,English/Amharic,Timed simulations
Yared Asrat,A+,Male,https://pll.harvard.edu/course/cs50s-introduction-databases-sql,Mind Mapping,15,Morning,English/Amharic,Color-coded notes
Kassa Amare,A,Male,https://www.youtube.com/@freecodecamp,Spaced Repetition,17,Evening,English/Amharic,Drew diagrams
Yared Mekonnen,A+,Male,https://www.codecademy.com/learn/learn-sql,Peer Teaching,13,Morning,English/Amharic,Practiced past exams
Yemesrach weldehawaryat,A+,Male,https://www.youtube.com/@KevinStratvert,Case Studies,7,Evening,English/Amharic,Wrote summaries
Mulat Jenberu,A,Female,https://www.geeksforgeeks.org/30-days-of-sql-from-basic-to-advanced-level/,Group Study,7,Afternoon,English/Amharic,Used Anki flashcards
Ephrem Fentaw,A+,Female,https://www.codecademy.com/learn/learn-sql,Mind Mapping,18,Afternoon,English/Amharic,Color-coded notes
Dawit Abebe,A,Male,https://www.youtube.com/@Intellipaat,Practice Quizzes,14,Afternoon,English/Amharic,Color-coded notes
Zelalem Getachew,A+,Male,https://pll.harvard.edu/course/cs50s-introduction-databases-sql,Case Studies,17,Night,English/Amharic,Used Anki flashcards
Selamawit weldehawaryat,A,Male,https://www.youtube.com/@Telusko,Practice Quizzes,7,Morning,English/Amharic,Wrote summaries
Girmay Tesfaye,A,Female,https://www.youtube.com/@SimplilearnOfficial,Peer Teaching,8,Morning,English/Amharic,Drew diagrams
Mulugeta Girma,A,Female,https://pll.harvard.edu/course/cs50s-introduction-databases-sql,Case Studies,14,Evening,English/Amharic,Used Anki flashcards
Marta Fentaw,A,Male,https://www.youtube.com/@BroCodez,Mind Mapping,6,Morning,English/Amharic,Joined online study groups
Tsehay Asrat,A,Female,https://www.youtube.com/@Nerdslesson,Case Studies,11,Night,English/Amharic,Practiced past exams
Frehiwot Assefa,A+,Female,https://www.youtube.com/@edurekaIN,Mind Mapping,9,Night,English/Amharic,Color-coded notes
Yemesrach Hailu,A,Female,https://www.youtube.com/@SimplilearnOfficial,Case Studies,5,Afternoon,English/Amharic,Color-coded notes
Tigist Girma,A+,Female,https://www.youtube.com/@KevinStratvert,Self-Testing,11,Morning,English/Amharic,Drew diagrams
Yemesrach Asrat,A+,Female,https://www.youtube.com/@KevinStratvert,Mind Mapping,11,Morning,English/Amharic,Drew diagrams
Senait Shimuye,A+,Female,https://www.youtube.com/@programmingwithmosh,Spaced Repetition,9,Morning,English/Amharic,Drew diagrams
Hana Shimuye,A,Male,https://www.youtube.com/@AlexTheAnalyst,Group Study,6,Night,English/Amharic,Timed simulations
Birtukan Shimuye,A+,Female,https://www.youtube.com/@SimplilearnOfficial,Mind Mapping,16,Afternoon,English/Amharic,Used Anki flashcards
Fikirte Fentaw,A,Male,https://www.youtube.com/@QAFox,Group Study,15,Night,English/Amharic,Practiced past exams
Abebe weldehawaryat,A+,Female,https://www.coursera.org/courses?query=sql,Group Study,10,Afternoon,English/Amharic,Joined online study groups
Bela Kebede,A+,Male,https://www.youtube.com/@Nerdslesson,Peer Teaching,15,Morning,English/Amharic,Focused on documentaries
Eden Getachew,A,Male,https://www.youtube.com/@techTFQ,Spaced Repetition,5,Morning,English/Amharic,Wrote summaries
Mekonnen Amare,A,Female,https://www.youtube.com/@Telusko,Practice Quizzes,18,Afternoon,English/Amharic,Focused on documentaries
Hana Fentaw,A,Male,https://www.codecademy.com/learn/learn-sql,Spaced Repetition,14,Morning,English/Amharic,Analyzed case studies
Abiy Hailu,A+,Female,https://www.youtube.com/@techTFQ,Flashcards,5,Evening,English/Amharic,Joined online study groups
Zewditu Lemma,A+,Female,https://www.youtube.com/@cs50,Self-Testing,17,Afternoon,English/Amharic,Analyzed case studies
Tigist Amare,A,Male,https://www.youtube.com/@Intellipaat,Self-Testing,7,Night,English/Amharic,Wrote summaries
Marta Mekonnen,A+,Female,https://www.youtube.com/@Intellipaat,Practice Quizzes,6,Evening,English/Amharic,Analyzed case studies
Tigist Girma,A+,Male,https://www.youtube.com/@cs50,Mind Mapping,7,Morning,English/Amharic,Wrote summaries
Yared Hailu,A+,Female,https://www.codecademy.com/learn/learn-sql,Peer Teaching,17,Afternoon,English/Amharic,Timed simulations
Nahom Mekonnen,A+,Male,https://www.youtube.com/@ExternCode,Mind Mapping,11,Evening,English/Amharic,Focused on documentaries
Kiros Tadesse,A+,Female,https://www.youtube.com/@Nerdslesson,Case Studies,18,Night,English/Amharic,Used Anki flashcards
Mihret Hailu,A+,Female,https://www.youtube.com/@cs50,Self-Testing,14,Afternoon,English/Amharic,Timed simulations
Abebe Assefa,A+,Male,https://www.youtube.com/@Nerdslesson,Group Study,18,Afternoon,English/Amharic,Practiced past exams
Senait Assefa,A,Male,https://www.youtube.com/@SimplilearnOfficial,Self-Testing,19,Morning,English/Amharic,Timed simulations
Kassa Kebede,A,Female,https://www.youtube.com/@Telusko,Flashcards,15,Night,English/Amharic,Drew diagrams
Abebe Girma,A+,Female,https://www.youtube.com/@KevinStratvert,Mind Mapping,13,Evening,English/Amharic,Practiced past exams
Dawit weldehawaryat,A+,Male,https://www.youtube.com/@KevinStratvert,Mind Mapping,13,Afternoon,English/Amharic,Timed simulations
Selamawit Lemma,A+,Female,https://www.coursera.org/courses?query=sql,Case Studies,5,Morning,English/Amharic,Color-coded notes
Tsehay Jenberu,A,Female,https://www.youtube.com/@Nerdslesson,Mind Mapping,6,Afternoon,English/Amharic,Used Anki flashcards
Kassa Tesfaye,A+,Female,https://www.youtube.com/@KevinStratvert,Group Study,17,Evening,English/Amharic,Timed simulations
Eden Kebede,A+,Female,https://www.youtube.com/@QAFox,Self-Testing,12,Evening,English/Amharic,Timed simulations
Selamawit Getachew,A+,Male,https://www.coursera.org/courses?query=sql,Group Study,13,Morning,English/Amharic,Focused on documentaries
Kassa Worku,A,Male,https://www.youtube.com/@Telusko,Mind Mapping,10,Morning,English/Amharic,Joined online study groups
Nahom Jenberu,A,Male,https://www.youtube.com/@Nerdslesson,Group Study,12,Afternoon,English/Amharic,Wrote summaries
Lidia Tadesse,A,Female,https://www.geeksforgeeks.org/30-days-of-sql-from-basic-to-advanced-level/,Group Study,16,Morning,English/Amharic,Timed simulations
Nahom Asrat,A,Male,https://www.youtube.com/@ExternCode,Peer Teaching,19,Evening,English/Amharic,Drew diagrams
Birtukan Assefa,A+,Female,https://www.youtube.com/@ExternCode,Flashcards,18,Evening,English/Amharic,Focused on documentaries
Fikirte Getachew,A+,Male,https://www.youtube.com/@cs50,Case Studies,6,Night,English/Amharic,Used Anki flashcards
Jemal Jenberu,A,Female,https://www.youtube.com/@KevinStratvert,Practice Quizzes,10,Evening,English/Amharic,Analyzed case studies
Abel Zinabu,A+,Male,https://www.coursera.org/courses?query=sql,Flashcards,17,Afternoon,English/Amharic,Practiced past exams
Tsehay Kebede,A,Male,https://www.codecademy.com/learn/learn-sql,Video Summaries,5,Afternoon,English/Amharic,Drew diagrams
Meklit Mekonnen,A+,Female,https://www.coursera.org/courses?query=sql,Peer Teaching,15,Evening,English/Amharic,Practiced past exams
Hana Amare,A,Male,https://www.youtube.com/@AlexTheAnalyst,Practice Quizzes,15,Afternoon,English/Amharic,Analyzed case studies
Yared Getachew,A,Male,https://www.youtube.com/@BroCodez,Spaced Repetition,7,Morning,English/Amharic,Timed simulations
Abebe Worku,A+,Male,https://www.youtube.com/@QAFox,Peer Teaching,6,Evening,English/Amharic,Practiced past exams
Yemesrach Asrat,A,Male,https://www.youtube.com/@cs50,Group Study,16,Morning,English/Amharic,Joined online study groups
Abiy Seid,A+,Female,https://www.youtube.com/@AlexTheAnalyst,Practice Quizzes,13,Morning,English/Amharic,Color-coded notes
Meklit Lemma,A,Male,https://www.youtube.com/@Nerdslesson,Spaced Repetition,13,Night,English/Amharic,Focused on documentaries
Rahel Hailu,A+,Female,https://www.youtube.com/@SimplilearnOfficial,Self-Testing,5,Morning,English/Amharic,Joined online study groups
Samuel Worku,A+,Female,https://www.youtube.com/@Intellipaat,Practice Quizzes,17,Night,English/Amharic,Joined online study groups
Kassa Tesfaye,A,Male,https://www.youtube.com/@SimplilearnOfficial,Case Studies,5,Afternoon,English/Amharic,Practiced past exams
Fikirte Zinabu,A,Male,https://www.youtube.com/@programmingwithmosh,Group Study,12,Evening,English/Amharic,Used Anki flashcards
Samuel Mekonnen,A+,Female,https://www.youtube.com/@SimplilearnOfficial,Video Summaries,15,Morning,English/Amharic,Timed simulations
Bela Lemma,A+,Male,https://www.youtube.com/@edurekaIN,Spaced Repetition,16,Morning,English/Amharic,Drew diagrams
Yemesrach Abebe,A+,Female,https://pll.harvard.edu/course/cs50s-introduction-databases-sql,Spaced Repetition,6,Morning,English/Amharic,Used Anki flashcards
Jemal Tadesse,A,Male,https://www.youtube.com/@Intellipaat,Mind Mapping,10,Evening,English/Amharic,Focused on documentaries
Rahel Getachew,A,Female,https://www.codecademy.com/learn/learn-sql,Group Study,15,Morning,English/Amharic,Color-coded notes
Yohannes Zinabu,A+,Male,https://www.youtube.com/@edurekaIN,Mind Mapping,16,Night,English/Amharic,Wrote summaries
Sifan Worku,A+,Male,https://www.youtube.com/@QAFox,Peer Teaching,8,Afternoon,English/Amharic,Drew diagrams
Yared Tesfaye,A,Female,https://www.youtube.com/@ExternCode,Mind Mapping,10,Night,English/Amharic,Analyzed case studies
Hana Tadesse,A+,Male,https://www.youtube.com/@SimplilearnOfficial,Peer Teaching,17,Night,English/Amharic,Analyzed case studies
Seyoum Fentaw,A,Female,https://pll.harvard.edu/course/cs50s-introduction-databases-sql,Practice Quizzes,10,Morning,English/Amharic,Wrote summaries
Jemal Tesfaye,A,Male,https://www.youtube.com/@Nerdslesson,Video Summaries,19,Evening,English/Amharic,Used Anki flashcards
Birtukan Hailu,A,Male,https://www.youtube.com/@Telusko,Peer Teaching,16,Night,English/Amharic,Practiced past exams
