Name,Grade,Gender,Recommended Channel/Link,Learning Strategy,Study Hours Per Week,Preferred Study Time,Language of Instruction,Additional Notes
Zewditu Tadesse,A+,Female,https://www.youtube.com/@DirreeBarnootaa,Spaced Repetition,12,Evening,English/Amharic,Color-coded notes
Sifan Assefa,A,Female,https://www.youtube.com/@Academic44,Self-Testing,16,Morning,English/Amharic,Used Anki flashcards
Meklit Worku,A,Female,https://www.youtube.com/@matiyas555,Self-Testing,12,Morning,English/Amharic,Joined online study groups
Meklit Seid,A+,Female,https://www.youtube.com/@GetawOfficial,Video Summaries,17,Evening,English/Amharic,Color-coded notes
Hana Seid,A,Female,https://www.youtube.com/@Ethioeduc,Flashcards,19,Morning,English/Amharic,Practiced past exams
Frehiwot Hailu,A,Female,https://www.youtube.com/@GetawOfficial,Case Studies,8,Morning,English/Amharic,Joined online study groups
Marta Shimuye,A+,Female,https://www.youtube.com/@abjtube1,Peer Teaching,19,Afternoon,English/Amharic,Color-coded notes
Seyoum Abebe,A+,Male,https://www.youtube.com/@ETHIOPIAN_BRIGHT_MEDIA,Group Study,11,Afternoon,English/Amharic,Used Anki flashcards
Sifan Hailu,A,Female,https://www.youtube.com/@Campushandout,Spaced Repetition,17,Evening,English/Amharic,Joined online study groups
Hana Tesfaye,A+,Female,https://www.youtube.com/@Fretube1,Mind Mapping,17,Evening,English/Amharic,Focused on documentaries
Ruth Jenberu,A+,Male,https://www.youtube.com/@Fretube1,Mind Mapping,7,Morning,English/Amharic,Analyzed case studies
Dawit Mekonnen,A+,Male,https://www.youtube.com/@uniqueABEL,Peer Teaching,13,Morning,English/Amharic,Timed simulations
Fikirte Shimuye,A+,Female,https://www.youtube.com/@DirreeBarnootaa,Spaced Repetition,7,Night,English/Amharic,Practiced past exams
Senait Jenberu,A+,Female,https://www.youtube.com/@Academic44,Flashcards,16,Morning,English/Amharic,Analyzed case studies
Nahom Tesfaye,A,Male,https://www.youtube.com/@Campushandout,Peer Teaching,13,Afternoon,English/Amharic,Color-coded notes
Fikirte Hailu,A+,Male,https://www.youtube.com/@Ethioeduc,Case Studies,16,Afternoon,English/Amharic,Practiced past exams
Mulat Worku,A,Male,https://www.youtube.com/@DirreeBarnootaa,Self-Testing,8,Evening,English/Amharic,Joined online study groups
Fikirte Seid,A+,Male,https://www.youtube.com/@GetawOfficial,Case Studies,18,Evening,English/Amharic,Joined online study groups
Ruth Asrat,A+,Male,https://www.youtube.com/@Ethioeduc,Spaced Repetition,17,Afternoon,English/Amharic,Analyzed case studies
Zelalem Tadesse,A,Male,https://www.youtube.com/@abjtube1,Mind Mapping,9,Morning,English/Amharic,Joined online study groups
Alem Fentaw,A+,Male,https://www.youtube.com/@Campushandout,Video Summaries,8,Morning,English/Amharic,Analyzed case studies
Bethel Tadesse,A+,Female,https://www.youtube.com/@DirreeBarnootaa,Video Summaries,11,Evening,English/Amharic,Color-coded notes
Abebe Tesfaye,A,Female,https://www.youtube.com/@Fretube1,Peer Teaching,16,Night,English/Amharic,Timed simulations
Abebe Abebe,A+,Female,https://www.youtube.com/@Ethioeduc,Spaced Repetition,13,Night,English/Amharic,Used Anki flashcards
Alem Lemma,A+,Male,https://www.youtube.com/@GetawOfficial,Video Summaries,9,Evening,English/Amharic,Joined online study groups
Fikirte Tesfaye,A+,Male,https://www.youtube.com/@abjtube1,Self-Testing,5,Afternoon,English/Amharic,Used Anki flashcards
Selamawit Seid,A+,Male,https://www.youtube.com/@Fretube1,Group Study,10,Night,English/Amharic,Wrote summaries
Sifan weldehawaryat,A,Female,https://www.youtube.com/@Fretube1,Group Study,14,Night,English/Amharic,Focused on documentaries
Sifan Assefa,A+,Female,https://www.youtube.com/@EthioPractical,Video Summaries,19,Morning,English/Amharic,Timed simulations
Bela Tadesse,A+,Male,https://www.youtube.com/@DirreeBarnootaa,Video Summaries,6,Evening,English/Amharic,Joined online study groups
Abiy Getachew,A,Female,https://www.youtube.com/@abjtube1,Flashcards,11,Night,English/Amharic,Used Anki flashcards
Meklit Mekonnen,A+,Male,https://www.youtube.com/@EthioPractical,Flashcards,14,Evening,English/Amharic,Timed simulations
Yemesrach Jenberu,A+,Female,https://www.youtube.com/@Ethioeduc,Practice Quizzes,19,Morning,English/Amharic,Joined online study groups
Sewit Lemma,A+,Male,https://www.youtube.com/@GetawOfficial,Video Summaries,7,Morning,English/Amharic,Analyzed case studies
Temesgen Assefa,A+,Male,https://www.youtube.com/@Campushandout,Flashcards,18,Morning,English/Amharic,Used Anki flashcards
Kidane Tadesse,A,Male,https://www.youtube.com/@Campushandout,Group Study,6,Night,English/Amharic,Wrote summaries
Abebe Getachew,A+,Male,https://www.youtube.com/@EthioPractical,Mind Mapping,16,Morning,English/Amharic,Drew diagrams
Marta Assefa,A,Male,https://www.youtube.com/@Ethioeduc,Spaced Repetition,19,Evening,English/Amharic,Analyzed case studies
Rahel Assefa,A+,Female,https://www.youtube.com/@EthioPractical,Practice Quizzes,11,Afternoon,English/Amharic,Focused on documentaries
Alem Mekonnen,A+,Female,https://www.youtube.com/@EthioPractical,Practice Quizzes,19,Afternoon,English/Amharic,Practiced past exams
Alem Abebe,A+,Female,https://www.youtube.com/@Academic44,Practice Quizzes,5,Morning,English/Amharic,Practiced past exams
Abel Jenberu,A+,Female,https://www.youtube.com/@ETHIOPIAN_BRIGHT_MEDIA,Group Study,9,Afternoon,English/Amharic,Drew diagrams
Tewodros Tadesse,A,Male,https://www.youtube.com/@EthioPractical,Practice Quizzes,19,Morning,English/Amharic,Analyzed case studies
Zewditu Asrat,A,Female,https://www.youtube.com/@ETHIOPIAN_BRIGHT_MEDIA,Group Study,8,Night,English/Amharic,Timed simulations
Selamawit Tesfaye,A+,Female,https://www.youtube.com/@abjtube1,Practice Quizzes,7,Morning,English/Amharic,Joined online study groups
Senait Shimuye,A,Male,https://www.youtube.com/@matiyas555,Spaced Repetition,9,Morning,English/Amharic,Focused on documentaries
Ephrem Tadesse,A,Female,https://www.youtube.com/@Ethioeduc,Self-Testing,10,Evening,English/Amharic,Wrote summaries
Kiros Asrat,A+,Male,https://www.youtube.com/@Campushandout,Peer Teaching,5,Night,English/Amharic,Used Anki flashcards
Ruth Worku,A+,Female,https://www.youtube.com/@matiyas555,Case Studies,18,Night,English/Amharic,Focused on documentaries
Kidane Girma,A,Male,https://www.youtube.com/@Academic44,Practice Quizzes,19,Evening,English/Amharic,Focused on documentaries
Alem Tesfaye,A,Female,https://www.youtube.com/@Ethioeduc,Case Studies,9,Night,English/Amharic,Analyzed case studies
Tigist Amare,A,Female,https://www.youtube.com/@Ethioeduc,Spaced Repetition,17,Night,English/Amharic,Timed simulations
Dawit Shimuye,A+,Male,https://www.youtube.com/@abjtube1,Peer Teaching,19,Afternoon,English/Amharic,Focused on documentaries
Abiy weldehawaryat,A+,Female,https://www.youtube.com/@DirreeBarnootaa,Self-Testing,9,Afternoon,English/Amharic,Practiced past exams
Yared Getachew,A,Male,https://www.youtube.com/@matiyas555,Flashcards,13,Morning,English/Amharic,Joined online study groups
Yemesrach Lemma,A,Female,https://www.youtube.com/@ETHIOPIAN_BRIGHT_MEDIA,Group Study,11,Morning,English/Amharic,Analyzed case studies
Selamawit Fentaw,A,Male,https://www.youtube.com/@ETHIOPIAN_BRIGHT_MEDIA,Group Study,19,Afternoon,English/Amharic,Focused on documentaries
Tsehay Asrat,A+,Female,https://www.youtube.com/@matiyas555,Spaced Repetition,18,Night,English/Amharic,Drew diagrams
Tewodros Worku,A+,Female,https://www.youtube.com/@DirreeBarnootaa,Flashcards,10,Afternoon,English/Amharic,Drew diagrams
Dawit Fentaw,A,Female,https://www.youtube.com/@Campushandout,Spaced Repetition,14,Afternoon,English/Amharic,Drew diagrams
Temesgen Asrat,A+,Male,https://www.youtube.com/@EthioPractical,Practice Quizzes,5,Afternoon,English/Amharic,Focused on documentaries
Abel Assefa,A,Female,https://www.youtube.com/@abjtube1,Group Study,6,Night,English/Amharic,Used Anki flashcards
Temesgen Zinabu,A+,Male,https://www.youtube.com/@uniqueABEL,Video Summaries,11,Evening,English/Amharic,Used Anki flashcards
Frehiwot Hailu,A+,Male,https://www.youtube.com/@uniqueABEL,Self-Testing,6,Night,English/Amharic,Color-coded notes
Ruth Abebe,A+,Female,https://www.youtube.com/@uniqueABEL,Self-Testing,9,Afternoon,English/Amharic,Color-coded notes
Mulugeta Assefa,A+,Male,https://www.youtube.com/@Fretube1,Peer Teaching,13,Morning,English/Amharic,Timed simulations
Senait weldehawaryat,A+,Female,https://www.youtube.com/@DirreeBarnootaa,Video Summaries,5,Evening,English/Amharic,Used Anki flashcards
Bethel Jenberu,A+,Male,https://www.youtube.com/@abjtube1,Flashcards,12,Night,English/Amharic,Color-coded notes
Abebe Fentaw,A+,Male,https://www.youtube.com/@Academic44,Practice Quizzes,12,Afternoon,English/Amharic,Practiced past exams
Rahel Worku,A+,Female,https://www.youtube.com/@Academic44,Peer Teaching,17,Afternoon,English/Amharic,Timed simulations
Bela Assefa,A+,Male,https://www.youtube.com/@ETHIOPIAN_BRIGHT_MEDIA,Video Summaries,6,Afternoon,English/Amharic,Joined online study groups
Abel Abebe,A,Male,https://www.youtube.com/@ETHIOPIAN_BRIGHT_MEDIA,Group Study,8,Night,English/Amharic,Wrote summaries
Frehiwot Worku,A+,Male,https://www.youtube.com/@abjtube1,Practice Quizzes,7,Night,English/Amharic,Practiced past exams
Yared Asrat,A+,Female,https://www.youtube.com/@EthioPractical,Group Study,10,Afternoon,English/Amharic,Wrote summaries
Marta Worku,A,Male,https://www.youtube.com/@Fretube1,Group Study,18,Afternoon,English/Amharic,Timed simulations
Bela Worku,A+,Male,https://www.youtube.com/@ETHIOPIAN_BRIGHT_MEDIA,Peer Teaching,9,Night,English/Amharic,Joined online study groups
Samuel Shimuye,A+,Male,https://www.youtube.com/@Fretube1,Self-Testing,10,Evening,English/Amharic,Wrote summaries
Jemal Asrat,A+,Female,https://www.youtube.com/@GetawOfficial,Flashcards,14,Afternoon,English/Amharic,Practiced past exams
Marta Abebe,A+,Male,https://www.youtube.com/@DirreeBarnootaa,Group Study,19,Morning,English/Amharic,Timed simulations
Eden Shimuye,A+,Male,https://www.youtube.com/@Fretube1,Self-Testing,7,Evening,English/Amharic,Practiced past exams
Bethel Asrat,A+,Male,https://www.youtube.com/@abjtube1,Mind Mapping,15,Morning,English/Amharic,Color-coded notes
Kassa Amare,A,Male,https://www.youtube.com/@uniqueABEL,Spaced Repetition,5,Morning,English/Amharic,Drew diagrams
Yared Mekonnen,A+,Male,https://www.youtube.com/@Campushandout,Peer Teaching,13,Morning,English/Amharic,Practiced past exams
Yemesrach weldehawaryat,A+,Male,https://www.youtube.com/@Academic44,Practice Quizzes,15,Night,English/Amharic,Color-coded notes
Seyoum Jenberu,A,Female,https://www.youtube.com/@uniqueABEL,Practice Quizzes,6,Morning,English/Amharic,Color-coded notes
Abiy Mekonnen,A+,Female,https://www.youtube.com/@Campushandout,Mind Mapping,18,Afternoon,English/Amharic,Color-coded notes
Dawit Abebe,A,Male,https://www.youtube.com/@Academic44,Practice Quizzes,14,Afternoon,English/Amharic,Color-coded notes
Zelalem Getachew,A+,Male,https://www.youtube.com/@Academic44,Mind Mapping,11,Morning,English/Amharic,Wrote summaries
Meklit Tesfaye,A,Male,https://www.youtube.com/@uniqueABEL,Video Summaries,13,Evening,English/Amharic,Joined online study groups
Selamawit Fentaw,A+,Male,https://www.youtube.com/@uniqueABEL,Mind Mapping,7,Night,English/Amharic,Wrote summaries
Ephrem Girma,A+,Female,https://www.youtube.com/@ETHIOPIAN_BRIGHT_MEDIA,Flashcards,10,Morning,English/Amharic,Analyzed case studies
Sewit Mekonnen,A,Male,https://www.youtube.com/@Campushandout,Case Studies,9,Evening,English/Amharic,Color-coded notes
Fikirte Mekonnen,A+,Male,https://www.youtube.com/@GetawOfficial,Peer Teaching,15,Afternoon,English/Amharic,Focused on documentaries
Selamawit Hailu,A+,Male,https://www.youtube.com/@matiyas555,Self-Testing,6,Morning,English/Amharic,Color-coded notes
Yemesrach Hailu,A,Female,https://www.youtube.com/@uniqueABEL,Case Studies,5,Afternoon,English/Amharic,Color-coded notes
Tigist Girma,A+,Female,https://www.youtube.com/@Ethioeduc,Case Studies,13,Afternoon,English/Amharic,Drew diagrams
Kebede Girma,A+,Female,https://www.youtube.com/@abjtube1,Case Studies,9,Evening,English/Amharic,Drew diagrams
Senait Shimuye,A+,Female,https://www.youtube.com/@abjtube1,Spaced Repetition,9,Morning,English/Amharic,Drew diagrams
Hana Shimuye,A,Male,https://www.youtube.com/@Ethioeduc,Video Summaries,15,Night,English/Amharic,Focused on documentaries
Hana Tadesse,A+,Male,https://www.youtube.com/@Fretube1,Spaced Repetition,14,Morning,English/Amharic,Focused on documentaries
Kebede Abebe,A,Female,https://www.youtube.com/@DirreeBarnootaa,Flashcards,15,Night,English/Amharic,Practiced past exams
Abebe weldehawaryat,A+,Female,https://www.youtube.com/@Academic44,Group Study,10,Afternoon,English/Amharic,Joined online study groups
Bela Kebede,A+,Male,https://www.youtube.com/@DirreeBarnootaa,Peer Teaching,15,Morning,English/Amharic,Focused on documentaries
Eden Getachew,A,Male,https://www.youtube.com/@uniqueABEL,Spaced Repetition,5,Morning,English/Amharic,Wrote summaries
Mekonnen Amare,A,Female,https://www.youtube.com/@GetawOfficial,Practice Quizzes,18,Afternoon,English/Amharic,Focused on documentaries
Hana Fentaw,A,Male,https://www.youtube.com/@EthioPractical,Spaced Repetition,17,Morning,English/Amharic,Timed simulations
Abiy Hailu,A+,Female,https://www.youtube.com/@DirreeBarnootaa,Group Study,19,Morning,English/Amharic,Used Anki flashcards
Marta Assefa,A+,Female,https://www.youtube.com/@uniqueABEL,Self-Testing,6,Morning,English/Amharic,Timed simulations
Kidane Worku,A,Female,https://www.youtube.com/@Academic44,Spaced Repetition,11,Afternoon,English/Amharic,Joined online study groups
Yemesrach Amare,A,Male,https://www.youtube.com/@Academic44,Self-Testing,7,Night,English/Amharic,Wrote summaries
Marta Mekonnen,A+,Female,https://www.youtube.com/@Academic44,Practice Quizzes,6,Evening,English/Amharic,Analyzed case studies
Tigist Girma,A+,Male,https://www.youtube.com/@abjtube1,Practice Quizzes,9,Evening,English/Amharic,Wrote summaries
Yared Hailu,A+,Female,https://www.youtube.com/@Campushandout,Peer Teaching,17,Afternoon,English/Amharic,Timed simulations
Nahom Mekonnen,A+,Male,https://www.youtube.com/@Fretube1,Mind Mapping,11,Evening,English/Amharic,Focused on documentaries
Kiros Tadesse,A+,Female,https://www.youtube.com/@DirreeBarnootaa,Case Studies,18,Night,English/Amharic,Used Anki flashcards
Mihret Hailu,A+,Female,https://www.youtube.com/@Ethioeduc,Self-Testing,19,Evening,English/Amharic,Practiced past exams
Frehiwot Abebe,A,Male,https://www.youtube.com/@uniqueABEL,Mind Mapping,8,Afternoon,English/Amharic,Joined online study groups
Bethel Seid,A,Female,https://www.youtube.com/@Ethioeduc,Spaced Repetition,13,Night,English/Amharic,Practiced past exams
Hana Assefa,A+,Male,https://www.youtube.com/@matiyas555,Case Studies,12,Evening,English/Amharic,Wrote summaries
Kalkidan Tadesse,A+,Male,https://www.youtube.com/@ETHIOPIAN_BRIGHT_MEDIA,Peer Teaching,15,Night,English/Amharic,Practiced past exams
Mihret Fentaw,A+,Female,https://www.youtube.com/@EthioPractical,Mind Mapping,13,Afternoon,English/Amharic,Timed simulations
Selamawit Lemma,A+,Female,https://www.youtube.com/@Academic44,Spaced Repetition,13,Evening,English/Amharic,Practiced past exams
Mekonnen Tesfaye,A+,Female,https://www.youtube.com/@Campushandout,Group Study,7,Night,English/Amharic,Color-coded notes
Alem Tadesse,A,Male,https://www.youtube.com/@Ethioeduc,Self-Testing,8,Afternoon,English/Amharic,Joined online study groups
Girmay Asrat,A+,Male,https://www.youtube.com/@EthioPractical,Self-Testing,7,Morning,English/Amharic,Focused on documentaries
Hana Shimuye,A+,Female,https://www.youtube.com/@Ethioeduc,Flashcards,15,Evening,English/Amharic,Focused on documentaries
Kassa Worku,A,Male,https://www.youtube.com/@GetawOfficial,Mind Mapping,10,Morning,English/Amharic,Joined online study groups
Nahom Jenberu,A,Male,https://www.youtube.com/@DirreeBarnootaa,Practice Quizzes,12,Night,English/Amharic,Focused on documentaries
Atnafu Tadesse,A,Female,https://www.youtube.com/@uniqueABEL,Practice Quizzes,12,Night,English/Amharic,Used Anki flashcards
Sewit Zinabu,A,Male,https://www.youtube.com/@Ethioeduc,Flashcards,14,Night,English/Amharic,Drew diagrams
Birtukan Assefa,A+,Female,https://www.youtube.com/@Ethioeduc,Practice Quizzes,19,Evening,English/Amharic,Joined online study groups
Kiros Amare,A,Female,https://www.youtube.com/@abjtube1,Case Studies,6,Night,English/Amharic,Used Anki flashcards
Jemal Jenberu,A,Female,https://www.youtube.com/@uniqueABEL,Practice Quizzes,10,Evening,English/Amharic,Analyzed case studies
Abel Zinabu,A+,Male,https://www.youtube.com/@GetawOfficial,Video Summaries,8,Night,English/Amharic,Practiced past exams
Dawit Jenberu,A+,Male,https://www.youtube.com/@Fretube1,Video Summaries,5,Afternoon,English/Amharic,Wrote summaries
Senait Mekonnen,A+,Male,https://www.youtube.com/@ETHIOPIAN_BRIGHT_MEDIA,Practice Quizzes,8,Morning,English/Amharic,Analyzed case studies
Mihret Asrat,A+,Male,https://www.youtube.com/@DirreeBarnootaa,Case Studies,14,Afternoon,English/Amharic,Focused on documentaries
Mihret Kebede,A+,Male,https://www.youtube.com/@Ethioeduc,Case Studies,19,Evening,English/Amharic,Practiced past exams
Seyoum Getachew,A+,Female,https://www.youtube.com/@matiyas555,Practice Quizzes,5,Afternoon,English/Amharic,Wrote summaries
Sifan Worku,A+,Male,https://www.youtube.com/@ETHIOPIAN_BRIGHT_MEDIA,Video Summaries,7,Morning,English/Amharic,Joined online study groups
Selamawit Abebe,A,Female,https://www.youtube.com/@abjtube1,Practice Quizzes,5,Morning,English/Amharic,Wrote summaries
Hana Mekonnen,A+,Female,https://www.youtube.com/@EthioPractical,Group Study,16,Afternoon,English/Amharic,Timed simulations
Tigist weldehawaryat,A+,Female,https://www.youtube.com/@abjtube1,Peer Teaching,11,Evening,English/Amharic,Joined online study groups
Kassa Tesfaye,A,Male,https://www.youtube.com/@Ethioeduc,Case Studies,5,Afternoon,English/Amharic,Practiced past exams
Fikirte Zinabu,A,Male,https://www.youtube.com/@matiyas555,Video Summaries,9,Morning,English/Amharic,Focused on documentaries
Kassa weldehawaryat,A,Male,https://www.youtube.com/@Campushandout,Group Study,9,Afternoon,English/Amharic,Focused on documentaries
Zelalem Worku,A+,Female,https://www.youtube.com/@EthioPractical,Self-Testing,5,Night,English/Amharic,Drew diagrams
Jemal weldehawaryat,A+,Male,https://www.youtube.com/@uniqueABEL,Self-Testing,5,Night,English/Amharic,Timed simulations
Zelalem Worku,A+,Female,https://www.youtube.com/@ETHIOPIAN_BRIGHT_MEDIA,Spaced Repetition,14,Night,English/Amharic,Focused on documentaries
Bela Getachew,A+,Male,https://www.youtube.com/@Campushandout,Peer Teaching,14,Afternoon,English/Amharic,Analyzed case studies
Tewodros Lemma,A+,Female,https://www.youtube.com/@Fretube1,Mind Mapping,19,Afternoon,English/Amharic,Analyzed case studies
Marta Jenberu,A+,Male,https://www.youtube.com/@DirreeBarnootaa,Video Summaries,13,Afternoon,English/Amharic,Timed simulations
Abebe Zinabu,A+,Female,https://www.youtube.com/@uniqueABEL,Mind Mapping,16,Afternoon,English/Amharic,Practiced past exams
Abiy Amare,A+,Female,https://www.youtube.com/@ETHIOPIAN_BRIGHT_MEDIA,Video Summaries,14,Afternoon,English/Amharic,Color-coded notes
