Name,Grade,Gender,Recommended Channel/Link,Learning Strategy,Study Hours Per Week,Preferred Study Time,Language of Instruction,Additional Notes
Marta Kebede,A+,Male,https://www.youtube.com/@Nerdslesson,Peer Teaching,17,Night,English/Amharic,Analyzed case studies
Zelalem Getachew,A+,Female,https://www.youtube.com/@Snyksec,Flashcards,10,Night,English/Amharic,Practiced past exams
Lidia Asrat,A,Male,https://www.youtube.com/@FlippedClassrooms,Self-Testing,11,Afternoon,English/Amharic,Used Anki flashcards
Meklit Tadesse,A+,Male,https://www.youtube.com/@QAFox,Group Study,15,Morning,English/Amharic,Joined online study groups
Kiros Fentaw,A,Female,https://www.youtube.com/@programmingwithmosh,Video Summaries,12,Morning,English/Amharic,Practiced past exams
Marta Jenberu,A,Female,https://www.coursera.org/learn/packt-fundamentals-of-secure-software-dqsu3,Case Studies,6,Evening,English/Amharic,Used Anki flashcards
Girmay Jenberu,A+,Male,https://www.youtube.com/@edurekaIN,Mind Mapping,6,Night,English/Amharic,Drew diagrams
Tsehay Assefa,A,Male,https://www.youtube.com/@SimplilearnOfficial,Mind Mapping,9,Night,English/Amharic,Drew diagrams
Mihret Kebede,A,Female,https://www.youtube.com/@programmingwithmosh,Spaced Repetition,19,Afternoon,English/Amharic,Wrote summaries
KedirTewodros Getachew,A+,Male,https://www.youtube.com/@edurekaIN,Self-Testing,16,Evening,English/Amharic,Drew diagrams
Nahom Tesfaye,A+,Male,https://www.youtube.com/@anasalmajali6797,Practice Quizzes,14,Evening,English/Amharic,Color-coded notes
Tigist Amare,A,Male,https://www.youtube.com/@codeflakes7658,Case Studies,6,Night,English/Amharic,Used Anki flashcards
Samuel Mekonnen,A+,Female,https://www.youtube.com/@nesoacademy,Practice Quizzes,11,Night,English/Amharic,Timed simulations
Abiy Jenberu,A,Female,https://www.coursera.org/learn/packt-fundamentals-of-secure-software-dqsu3,Flashcards,9,Night,English/Amharic,Analyzed case studies
Yohannes Zinabu,A,Female,https://www.youtube.com/@SimplilearnOfficial,Peer Teaching,12,Afternoon,English/Amharic,Wrote summaries
Kiros Asrat,A+,Female,https://www.youtube.com/@QAFox,Group Study,8,Afternoon,English/Amharic,Color-coded notes
Kebede Tesfaye,A+,Female,https://www.coursera.org/learn/packt-fundamentals-of-secure-software-dqsu3,Mind Mapping,6,Afternoon,English/Amharic,Color-coded notes
Nahom Zinabu,A,Female,https://www.youtube.com/@edurekaIN,Flashcards,8,Night,English/Amharic,Wrote summaries
Dawit Tesfaye,A+,Male,https://www.youtube.com/@FlippedClassrooms,Practice Quizzes,10,Evening,English/Amharic,Drew diagrams
Jemal Lemma,A+,Male,https://www.youtube.com/@QAFox,Group Study,15,Evening,English/Amharic,Focused on documentaries
Senait Abebe,A+,Female,https://www.youtube.com/@edurekaIN,Flashcards,16,Morning,English/Amharic,Color-coded notes
Sofia Tesfaye,A+,Female,https://www.youtube.com/@edurekaIN,Flashcards,10,Evening,English/Amharic,Timed simulations
Girmay Jenberu,A+,Male,https://www.youtube.com/@SimplilearnOfficial,Spaced Repetition,8,Evening,English/Amharic,Joined online study groups
Mihret Abebe,A,Female,https://www.youtube.com/@InformationSecurityAwareness,Self-Testing,14,Evening,English/Amharic,Drew diagrams
Mohammed weldehawaryat,A,Female,https://www.youtube.com/@QAFox,Case Studies,6,Evening,English/Amharic,Focused on documentaries
Marta Jenberu,A+,Male,https://www.youtube.com/@programmingwithmosh,Video Summaries,11,Morning,English/Amharic,Analyzed case studies
Marta Tesfaye,A,Female,https://www.geeksforgeeks.org/what-is-software-security-definition-and-best-practice/,Case Studies,13,Night,English/Amharic,Practiced past exams
Meklit weldehawaryat,A+,Female,https://www.coursera.org/learn/packt-fundamentals-of-secure-software-dqsu3,Practice Quizzes,11,Evening,English/Amharic,Focused on documentaries
Chala Fentaw,A+,Male,https://www.coursera.org/learn/packt-fundamentals-of-secure-software-dqsu3,Video Summaries,14,Afternoon,English/Amharic,Drew diagrams
Marta Shimuye,A+,Female,https://www.youtube.com/@programmingwithmosh,Flashcards,5,Night,English/Amharic,Joined online study groups
Abebe Hailu,A+,Female,https://www.youtube.com/@QAFox,Peer Teaching,18,Evening,English/Amharic,Color-coded notes
Ruth Seid,A+,Female,https://www.youtube.com/@nesoacademy,Practice Quizzes,5,Night,English/Amharic,Color-coded notes
Bethel Assefa,A,Female,https://www.youtube.com/@Nerdslesson,Self-Testing,16,Morning,English/Amharic,Used Anki flashcards
Meklit Worku,A,Female,https://www.youtube.com/@QAFox,Self-Testing,12,Morning,English/Amharic,Joined online study groups
Meklit Seid,A+,Female,https://www.youtube.com/@freecodecamp,Video Summaries,17,Evening,English/Amharic,Color-coded notes
Eden Seid,A,Female,https://www.youtube.com/@Snyksec,Flashcards,19,Morning,English/Amharic,Practiced past exams
KedirTewodros Hailu,A,Female,https://www.youtube.com/@freecodecamp,Case Studies,8,Morning,English/Amharic,Joined online study groups
Tsehay Shimuye,A+,Female,https://www.youtube.com/@InformationSecurityAwareness,Peer Teaching,19,Afternoon,English/Amharic,Color-coded notes
Mihret Abebe,A+,Male,https://www.youtube.com/@anasalmajali6797,Group Study,11,Afternoon,English/Amharic,Used Anki flashcards
Bethel Hailu,A,Female,https://www.youtube.com/@edurekaIN,Spaced Repetition,17,Evening,English/Amharic,Joined online study groups
Eden Tesfaye,A+,Female,https://www.youtube.com/@nesoacademy,Mind Mapping,17,Evening,English/Amharic,Focused on documentaries
Seyoum Jenberu,A+,Male,https://www.youtube.com/@nesoacademy,Mind Mapping,7,Morning,English/Amharic,Analyzed case studies
Sofia Mekonnen,A+,Male,https://www.youtube.com/@codeflakes7658,Peer Teaching,13,Morning,English/Amharic,Timed simulations
Belay Shimuye,A+,Female,https://www.youtube.com/@SimplilearnOfficial,Spaced Repetition,7,Night,English/Amharic,Practiced past exams
Rahel Jenberu,A+,Female,https://www.youtube.com/@Nerdslesson,Flashcards,16,Morning,English/Amharic,Analyzed case studies
Abel Tesfaye,A,Male,https://www.youtube.com/@edurekaIN,Peer Teaching,13,Afternoon,English/Amharic,Color-coded notes
Marta Kebede,A,Male,https://www.youtube.com/@SimplilearnOfficial,Self-Testing,11,Night,English/Amharic,Practiced past exams
Zewditu Worku,A,Male,https://www.youtube.com/@SimplilearnOfficial,Self-Testing,8,Evening,English/Amharic,Joined online study groups
Belay Seid,A+,Male,https://www.youtube.com/@freecodecamp,Case Studies,18,Evening,English/Amharic,Joined online study groups
Seyoum Asrat,A+,Male,https://www.youtube.com/@FlippedClassrooms,Self-Testing,14,Afternoon,English/Amharic,Used Anki flashcards
Hagos Amare,A+,Female,https://www.youtube.com/@nesoacademy,Self-Testing,6,Evening,English/Amharic,Focused on documentaries
KedirTewodros Assefa,A,Female,https://www.geeksforgeeks.org/what-is-software-security-definition-and-best-practice/,Spaced Repetition,10,Night,English/Amharic,Used Anki flashcards
Dawit Tadesse,A+,Female,https://www.youtube.com/@FlippedClassrooms,Practice Quizzes,17,Night,English/Amharic,Drew diagrams
Driba Shimuye,A+,Male,https://www.coursera.org/learn/packt-fundamentals-of-secure-software-dqsu3,Practice Quizzes,17,Morning,English/Amharic,Focused on documentaries
Bethel weldehawaryat,A,Male,https://www.youtube.com/@Nerdslesson,Spaced Repetition,7,Morning,English/Amharic,Timed simulations
Marta Abebe,A,Female,https://www.youtube.com/@nesoacademy,Flashcards,10,Morning,English/Amharic,Joined online study groups
Belay Tesfaye,A+,Male,https://www.youtube.com/@InformationSecurityAwareness,Self-Testing,5,Afternoon,English/Amharic,Used Anki flashcards
Sewit Tesfaye,A+,Male,https://www.youtube.com/@programmingwithmosh,Group Study,10,Night,English/Amharic,Wrote summaries
Bethel weldehawaryat,A,Female,https://www.youtube.com/@nesoacademy,Group Study,14,Night,English/Amharic,Focused on documentaries
Bethel Assefa,A+,Female,https://www.youtube.com/@programmingwithmosh,Video Summaries,19,Morning,English/Amharic,Timed simulations
Kiros Tadesse,A+,Male,https://www.geeksforgeeks.org/what-is-software-security-definition-and-best-practice/,Practice Quizzes,17,Afternoon,English/Amharic,Focused on documentaries
Zelalem Assefa,A+,Female,https://www.youtube.com/@nesoacademy,Group Study,18,Afternoon,English/Amharic,Joined online study groups
Kiros Abebe,A+,Male,https://www.youtube.com/@edurekaIN,Flashcards,14,Evening,English/Amharic,Timed simulations
Mulat Jenberu,A+,Female,https://www.youtube.com/@Snyksec,Practice Quizzes,19,Morning,English/Amharic,Joined online study groups
Kebede Lemma,A+,Male,https://www.youtube.com/@freecodecamp,Video Summaries,7,Morning,English/Amharic,Analyzed case studies
Girmay Assefa,A+,Male,https://www.youtube.com/@edurekaIN,Flashcards,18,Morning,English/Amharic,Used Anki flashcards
Zelalem Tadesse,A+,Female,https://www.youtube.com/@edurekaIN,Spaced Repetition,12,Night,English/Amharic,Focused on documentaries
Bethel weldehawaryat,A,Female,https://www.youtube.com/@InformationSecurityAwareness,Video Summaries,10,Evening,English/Amharic,Focused on documentaries
Eden Abebe,A+,Male,https://www.coursera.org/learn/packt-fundamentals-of-secure-software-dqsu3,Self-Testing,5,Night,English/Amharic,Analyzed case studies
Hana Assefa,A+,Female,https://www.youtube.com/@programmingwithmosh,Practice Quizzes,11,Afternoon,English/Amharic,Focused on documentaries
Hagos Mekonnen,A+,Female,https://www.youtube.com/@programmingwithmosh,Practice Quizzes,19,Afternoon,English/Amharic,Practiced past exams
Hagos Abebe,A+,Female,https://www.coursera.org/learn/packt-fundamentals-of-secure-software-dqsu3,Case Studies,14,Evening,English/Amharic,Used Anki flashcards
KedirTewodros Kebede,A+,Male,https://www.youtube.com/@nesoacademy,Spaced Repetition,16,Night,English/Amharic,Wrote summaries
KedirTewodros Getachew,A+,Female,https://www.geeksforgeeks.org/what-is-software-security-definition-and-best-practice/,Practice Quizzes,19,Morning,English/Amharic,Analyzed case studies
Nahom Asrat,A,Female,https://www.youtube.com/@anasalmajali6797,Group Study,8,Night,English/Amharic,Timed simulations
Mohammed Tesfaye,A+,Female,https://www.youtube.com/@InformationSecurityAwareness,Practice Quizzes,7,Morning,English/Amharic,Joined online study groups
Rahel Shimuye,A,Male,https://www.youtube.com/@QAFox,Spaced Repetition,9,Morning,English/Amharic,Focused on documentaries
Marta Girma,A,Male,https://www.youtube.com/@Snyksec,Self-Testing,19,Morning,English/Amharic,Drew diagrams
Mekonnen Asrat,A+,Male,https://www.youtube.com/@edurekaIN,Peer Teaching,5,Night,English/Amharic,Used Anki flashcards
Seyoum Worku,A+,Female,https://www.youtube.com/@QAFox,Case Studies,18,Night,English/Amharic,Focused on documentaries
Atnafu Girma,A,Male,https://www.youtube.com/@Nerdslesson,Practice Quizzes,19,Evening,English/Amharic,Focused on documentaries
Hagos Tesfaye,A,Female,https://www.youtube.com/@Snyksec,Case Studies,9,Night,English/Amharic,Analyzed case studies
Ephrem Amare,A,Female,https://www.youtube.com/@FlippedClassrooms,Self-Testing,5,Morning,English/Amharic,Practiced past exams
Yemesrach Kebede,A,Male,https://www.geeksforgeeks.org/what-is-software-security-definition-and-best-practice/,Mind Mapping,19,Night,English/Amharic,Drew diagrams
Genet Worku,A+,Male,https://www.youtube.com/@FlippedClassrooms,Practice Quizzes,14,Morning,English/Amharic,Joined online study groups
Selamawit Getachew,A,Male,https://www.geeksforgeeks.org/what-is-software-security-definition-and-best-practice/,Video Summaries,9,Morning,English/Amharic,Used Anki flashcards
Sewit Lemma,A,Female,https://www.youtube.com/@anasalmajali6797,Group Study,11,Morning,English/Amharic,Analyzed case studies
Mohammed Fentaw,A,Male,https://www.youtube.com/@anasalmajali6797,Group Study,19,Afternoon,English/Amharic,Focused on documentaries
Tigist Asrat,A+,Female,https://www.youtube.com/@QAFox,Spaced Repetition,18,Night,English/Amharic,Drew diagrams
Zelalem Getachew,A+,Female,https://www.youtube.com/@nesoacademy,Practice Quizzes,17,Night,English/Amharic,Joined online study groups
Selamawit Kebede,A+,Male,https://www.youtube.com/@anasalmajali6797,Spaced Repetition,16,Evening,English/Amharic,Used Anki flashcards
Marta Girma,A,Male,https://www.coursera.org/learn/packt-fundamentals-of-secure-software-dqsu3,Peer Teaching,17,Evening,English/Amharic,Color-coded notes
Kiros Lemma,A,Female,https://www.youtube.com/@freecodecamp,Case Studies,14,Night,English/Amharic,Focused on documentaries
Abel weldehawaryat,A+,Male,https://www.youtube.com/@freecodecamp,Self-Testing,5,Morning,English/Amharic,Wrote summaries
Hagos Tesfaye,A,Male,https://www.youtube.com/@freecodecamp,Mind Mapping,18,Morning,English/Amharic,Wrote summaries
Samuel Zinabu,A,Male,https://www.youtube.com/@SimplilearnOfficial,Spaced Repetition,12,Night,English/Amharic,Drew diagrams
Yared weldehawaryat,A+,Male,https://www.coursera.org/learn/packt-fundamentals-of-secure-software-dqsu3,Practice Quizzes,9,Morning,English/Amharic,Joined online study groups
Zewditu Girma,A+,Female,https://www.youtube.com/@Snyksec,Self-Testing,6,Night,English/Amharic,Wrote summaries
Driba weldehawaryat,A,Male,https://www.geeksforgeeks.org/what-is-software-security-definition-and-best-practice/,Video Summaries,5,Evening,English/Amharic,Used Anki flashcards
Yemesrach Jenberu,A+,Male,https://www.youtube.com/@InformationSecurityAwareness,Flashcards,12,Night,English/Amharic,Color-coded notes
Driba Fentaw,A+,Male,https://www.youtube.com/@Nerdslesson,Practice Quizzes,12,Afternoon,English/Amharic,Practiced past exams
Hana Worku,A+,Female,https://www.coursera.org/learn/packt-fundamentals-of-secure-software-dqsu3,Case Studies,15,Night,English/Amharic,Drew diagrams
Kiros Assefa,A+,Male,https://www.coursera.org/learn/packt-fundamentals-of-secure-software-dqsu3,Peer Teaching,10,Afternoon,English/Amharic,Joined online study groups
Birtukan Abebe,A,Male,https://www.youtube.com/@anasalmajali6797,Group Study,8,Night,English/Amharic,Wrote summaries
KedirTewodros Worku,A+,Male,https://www.youtube.com/@InformationSecurityAwareness,Practice Quizzes,7,Night,English/Amharic,Practiced past exams
Marta Asrat,A+,Female,https://www.youtube.com/@programmingwithmosh,Group Study,10,Afternoon,English/Amharic,Wrote summaries
Tsehay Worku,A,Male,https://www.youtube.com/@FlippedClassrooms,Group Study,18,Afternoon,English/Amharic,Timed simulations
Kiros Worku,A+,Male,https://www.youtube.com/@FlippedClassrooms,Peer Teaching,8,Morning,English/Amharic,Wrote summaries
Girmay weldehawaryat,A+,Male,https://www.youtube.com/@FlippedClassrooms,Self-Testing,10,Evening,English/Amharic,Wrote summaries
Fikirte Asrat,A+,Female,https://www.youtube.com/@freecodecamp,Flashcards,14,Afternoon,English/Amharic,Practiced past exams
Tsehay Abebe,A+,Male,https://www.youtube.com/@SimplilearnOfficial,Group Study,19,Morning,English/Amharic,Timed simulations
Sewit Zinabu,A,Male,https://www.youtube.com/@freecodecamp,Self-Testing,7,Evening,English/Amharic,Practiced past exams
Yemesrach Asrat,A+,Male,https://www.youtube.com/@InformationSecurityAwareness,Mind Mapping,15,Morning,English/Amharic,Color-coded notes
Mulugeta Amare,A,Male,https://www.youtube.com/@codeflakes7658,Spaced Repetition,5,Morning,English/Amharic,Drew diagrams
Marta Mekonnen,A+,Male,https://www.youtube.com/@edurekaIN,Peer Teaching,13,Morning,English/Amharic,Practiced past exams
Mulat weldehawaryat,A+,Male,https://www.geeksforgeeks.org/what-is-software-security-definition-and-best-practice/,Case Studies,7,Evening,English/Amharic,Wrote summaries
Zewditu Jenberu,A,Female,https://www.youtube.com/@codeflakes7658,Practice Quizzes,6,Morning,English/Amharic,Color-coded notes
Mekonnen Mekonnen,A+,Female,https://www.youtube.com/@edurekaIN,Mind Mapping,18,Afternoon,English/Amharic,Color-coded notes
Sofia Abebe,A,Male,https://www.youtube.com/@Nerdslesson,Practice Quizzes,14,Afternoon,English/Amharic,Color-coded notes
Jemal Getachew,A+,Male,https://www.youtube.com/@Nerdslesson,Mind Mapping,11,Morning,English/Amharic,Wrote summaries
Meklit Tesfaye,A,Male,https://www.geeksforgeeks.org/what-is-software-security-definition-and-best-practice/,Group Study,10,Morning,English/Amharic,Joined online study groups
Mohammed Fentaw,A+,Male,https://www.youtube.com/@codeflakes7658,Mind Mapping,7,Night,English/Amharic,Wrote summaries
Kalkidan Girma,A+,Female,https://www.youtube.com/@anasalmajali6797,Flashcards,10,Morning,English/Amharic,Analyzed case studies
Kebede Mekonnen,A,Male,https://www.youtube.com/@edurekaIN,Case Studies,9,Evening,English/Amharic,Color-coded notes
Belay Mekonnen,A+,Male,https://www.youtube.com/@freecodecamp,Peer Teaching,15,Afternoon,English/Amharic,Focused on documentaries
Mohammed Hailu,A+,Male,https://www.youtube.com/@QAFox,Self-Testing,6,Morning,English/Amharic,Color-coded notes
Abiy Hailu,A,Female,https://www.coursera.org/learn/packt-fundamentals-of-secure-software-dqsu3,Group Study,15,Afternoon,English/Amharic,Analyzed case studies
Mihret Jenberu,A+,Male,https://www.coursera.org/learn/packt-fundamentals-of-secure-software-dqsu3,Self-Testing,12,Afternoon,English/Amharic,Timed simulations
Driba Zinabu,A,Male,https://www.coursera.org/learn/packt-fundamentals-of-secure-software-dqsu3,Peer Teaching,14,Afternoon,English/Amharic,Focused on documentaries
Tsehay Assefa,A,Female,https://www.youtube.com/@freecodecamp,Peer Teaching,13,Afternoon,English/Amharic,Focused on documentaries
Ephrem Assefa,A+,Female,https://www.youtube.com/@FlippedClassrooms,Case Studies,9,Afternoon,English/Amharic,Drew diagrams
Senait Lemma,A+,Female,https://www.youtube.com/@FlippedClassrooms,Self-Testing,9,Evening,English/Amharic,Used Anki flashcards
Marta Girma,A,Female,https://www.youtube.com/@QAFox,Spaced Repetition,7,Morning,English/Amharic,Practiced past exams
Zelalem Asrat,A,Female,https://www.youtube.com/@anasalmajali6797,Spaced Repetition,15,Evening,English/Amharic,Wrote summaries
Seyoum Getachew,A,Female,https://www.youtube.com/@QAFox,Video Summaries,9,Night,English/Amharic,Used Anki flashcards
Belay Worku,A,Male,https://www.youtube.com/@anasalmajali6797,Spaced Repetition,18,Evening,English/Amharic,Focused on documentaries
Yohannes Getachew,A,Male,https://www.youtube.com/@codeflakes7658,Spaced Repetition,5,Morning,English/Amharic,Wrote summaries
Temesgen Amare,A,Female,https://www.youtube.com/@freecodecamp,Practice Quizzes,18,Afternoon,English/Amharic,Focused on documentaries
Eden Fentaw,A,Male,https://www.youtube.com/@programmingwithmosh,Spaced Repetition,17,Morning,English/Amharic,Timed simulations
Marta Worku,A,Female,https://www.youtube.com/@codeflakes7658,Practice Quizzes,12,Evening,English/Amharic,Joined online study groups
Ephrem Assefa,A+,Female,https://www.youtube.com/@codeflakes7658,Self-Testing,6,Morning,English/Amharic,Timed simulations
Atnafu Worku,A,Female,https://www.youtube.com/@Nerdslesson,Spaced Repetition,11,Afternoon,English/Amharic,Joined online study groups
Mulat Amare,A,Male,https://www.youtube.com/@Nerdslesson,Self-Testing,7,Night,English/Amharic,Wrote summaries
Kidane Mekonnen,A+,Female,https://www.youtube.com/@Nerdslesson,Practice Quizzes,6,Evening,English/Amharic,Analyzed case studies
Ephrem Girma,A+,Male,https://www.youtube.com/@FlippedClassrooms,Mind Mapping,7,Morning,English/Amharic,Wrote summaries
Marta Hailu,A+,Female,https://www.youtube.com/@edurekaIN,Peer Teaching,17,Afternoon,English/Amharic,Timed simulations
Abel Mekonnen,A+,Male,https://www.youtube.com/@nesoacademy,Mind Mapping,11,Evening,English/Amharic,Focused on documentaries
Lidia Tadesse,A+,Female,https://www.youtube.com/@SimplilearnOfficial,Case Studies,18,Night,English/Amharic,Used Anki flashcards
Yared Hailu,A+,Female,https://www.youtube.com/@FlippedClassrooms,Self-Testing,14,Afternoon,English/Amharic,Timed simulations
Driba Assefa,A+,Male,https://www.youtube.com/@SimplilearnOfficial,Group Study,18,Afternoon,English/Amharic,Practiced past exams
Rahel Assefa,A,Male,https://www.youtube.com/@freecodecamp,Self-Testing,19,Morning,English/Amharic,Timed simulations
Mulugeta Kebede,A,Female,https://www.youtube.com/@freecodecamp,Flashcards,15,Night,English/Amharic,Drew diagrams
Driba Girma,A+,Female,https://www.geeksforgeeks.org/what-is-software-security-definition-and-best-practice/,Mind Mapping,13,Evening,English/Amharic,Practiced past exams
Sofia weldehawaryat,A+,Male,https://www.youtube.com/@QAFox,Flashcards,7,Morning,English/Amharic,Focused on documentaries
Marta Zinabu,A,Male,https://www.youtube.com/@codeflakes7658,Video Summaries,9,Morning,English/Amharic,Drew diagrams
Mekonnen Jenberu,A+,Female,https://www.youtube.com/@nesoacademy,Spaced Repetition,17,Evening,English/Amharic,Color-coded notes
Kidane Mekonnen,A+,Female,https://www.youtube.com/@SimplilearnOfficial,Practice Quizzes,10,Morning,English/Amharic,Wrote summaries
Mekonnen Zinabu,A+,Male,https://www.youtube.com/@InformationSecurityAwareness,Self-Testing,12,Evening,English/Amharic,Timed simulations
Mohammed Getachew,A+,Male,https://www.youtube.com/@codeflakes7658,Self-Testing,9,Evening,English/Amharic,Focused on documentaries
Mulugeta Worku,A,Male,https://www.youtube.com/@freecodecamp,Mind Mapping,10,Morning,English/Amharic,Joined online study groups
Abel Jenberu,A,Male,https://www.coursera.org/learn/packt-fundamentals-of-secure-software-dqsu3,Practice Quizzes,14,Evening,English/Amharic,Wrote summaries
Ruth Getachew,A+,Male,https://www.geeksforgeeks.org/what-is-software-security-definition-and-best-practice/,Spaced Repetition,10,Night,English/Amharic,Color-coded notes
Nahom weldehawaryat,A,Male,https://www.youtube.com/@programmingwithmosh,Self-Testing,17,Evening,English/Amharic,Timed simulations
Sewit Shimuye,A,Male,https://www.youtube.com/@QAFox,Case Studies,9,Evening,English/Amharic,Timed simulations
Zelalem Shimuye,A,Male,https://www.youtube.com/@freecodecamp,Case Studies,19,Afternoon,English/Amharic,Practiced past exams
Chala Girma,A+,Female,https://www.youtube.com/@Nerdslesson,Mind Mapping,17,Afternoon,English/Amharic,Used Anki flashcards
Fikirte Jenberu,A,Female,https://www.youtube.com/@FlippedClassrooms,Group Study,17,Evening,English/Amharic,Drew diagrams
Zewditu Amare,A+,Female,https://www.youtube.com/@InformationSecurityAwareness,Flashcards,17,Afternoon,English/Amharic,Practiced past exams
Tigist Kebede,A,Male,https://www.youtube.com/@edurekaIN,Video Summaries,5,Afternoon,English/Amharic,Drew diagrams
Meklit Mekonnen,A+,Female,https://www.geeksforgeeks.org/what-is-software-security-definition-and-best-practice/,Peer Teaching,15,Evening,English/Amharic,Practiced past exams
Eden Amare,A,Male,https://www.youtube.com/@QAFox,Practice Quizzes,15,Afternoon,English/Amharic,Analyzed case studies
Marta Getachew,A,Male,https://www.youtube.com/@anasalmajali6797,Spaced Repetition,7,Morning,English/Amharic,Timed simulations
Driba Worku,A+,Male,https://www.youtube.com/@programmingwithmosh,Peer Teaching,6,Evening,English/Amharic,Practiced past exams
Mulat Asrat,A,Male,https://www.coursera.org/learn/packt-fundamentals-of-secure-software-dqsu3,Group Study,16,Morning,English/Amharic,Joined online study groups
Mekonnen Seid,A+,Female,https://www.youtube.com/@QAFox,Practice Quizzes,13,Morning,English/Amharic,Color-coded notes
Meklit Lemma,A,Male,https://www.youtube.com/@SimplilearnOfficial,Spaced Repetition,13,Night,English/Amharic,Focused on documentaries
Hana Hailu,A+,Female,https://www.youtube.com/@FlippedClassrooms,Self-Testing,5,Morning,English/Amharic,Joined online study groups
Frehiwot Worku,A+,Female,https://www.youtube.com/@anasalmajali6797,Case Studies,7,Morning,English/Amharic,Joined online study groups
Mulugeta Tesfaye,A,Male,https://www.youtube.com/@Snyksec,Case Studies,5,Afternoon,English/Amharic,Practiced past exams
Belay Zinabu,A,Male,https://www.youtube.com/@FlippedClassrooms,Video Summaries,10,Morning,English/Amharic,Joined online study groups
Chala weldehawaryat,A,Male,https://www.youtube.com/@edurekaIN,Group Study,9,Afternoon,English/Amharic,Focused on documentaries
Jemal Worku,A+,Female,https://www.youtube.com/@programmingwithmosh,Self-Testing,5,Night,English/Amharic,Drew diagrams
Fikirte weldehawaryat,A+,Male,https://www.youtube.com/@codeflakes7658,Self-Testing,5,Night,English/Amharic,Timed simulations
Jemal Worku,A+,Female,https://www.youtube.com/@FlippedClassrooms,Peer Teaching,5,Afternoon,English/Amharic,Wrote summaries
