Name,Grade,Recommended Channel/Link,Learning Strategy,Study Hours Per Week,Preferred Study Time,Language of Instruction,Additional Notes
Marta Kebede,A+,https://www.youtube.com/@techaround4495,Case Studies,17,Evening,English/Amharic,Practiced past exams
Abel Amare,A,https://www.youtube.com/@ourNCTV,Mind Mapping,14,Morning,English/Amharic,Timed simulations
Sewit Lemma,A+,https://www.youtube.com/@seminartopics618,Case Studies,16,Morning,English/Amharic,Analyzed case studies
Kiros Abebe,A,https://www.youtube.com/@bengalinstituteoftechnolog7911,Peer Teaching,17,Morning,English/Amharic,Color-coded notes
Driba Lemma,A+,https://www.youtube.com/@bengalinstituteoftechnolog7911,Flashcards,5,Evening,English/Amharic,Wrote summaries
Hana Zinabu,A+,http://ndl.ethernet.edu.et/bitstream/123456789/90350/26/Seminar%20Topics%20and%20Assignments.pdf,Peer Teaching,16,Afternoon,English/Amharic,Analyzed case studies
Chala Tesfaye,A,http://ndl.ethernet.edu.et/bitstream/123456789/90350/26/Seminar%20Topics%20and%20Assignments.pdf,Group Study,5,Evening,English/Amharic,Used Anki flashcards
Chala Getachew,A+,https://www.youtube.com/@techaround4495,Flashcards,5,Morning,English/Amharic,Color-coded notes
Chala Hailu,A+,https://www.youtube.com/@ourNCTV,Case Studies,8,Evening,English/Amharic,Wrote summaries
Ephrem Lemma,A,https://www.youtube.com/@seminartopics618,Mind Mapping,10,Afternoon,English/Amharic,Used Anki flashcards
Yohannes Lemma,A+,https://www.youtube.com/@csittutorialsbyvrushali,Peer Teaching,16,Evening,English/Amharic,Practiced past exams
Zewditu Tesfaye,A+,https://www.youtube.com/@seminartopics618,Case Studies,8,Morning,English/Amharic,Used Anki flashcards
Ruth Amare,A+,http://ndl.ethernet.edu.et/bitstream/123456789/90350/26/Seminar%20Topics%20and%20Assignments.pdf,Self-Testing,13,Afternoon,English/Amharic,Analyzed case studies
Sifan Shimuye,A,https://www.youtube.com/@amaanfatimah,Self-Testing,8,Night,English/Amharic,Used Anki flashcards
Chala Abebe,A,https://www.youtube.com/@AI.Uncovered,Flashcards,15,Evening,English/Amharic,Timed simulations
Fikirte Tesfaye,A+,https://www.youtube.com/@csittutorialsbyvrushali,Peer Teaching,12,Afternoon,English/Amharic,Wrote summaries
Kiros Asrat,A+,https://www.youtube.com/@seminartopics618,Video Summaries,12,Night,English/Amharic,Color-coded notes
Kebede Tesfaye,A+,https://www.scribd.com/presentation/508582054/Introduction,Mind Mapping,6,Afternoon,English/Amharic,Color-coded notes
Nahom Zinabu,A,https://www.youtube.com/@seminartopics618,Spaced Repetition,18,Morning,English/Amharic,Practiced past exams
Frehiwot Amare,A+,http://ndl.ethernet.edu.et/bitstream/123456789/90350/26/Seminar%20Topics%20and%20Assignments.pdf,Practice Quizzes,10,Evening,English/Amharic,Drew diagrams
Jemal Lemma,A+,https://www.youtube.com/@csittutorialsbyvrushali,Video Summaries,12,Evening,English/Amharic,Focused on documentaries
Senait Abebe,A+,http://ndl.ethernet.edu.et/bitstream/123456789/90350/26/Seminar%20Topics%20and%20Assignments.pdf,Flashcards,16,Morning,English/Amharic,Color-coded notes
Sofia Tesfaye,A+,http://ndl.ethernet.edu.et/bitstream/123456789/90350/26/Seminar%20Topics%20and%20Assignments.pdf,Flashcards,10,Evening,English/Amharic,Timed simulations
Girmay Jenberu,A+,https://www.youtube.com/@csittutorialsbyvrushali,Spaced Repetition,8,Evening,English/Amharic,Joined online study groups
Mihret Abebe,A,https://www.scribd.com/presentation/508582054/Introduction,Self-Testing,14,Evening,English/Amharic,Drew diagrams
Mohammed weldehawaryat,A,https://www.scribd.com/presentation/508582054/Introduction,Video Summaries,11,Afternoon,English/Amharic,Focused on documentaries
Marta Jenberu,A+,https://www.youtube.com/@bengalinstituteoftechnolog7911,Video Summaries,11,Morning,English/Amharic,Analyzed case studies
Marta Tesfaye,A,https://www.youtube.com/@gazetteonline,Case Studies,13,Night,English/Amharic,Practiced past exams
Meklit weldehawaryat,A+,https://www.youtube.com/@csittutorialsbyvrushali,Case Studies,19,Night,English/Amharic,Focused on documentaries
Chala Fentaw,A+,https://www.youtube.com/@ourNCTV,Video Summaries,5,Night,English/Amharic,Drew diagrams
Hana Asrat,A,http://ndl.ethernet.edu.et/bitstream/123456789/90350/26/Seminar%20Topics%20and%20Assignments.pdf,Group Study,9,Night,English/Amharic,Joined online study groups
Driba Kebede,A+,https://www.youtube.com/@seminartopics618,Practice Quizzes,11,Night,English/Amharic,Practiced past exams
Nahom Tadesse,A+,https://www.youtube.com/@amaanfatimah,Practice Quizzes,5,Night,English/Amharic,Color-coded notes
Bethel Assefa,A,https://www.youtube.com/@techaround4495,Self-Testing,16,Morning,English/Amharic,Used Anki flashcards
Meklit Worku,A,https://www.youtube.com/@ourNCTV,Self-Testing,12,Morning,English/Amharic,Joined online study groups
Meklit Seid,A+,https://www.youtube.com/@AI.Uncovered,Video Summaries,17,Evening,English/Amharic,Color-coded notes
Eden Seid,A,https://www.youtube.com/@ourNCTV,Self-Testing,17,Afternoon,English/Amharic,Joined online study groups
Mekonnen Jenberu,A,https://www.youtube.com/@seminartopics618,Flashcards,16,Night,English/Amharic,Joined online study groups
Driba Kebede,A,https://www.youtube.com/@AI.Uncovered,Case Studies,14,Afternoon,English/Amharic,Drew diagrams
KedirTewodros Kebede,A,https://www.youtube.com/@amaanfatimah,Practice Quizzes,14,Night,English/Amharic,Used Anki flashcards
KedirTewodros Tadesse,A,https://www.youtube.com/@gazetteonline,Case Studies,6,Morning,English/Amharic,Practiced past exams
Mulugeta Hailu,A,http://ndl.ethernet.edu.et/bitstream/123456789/90350/26/Seminar%20Topics%20and%20Assignments.pdf,Spaced Repetition,17,Evening,English/Amharic,Joined online study groups
Eden Tesfaye,A+,https://www.youtube.com/@gazetteonline,Mind Mapping,17,Evening,English/Amharic,Focused on documentaries
Seyoum Jenberu,A+,https://www.youtube.com/@amaanfatimah,Mind Mapping,7,Morning,English/Amharic,Analyzed case studies
Sofia Mekonnen,A+,https://www.youtube.com/@gazetteonline,Peer Teaching,13,Morning,English/Amharic,Timed simulations
Belay Shimuye,A+,https://www.youtube.com/@gazetteonline,Practice Quizzes,5,Evening,English/Amharic,Practiced past exams
Rahel Jenberu,A+,https://www.youtube.com/@gazetteonline,Case Studies,18,Night,English/Amharic,Joined online study groups
Eden Jenberu,A+,https://www.youtube.com/@techaround4495,Self-Testing,7,Morning,English/Amharic,Used Anki flashcards
Marta Seid,A,https://www.youtube.com/@nickeducation6463,Practice Quizzes,5,Night,English/Amharic,Timed simulations
Zewditu Hailu,A,https://www.youtube.com/@seminartopics618,Practice Quizzes,14,Evening,English/Amharic,Joined online study groups
KedirTewodros Tesfaye,A+,https://www.youtube.com/@seminartopics618,Flashcards,8,Morning,English/Amharic,Analyzed case studies
Nahom Amare,A,https://www.youtube.com/@amaanfatimah,Case Studies,18,Evening,English/Amharic,Joined online study groups
Seyoum Asrat,A+,https://www.youtube.com/@bengalinstituteoftechnolog7911,Spaced Repetition,17,Afternoon,English/Amharic,Analyzed case studies
Jemal Tadesse,A,https://www.youtube.com/@bengalinstituteoftechnolog7911,Mind Mapping,15,Afternoon,English/Amharic,Focused on documentaries
KedirTewodros Assefa,A,https://www.youtube.com/@gazetteonline,Spaced Repetition,10,Night,English/Amharic,Used Anki flashcards
Dawit Tadesse,A+,https://www.youtube.com/@ourNCTV,Practice Quizzes,17,Night,English/Amharic,Drew diagrams
Driba Shimuye,A+,https://www.youtube.com/@techaround4495,Practice Quizzes,17,Morning,English/Amharic,Focused on documentaries
Bethel weldehawaryat,A,https://www.youtube.com/@bengalinstituteoftechnolog7911,Case Studies,5,Evening,English/Amharic,Timed simulations
Marta Abebe,A,https://www.youtube.com/@ourNCTV,Flashcards,10,Morning,English/Amharic,Joined online study groups
Belay Tesfaye,A+,https://www.youtube.com/@bengalinstituteoftechnolog7911,Mind Mapping,19,Morning,English/Amharic,Used Anki flashcards
Kalkidan Worku,A+,https://www.youtube.com/@AI.Uncovered,Video Summaries,10,Evening,English/Amharic,Analyzed case studies
Samuel Hailu,A+,https://www.youtube.com/@gazetteonline,Video Summaries,16,Night,English/Amharic,Joined online study groups
Frehiwot Kebede,A+,https://www.youtube.com/@amaanfatimah,Mind Mapping,16,Night,English/Amharic,Joined online study groups
Fikirte Kebede,A+,https://www.youtube.com/@ourNCTV,Spaced Repetition,13,Morning,English/Amharic,Joined online study groups
Tigist Tadesse,A+,https://www.youtube.com/@csittutorialsbyvrushali,Video Summaries,6,Evening,English/Amharic,Joined online study groups
Mekonnen Getachew,A,https://www.scribd.com/presentation/508582054/Introduction,Flashcards,11,Night,English/Amharic,Used Anki flashcards
Meklit Mekonnen,A+,http://ndl.ethernet.edu.et/bitstream/123456789/90350/26/Seminar%20Topics%20and%20Assignments.pdf,Flashcards,14,Evening,English/Amharic,Timed simulations
Mulat Jenberu,A+,https://www.scribd.com/presentation/508582054/Introduction,Self-Testing,7,Evening,English/Amharic,Used Anki flashcards
Senait Seid,A,http://ndl.ethernet.edu.et/bitstream/123456789/90350/26/Seminar%20Topics%20and%20Assignments.pdf,Flashcards,19,Morning,English/Amharic,Drew diagrams
Mohammed Assefa,A+,https://www.youtube.com/@amaanfatimah,Practice Quizzes,5,Morning,English/Amharic,Timed simulations
Jemal Abebe,A+,https://www.youtube.com/@seminartopics618,Spaced Repetition,5,Night,English/Amharic,Focused on documentaries
Bethel weldehawaryat,A,https://www.youtube.com/@amaanfatimah,Mind Mapping,10,Afternoon,English/Amharic,Color-coded notes
Kidane Hailu,A+,https://www.youtube.com/@AI.Uncovered,Self-Testing,5,Night,English/Amharic,Analyzed case studies
Hana Assefa,A+,https://www.scribd.com/presentation/508582054/Introduction,Practice Quizzes,11,Afternoon,English/Amharic,Focused on documentaries
Hagos Mekonnen,A+,https://www.youtube.com/@nickeducation6463,Practice Quizzes,19,Afternoon,English/Amharic,Practiced past exams
Hagos Abebe,A+,https://www.youtube.com/@techaround4495,Practice Quizzes,5,Morning,English/Amharic,Practiced past exams
Birtukan Jenberu,A+,https://www.youtube.com/@seminartopics618,Group Study,9,Afternoon,English/Amharic,Drew diagrams
Sewit Getachew,A,https://www.youtube.com/@nickeducation6463,Practice Quizzes,19,Morning,English/Amharic,Analyzed case studies
Nahom Asrat,A,https://www.youtube.com/@gazetteonline,Peer Teaching,12,Night,English/Amharic,Wrote summaries
Yemesrach Tesfaye,A+,https://www.youtube.com/@nickeducation6463,Mind Mapping,17,Afternoon,English/Amharic,Color-coded notes
Zewditu Assefa,A,https://www.youtube.com/@amaanfatimah,Video Summaries,9,Afternoon,English/Amharic,Used Anki flashcards
KedirTewodros Zinabu,A,https://www.scribd.com/presentation/508582054/Introduction,Spaced Repetition,18,Afternoon,English/Amharic,Timed simulations
Marta Worku,A+,https://www.youtube.com/@gazetteonline,Spaced Repetition,14,Night,English/Amharic,Used Anki flashcards
Frehiwot Jenberu,A+,https://www.youtube.com/@seminartopics618,Group Study,10,Afternoon,English/Amharic,Analyzed case studies
Kalkidan Getachew,A+,https://www.youtube.com/@nickeducation6463,Group Study,7,Evening,English/Amharic,Color-coded notes
Mekonnen Girma,A+,https://www.scribd.com/presentation/508582054/Introduction,Video Summaries,7,Evening,English/Amharic,Timed simulations
Girmay Shimuye,A+,http://ndl.ethernet.edu.et/bitstream/123456789/90350/26/Seminar%20Topics%20and%20Assignments.pdf,Case Studies,10,Afternoon,English/Amharic,Timed simulations
Ephrem Tadesse,A+,https://www.youtube.com/@seminartopics618,Practice Quizzes,13,Morning,English/Amharic,Focused on documentaries
Mekonnen Kebede,A+,https://www.scribd.com/presentation/508582054/Introduction,Group Study,12,Morning,English/Amharic,Color-coded notes
Temesgen Zinabu,A,https://www.youtube.com/@seminartopics618,Mind Mapping,15,Night,English/Amharic,Drew diagrams
Girmay Abebe,A,https://www.youtube.com/@AI.Uncovered,Video Summaries,10,Evening,English/Amharic,Practiced past exams
Lidia Asrat,A,https://www.youtube.com/@gazetteonline,Case Studies,13,Evening,English/Amharic,Color-coded notes
Zelalem weldehawaryat,A+,https://www.youtube.com/@gazetteonline,Video Summaries,6,Night,English/Amharic,Practiced past exams
Hana Lemma,A+,https://www.youtube.com/@gazetteonline,Video Summaries,7,Afternoon,English/Amharic,Timed simulations
Chala Worku,A+,https://www.youtube.com/@amaanfatimah,Practice Quizzes,17,Night,English/Amharic,Joined online study groups
Selamawit Kebede,A+,http://ndl.ethernet.edu.et/bitstream/123456789/90350/26/Seminar%20Topics%20and%20Assignments.pdf,Peer Teaching,5,Night,English/Amharic,Used Anki flashcards
Marta Girma,A,https://www.youtube.com/@AI.Uncovered,Peer Teaching,17,Evening,English/Amharic,Color-coded notes
Kiros Lemma,A,https://www.youtube.com/@amaanfatimah,Flashcards,11,Afternoon,English/Amharic,Focused on documentaries
Abel weldehawaryat,A+,http://ndl.ethernet.edu.et/bitstream/123456789/90350/26/Seminar%20Topics%20and%20Assignments.pdf,Flashcards,13,Morning,English/Amharic,Timed simulations
Samuel Worku,A+,https://www.youtube.com/@techaround4495,Practice Quizzes,18,Evening,English/Amharic,Used Anki flashcards
KedirTewodros Hailu,A+,https://www.youtube.com/@AI.Uncovered,Group Study,15,Morning,English/Amharic,Focused on documentaries
Eden Tesfaye,A,https://www.youtube.com/@gazetteonline,Video Summaries,16,Night,English/Amharic,Wrote summaries
Samuel Zinabu,A+,https://www.youtube.com/@csittutorialsbyvrushali,Flashcards,9,Morning,English/Amharic,Color-coded notes
Kalkidan Kebede,A,https://www.youtube.com/@amaanfatimah,Self-Testing,6,Night,English/Amharic,Wrote summaries
Driba weldehawaryat,A,https://www.youtube.com/@csittutorialsbyvrushali,Video Summaries,5,Evening,English/Amharic,Used Anki flashcards
Yemesrach Jenberu,A+,https://www.youtube.com/@techaround4495,Mind Mapping,18,Morning,English/Amharic,Wrote summaries
Ruth Fentaw,A+,https://www.youtube.com/@ourNCTV,Video Summaries,7,Evening,English/Amharic,Color-coded notes
Frehiwot Shimuye,A,http://ndl.ethernet.edu.et/bitstream/123456789/90350/26/Seminar%20Topics%20and%20Assignments.pdf,Peer Teaching,18,Evening,English/Amharic,Practiced past exams
Yared Lemma,A+,https://www.youtube.com/@AI.Uncovered,Case Studies,5,Afternoon,English/Amharic,Practiced past exams
Mulat Getachew,A+,https://www.youtube.com/@nickeducation6463,Spaced Repetition,10,Afternoon,English/Amharic,Practiced past exams
Atnafu Worku,A+,https://www.youtube.com/@AI.Uncovered,Peer Teaching,16,Morning,English/Amharic,Focused on documentaries
Kassa Fentaw,A+,https://www.youtube.com/@seminartopics618,Flashcards,8,Evening,English/Amharic,Wrote summaries
Hagos Lemma,A+,https://www.youtube.com/@amaanfatimah,Group Study,18,Afternoon,English/Amharic,Timed simulations
Kiros Worku,A+,https://www.youtube.com/@nickeducation6463,Peer Teaching,8,Morning,English/Amharic,Wrote summaries
Girmay weldehawaryat,A+,http://ndl.ethernet.edu.et/bitstream/123456789/90350/26/Seminar%20Topics%20and%20Assignments.pdf,Self-Testing,10,Evening,English/Amharic,Wrote summaries
Fikirte Asrat,A+,https://www.youtube.com/@AI.Uncovered,Flashcards,14,Afternoon,English/Amharic,Practiced past exams
Tsehay Abebe,A+,https://www.youtube.com/@techaround4495,Practice Quizzes,12,Evening,English/Amharic,Joined online study groups
Mekonnen Zinabu,A+,https://www.youtube.com/@amaanfatimah,Peer Teaching,13,Morning,English/Amharic,Timed simulations
Seyoum Asrat,A+,https://www.youtube.com/@techaround4495,Mind Mapping,15,Afternoon,English/Amharic,Used Anki flashcards
Alem Hailu,A+,https://www.youtube.com/@ourNCTV,Group Study,13,Evening,English/Amharic,Practiced past exams
Selamawit Abebe,A,https://www.youtube.com/@nickeducation6463,Video Summaries,14,Night,English/Amharic,Focused on documentaries
Senait Jenberu,A,https://www.youtube.com/@seminartopics618,Self-Testing,5,Night,English/Amharic,Drew diagrams
Mulat weldehawaryat,A+,http://ndl.ethernet.edu.et/bitstream/123456789/90350/26/Seminar%20Topics%20and%20Assignments.pdf,Case Studies,7,Evening,English/Amharic,Wrote summaries
Zewditu Jenberu,A,https://www.youtube.com/@gazetteonline,Practice Quizzes,6,Morning,English/Amharic,Color-coded notes
Mekonnen Mekonnen,A+,http://ndl.ethernet.edu.et/bitstream/123456789/90350/26/Seminar%20Topics%20and%20Assignments.pdf,Mind Mapping,18,Afternoon,English/Amharic,Color-coded notes
Sofia Abebe,A,https://www.youtube.com/@techaround4495,Case Studies,7,Night,English/Amharic,Color-coded notes
Jemal Getachew,A+,https://www.youtube.com/@techaround4495,Case Studies,16,Night,English/Amharic,Focused on documentaries
Dawit weldehawaryat,A,https://www.youtube.com/@techaround4495,Practice Quizzes,12,Evening,English/Amharic,Wrote summaries
Mekonnen Assefa,A,http://ndl.ethernet.edu.et/bitstream/123456789/90350/26/Seminar%20Topics%20and%20Assignments.pdf,Group Study,6,Evening,English/Amharic,Wrote summaries
Kalkidan Girma,A+,https://www.youtube.com/@seminartopics618,Peer Teaching,9,Afternoon,English/Amharic,Joined online study groups
Kalkidan Seid,A,https://www.youtube.com/@amaanfatimah,Case Studies,5,Evening,English/Amharic,Joined online study groups
Zewditu Seid,A,https://www.youtube.com/@seminartopics618,Mind Mapping,6,Morning,English/Amharic,Joined online study groups
Tigist Asrat,A,https://www.scribd.com/presentation/508582054/Introduction,Practice Quizzes,11,Evening,English/Amharic,Practiced past exams
KedirTewodros Assefa,A+,https://www.youtube.com/@bengalinstituteoftechnolog7911,Mind Mapping,9,Night,English/Amharic,Color-coded notes
Abiy Hailu,A,https://www.youtube.com/@amaanfatimah,Group Study,15,Afternoon,English/Amharic,Analyzed case studies
Mihret Jenberu,A+,http://ndl.ethernet.edu.et/bitstream/123456789/90350/26/Seminar%20Topics%20and%20Assignments.pdf,Self-Testing,12,Afternoon,English/Amharic,Timed simulations
Driba Zinabu,A,https://www.youtube.com/@nickeducation6463,Peer Teaching,14,Afternoon,English/Amharic,Focused on documentaries
Tsehay Assefa,A,https://www.scribd.com/presentation/508582054/Introduction,Flashcards,14,Night,English/Amharic,Timed simulations
Hagos Getachew,A+,https://www.youtube.com/@bengalinstituteoftechnolog7911,Video Summaries,14,Night,English/Amharic,Analyzed case studies
Sewit Shimuye,A,https://www.youtube.com/@nickeducation6463,Self-Testing,19,Afternoon,English/Amharic,Wrote summaries
Genet Hailu,A+,https://www.youtube.com/@AI.Uncovered,Case Studies,14,Morning,English/Amharic,Used Anki flashcards
Marta Girma,A,https://www.youtube.com/@ourNCTV,Spaced Repetition,7,Morning,English/Amharic,Practiced past exams
Zelalem Asrat,A,https://www.youtube.com/@seminartopics618,Spaced Repetition,15,Evening,English/Amharic,Wrote summaries
Seyoum Getachew,A,https://www.youtube.com/@gazetteonline,Video Summaries,10,Morning,English/Amharic,Wrote summaries
Kiros Kebede,A+,https://www.youtube.com/@csittutorialsbyvrushali,Practice Quizzes,8,Evening,English/Amharic,Used Anki flashcards
Atnafu Asrat,A,https://www.youtube.com/@amaanfatimah,Mind Mapping,9,Morning,English/Amharic,Timed simulations
Ruth Jenberu,A+,https://www.youtube.com/@nickeducation6463,Group Study,14,Morning,English/Amharic,Analyzed case studies
Seyoum Tesfaye,A,https://www.youtube.com/@csittutorialsbyvrushali,Video Summaries,6,Night,English/Amharic,Color-coded notes
Girmay Hailu,A+,http://ndl.ethernet.edu.et/bitstream/123456789/90350/26/Seminar%20Topics%20and%20Assignments.pdf,Spaced Repetition,14,Morning,English/Amharic,Analyzed case studies
Marta Worku,A,https://www.youtube.com/@gazetteonline,Practice Quizzes,12,Evening,English/Amharic,Joined online study groups
Ephrem Assefa,A+,https://www.youtube.com/@ourNCTV,Group Study,13,Afternoon,English/Amharic,Timed simulations
Eden Worku,A+,https://www.youtube.com/@bengalinstituteoftechnolog7911,Case Studies,5,Evening,English/Amharic,Joined online study groups
Mulat Amare,A,https://www.youtube.com/@AI.Uncovered,Case Studies,13,Evening,English/Amharic,Wrote summaries
Kidane Mekonnen,A+,https://www.youtube.com/@seminartopics618,Case Studies,7,Afternoon,English/Amharic,Analyzed case studies
Ephrem Girma,A+,https://www.youtube.com/@csittutorialsbyvrushali,Mind Mapping,7,Morning,English/Amharic,Wrote summaries
Marta Hailu,A+,https://www.youtube.com/@gazetteonline,Spaced Repetition,8,Morning,English/Amharic,Drew diagrams
Yemesrach Tadesse,A+,https://www.youtube.com/@amaanfatimah,Mind Mapping,11,Evening,English/Amharic,Focused on documentaries
Lidia Tadesse,A+,https://www.youtube.com/@csittutorialsbyvrushali,Case Studies,18,Night,English/Amharic,Used Anki flashcards
Yared Hailu,A+,https://www.youtube.com/@gazetteonline,Self-Testing,14,Afternoon,English/Amharic,Timed simulations
Driba Assefa,A+,http://ndl.ethernet.edu.et/bitstream/123456789/90350/26/Seminar%20Topics%20and%20Assignments.pdf,Practice Quizzes,17,Afternoon,English/Amharic,Wrote summaries
Lidia Mekonnen,A,https://www.youtube.com/@AI.Uncovered,Self-Testing,5,Morning,English/Amharic,Timed simulations
Hana Jenberu,A,https://www.youtube.com/@seminartopics618,Flashcards,17,Morning,English/Amharic,Drew diagrams
Driba Girma,A+,https://www.scribd.com/presentation/508582054/Introduction,Self-Testing,11,Night,English/Amharic,Practiced past exams
Frehiwot Fentaw,A+,https://www.youtube.com/@amaanfatimah,Mind Mapping,13,Afternoon,English/Amharic,Timed simulations
Marta Tesfaye,A+,https://www.youtube.com/@AI.Uncovered,Flashcards,10,Evening,English/Amharic,Analyzed case studies
Marta Zinabu,A+,https://www.youtube.com/@amaanfatimah,Spaced Repetition,17,Evening,English/Amharic,Color-coded notes
Kidane Mekonnen,A+,https://www.youtube.com/@gazetteonline,Practice Quizzes,7,Afternoon,English/Amharic,Wrote summaries
Mekonnen Zinabu,A+,https://www.youtube.com/@AI.Uncovered,Mind Mapping,15,Morning,English/Amharic,Wrote summaries
Mohammed Zinabu,A,https://www.scribd.com/presentation/508582054/Introduction,Self-Testing,19,Night,English/Amharic,Timed simulations
KedirTewodros Asrat,A,https://www.youtube.com/@gazetteonline,Video Summaries,12,Evening,English/Amharic,Joined online study groups
Kebede Mekonnen,A,https://www.youtube.com/@AI.Uncovered,Spaced Repetition,6,Night,English/Amharic,Color-coded notes
Mohammed weldehawaryat,A+,https://www.youtube.com/@nickeducation6463,Spaced Repetition,10,Night,English/Amharic,Color-coded notes
Nahom weldehawaryat,A,https://www.youtube.com/@nickeducation6463,Self-Testing,17,Evening,English/Amharic,Timed simulations
Sewit Shimuye,A,https://www.youtube.com/@nickeducation6463,Video Summaries,16,Evening,English/Amharic,Joined online study groups
Alem Tadesse,A+,https://www.youtube.com/@csittutorialsbyvrushali,Case Studies,14,Afternoon,English/Amharic,Joined online study groups
Lidia Amare,A,https://www.youtube.com/@seminartopics618,Mind Mapping,18,Morning,English/Amharic,Analyzed case studies
Chala Tadesse,A+,http://ndl.ethernet.edu.et/bitstream/123456789/90350/26/Seminar%20Topics%20and%20Assignments.pdf,Self-Testing,5,Night,English/Amharic,Focused on documentaries
Mulugeta Tadesse,A+,https://www.youtube.com/@ourNCTV,Practice Quizzes,18,Evening,English/Amharic,Timed simulations
Mihret Getachew,A,https://www.youtube.com/@AI.Uncovered,Video Summaries,8,Night,English/Amharic,Practiced past exams
Kidane Kebede,A,http://ndl.ethernet.edu.et/bitstream/123456789/90350/26/Seminar%20Topics%20and%20Assignments.pdf,Video Summaries,5,Afternoon,English/Amharic,Drew diagrams
Meklit Mekonnen,A+,https://www.youtube.com/@seminartopics618,Practice Quizzes,8,Morning,English/Amharic,Analyzed case studies
Yared Asrat,A+,https://www.youtube.com/@csittutorialsbyvrushali,Case Studies,14,Afternoon,English/Amharic,Focused on documentaries
Yared Kebede,A+,https://www.youtube.com/@bengalinstituteoftechnolog7911,Case Studies,19,Evening,English/Amharic,Practiced past exams
